capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2013,26.79739726027397,2.3081913542889962,1468.8,160,0.0,0,43654.55534246575,33308.889726027395,0,Nigeria,9.055555555,7.491388888
Accra,2013,26.844520547945205,1.6015437616852948,485.9,111,0.0,0,43638.90663013699,36792.35484931507,0,Ghana,5.55602,-0.1969
Addis Ababa,2013,15.776986301369863,1.3769907516144033,1965.2,176,0.0,0,43654.55534246575,37207.146493150685,0,Ethiopia,9.027222222,38.736944444
Algiers,2013,17.79123287671233,5.6980722461191275,823.2,100,0.0,0,43885.38219178082,36903.89961643836,2,Algeria,36.776388888,3.058611111
Alofi,2013,25.610958904109587,1.03843865837496,1718.2,165,0.0,0,43575.56980821918,35869.025534246575,0,Niue,-19.056,-169.921
Amman,2013,17.721643835616437,6.680169729883453,206.6,33,7.7700000000000005,3,43825.47720547945,39069.82567123287,2,Jordan,31.95,35.933333333
Amsterdam,2013,9.770821917808219,6.45451685133238,697.9,127,23.38,8,44215.40063013699,26113.820602739725,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2013,9.565068493150685,7.3342400602775015,684.3,102,76.02,26,43974.92824657534,35420.32591780822,1,Andorra,42.507222222,1.522222222
Antananarivo,2013,18.452739726027396,2.9151943087718055,952.1,99,0.0,0,43575.76923287671,34676.110602739725,0,Madagascar,-18.91,47.525
Apia,2013,26.507123287671234,0.6505206694270377,2782.8,298,0.0,0,43582.37191780822,35857.02931506849,4,Samoa,-13.833333333,-171.833333333
Asmara,2013,17.61986301369863,1.8240257772652917,927.0,101,0.0,0,43688.73890410959,38144.42846575343,0,Eritrea,15.333333333,38.916666666
Astana,2013,4.751232876712329,11.809526205150028,325.3,73,77.42,25,44177.300438356164,28416.860767123286,1,Kazakhstan,51.133333333,71.433333333
Asunción,2013,23.009726027397257,5.427911173273989,1298.2,107,0.0,0,43572.63134246575,32993.906547945204,0,Paraguay,-25.28,-57.634444444
Athens,2013,18.306164383561644,6.9454207837260435,329.5,53,0.28,0,43902.21326027397,36710.83509589041,2,Greece,37.984166666,23.728055555
