capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,1999,26.543972602739725,2.4463034120612934,1465.5,171,0.0,0,43654.57405479452,32451.120000000003,0,Nigeria,9.055555555,7.491388888
Accra,1999,26.55917808219178,1.4872228280179174,761.2,130,0.0,0,43638.91991780822,36130.52435616439,0,Ghana,5.55602,-0.1969
Addis Ababa,1999,15.368082191780823,1.8058632053128694,1634.5,154,0.0,0,43654.57405479452,38059.32931506849,0,Ethiopia,9.027222222,38.736944444
Algiers,1999,18.362739726027396,6.318396796472638,619.2,74,0.0,0,43885.456301369864,37402.9218630137,2,Algeria,36.776388888,3.058611111
Alofi,1999,25.238630136986302,1.1352921334221138,1866.7,197,0.0,0,43575.54353424658,35955.33441095891,0,Niue,-19.056,-169.921
Amman,1999,18.376027397260273,6.604409270512708,78.3,19,0.0,0,43825.53904109589,39504.240739726025,2,Jordan,31.95,35.933333333
Amsterdam,1999,10.855068493150684,5.689820803704001,831.6,156,10.57,1,44215.526,28057.902465753425,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,1999,9.530821917808218,7.80972392496263,642.0,85,55.230000000000004,8,43975.01816438356,35946.00673972603,1,Andorra,42.507222222,1.522222222
Antananarivo,1999,17.867671232876713,2.706439979778366,594.0,86,0.0,0,43575.74347945205,35665.022876712326,0,Madagascar,-18.91,47.525
Apia,1999,26.09178082191781,0.6966173024801398,2405.9,275,0.0,0,43582.35435616438,37023.327808219175,4,Samoa,-13.833333333,-171.833333333
Asmara,1999,17.213150684931506,1.9602133747335828,1138.6,117,0.0,0,43688.76835616438,38192.38438356164,0,Eritrea,15.333333333,38.916666666
Astana,1999,3.617945205479452,13.991030285812686,268.9,52,93.17,31,44177.42076712329,29564.719315068494,3,Kazakhstan,51.133333333,71.433333333
Asunción,1999,23.236986301369864,5.438084485431518,1522.8,124,0.0,0,43572.59515068493,33052.837561643835,0,Paraguay,-25.28,-57.634444444
Athens,1999,18.1527397260274,7.197450185765568,352.4,57,0.0,0,43902.29090410959,36899.82643835616,2,Greece,37.984166666,23.728055555
Avarua,1999,24.51219178082192,1.5748000453706208,2069.3,171,0.0,0,43573.89435616438,33948.848438356166,0,Cook Islands,-21.207,-159.771
Baghdad,1999,25.95,9.883177515465244,70.3,13,0.0,0,43840.82183561644,38850.69284931507,2,Iraq,33.315277777,44.366111111
Baku,1999,15.53890410958904,7.61744627855778,228.3,44,6.37,3,43938.922520547945,33896.490986301375,1,Azerbaijan,40.366655555,49.835183333
Bamako,1999,27.53150684931507,3.218615441541581,943.5,102,0.0,0,43673.02189041096,37322.8265479452,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,1999,26.625205479452056,0.7191514948168861,2442.7,277,0.0,0,43635.95734246575,33592.29473972603,4,Brunei,4.916666666,114.916666666
Bangui,1999,26.700821917808216,1.3906079718549107,1361.0,181,0.0,0,43633.92868493151,35298.95013698631,0,Central African Republic,4.37325,18.562833333
Basseterre,1999,25.813698630136987,1.2328956209766508,1025.8,154,0.0,0,43701.03695890411,38997.62610958904,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,1999,13.469041095890411,11.172993485124579,406.0,64,2.87,1,43931.03304109589,32845.976136986304,1,People's Republic of China,39.90403,116.407526
Beirut,1999,19.503013698630138,5.722994798538399,354.09999999999997,47,0.0,0,43848.3641369863,39149.263452054794,2,Lebanon,33.886944444,35.513055555
Belgrade,1999,12.054657534246575,8.636869453804733,819.5,125,76.16,17,44019.60515068493,28737.06797260274,1,Serbia,44.817777777,20.456944444
Belmopan,1999,24.91821917808219,2.3877096838281164,1309.5,208,0.0,0,43700.58364383561,35049.71293150685,0,Belize,17.25,-88.7675
Berlin,1999,10.236438356164385,7.260687531748604,479.1,112,38.36,14,44222.61295890411,26126.50397260274,1,Germany,52.516666666,13.383333333
Bishkek,1999,8.910821917808219,9.315286348908206,657.1,100,97.16,32,43981.42260273972,34768.44849315068,1,Kyrgyzstan,42.866666666,74.566666666
Bissau,1999,27.35164383561644,1.4495253236860726,1579.0,137,0.0,0,43668.845095890414,36033.64468493151,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,1999,14.376712328767123,0.7956303306573155,2522.5,250,0.0,0,43634.79317808219,31888.376684931507,4,Colombia,4.60971,-74.08175
Brasília,1999,21.81890410958904,1.5676323941528358,1385.5,151,0.0,0,43579.37561643835,36594.31476712329,0,Brazil,-15.793888888,-47.882777777
Bratislava,1999,10.38082191780822,8.037647637361033,684.7,93,50.75,13,44094.15624657534,28066.734465753423,1,Slovakia,48.144722222,17.112777777
Brazzaville,1999,25.435479452054796,0.8368373893400691,1132.2,181,0.0,0,43603.9502739726,32687.96180821918,0,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,1999,26.5086301369863,0.8423546195832395,950.0,162,0.0,0,43675.73860273972,38803.08306849315,0,Barbados,13.0975,-59.616666666
Bucharest,1999,12.124794520547946,8.598907915196898,794.3,104,35.769999999999996,6,44011.07408219178,30677.066767123284,1,Romania,44.413361111,26.097777777
Budapest,1999,10.7913698630137,8.686961354171517,742.5,102,91.98,20,44078.712383561644,28618.242273972603,1,Hungary,47.498333333,19.040833333
