capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2012,26.575136612021858,2.250606459010727,1812.1,165,0.0,0,43649.43057377049,32804.05994535519,0,Nigeria,9.055555555,7.491388888
Accra,2012,26.690437158469948,1.397734497741657,654.1,145,0.0,0,43635.77221311475,36326.12609289618,0,Ghana,5.55602,-0.1969
Addis Ababa,2012,15.907103825136613,1.1804764884891794,1653.9,146,0.0,0,43649.43057377049,37855.1456284153,0,Ethiopia,9.027222222,38.736944444
Algiers,2012,18.323360655737705,6.811715887541461,674.5,76,7.42,2,43860.71797814208,37625.69114754099,2,Algeria,36.776388888,3.058611111
Alofi,2012,25.333879781420766,1.1605795561080001,1660.6,159,0.0,0,43586.926092896174,35270.71117486339,0,Niue,-19.056,-169.921
Amman,2012,18.099453551912568,7.680893371753548,186.8,38,6.4399999999999995,2,43805.026775956285,38857.47259562842,2,Jordan,31.95,35.933333333
Amsterdam,2012,10.172950819672131,5.921150205995303,930.2,152,14.49,4,44171.0474863388,26735.010273224045,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2012,10.380327868852458,8.220173707569595,603.2,79,18.97,9,43944.451202185795,36577.18136612022,1,Andorra,42.507222222,1.522222222
Antananarivo,2012,18.217486338797816,2.546667490669334,1405.2,119,0.0,0,43586.990409836064,33863.37412568306,0,Madagascar,-18.91,47.525
Apia,2012,26.329918032786885,0.7084323761793594,2961.7,296,0.0,0,43590.43967213115,35777.69743169399,4,Samoa,-13.833333333,-171.833333333
Asmara,2012,17.373360655737702,1.624190223012683,1134.9,125,0.0,0,43679.837459016395,38452.986038251365,0,Eritrea,15.333333333,38.916666666
Astana,2012,3.4047814207650275,16.69344421667098,179.1,48,75.32,20,44135.02092896175,30983.84732240437,1,Kazakhstan,51.133333333,71.433333333
Asunción,2012,24.263934426229508,5.359194872679991,1116.4,103,0.0,0,43588.1637978142,34672.50024590164,0,Paraguay,-25.28,-57.634444444
Athens,2012,18.26051912568306,8.107058822006216,358.8,63,3.92,1,43876.417732240436,36501.734617486334,2,Greece,37.984166666,23.728055555
Avarua,2012,24.293715846994534,1.4735713270901232,1434.3,146,0.0,0,43586.658797814205,35311.30387978142,0,Cook Islands,-21.207,-159.771
Baghdad,2012,25.470218579234974,10.505514583513799,157.7,18,0.0,0,43819.199644808745,38632.26057377049,2,Iraq,33.315277777,44.366111111
Baku,2012,15.998907103825138,8.864121086600859,233.2,55,42.910000000000004,15,43910.64713114754,33058.20024590164,1,Azerbaijan,40.366655555,49.835183333
