capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,1997,26.387260273972604,1.6658275673878042,1637.2,194,0.0,0,43654.66336986302,33933.19150684932,4,Nigeria,9.055555555,7.491388888
Accra,1997,26.506438356164384,1.3306172345563523,661.5,108,0.0,0,43638.974,36265.72224657534,0,Ghana,5.55602,-0.1969
Addis Ababa,1997,15.957260273972603,1.13207271282648,1584.6,148,0.0,0,43654.66336986302,38163.54673972603,0,Ethiopia,9.027222222,38.736944444
Algiers,1997,18.577534246575343,5.359303244452049,466.09999999999997,75,0.0,0,43885.89158904109,37195.130986301374,2,Algeria,36.776388888,3.058611111
Alofi,1997,24.716575342465752,1.5815186219542663,1355.0,130,0.0,0,43575.34178082192,35233.00761643836,0,Niue,-19.056,-169.921
Amman,1997,17.101369863013698,7.186220849399354,223.6,52,0.49,0,43825.89909589041,38784.02978082192,2,Jordan,31.95,35.933333333
Amsterdam,1997,10.12958904109589,6.40292160270833,644.6,122,0.21000000000000002,0,44216.314849315066,26813.370657534248,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,1997,10.606027397260274,6.51002539193534,779.1,101,75.74,13,43975.55668493151,35633.48090410959,1,Andorra,42.507222222,1.522222222
Antananarivo,1997,18.072739726027397,2.691781988846409,1104.8,118,0.0,0,43575.54430136986,33854.56331506849,0,Madagascar,-18.91,47.525
Apia,1997,26.097534246575343,0.7624385776412385,2688.0,265,0.0,0,43582.21076712329,35013.12923287671,4,Samoa,-13.833333333,-171.833333333
Asmara,1997,17.00054794520548,1.635210853100007,1338.8,137,0.0,0,43688.92438356164,38302.74249315068,0,Eritrea,15.333333333,38.916666666
Astana,1997,4.4316438356164385,14.00719418900954,158.3,39,72.24,25,44178.17202739726,30681.601424657532,1,Kazakhstan,51.133333333,71.433333333
Asunción,1997,23.746849315068495,4.552393066106063,2014.5,128,0.0,0,43572.319178082194,31612.99791780822,0,Paraguay,-25.28,-57.634444444
Athens,1997,16.653150684931507,7.214607411415958,356.5,47,0.0,0,43902.74553424658,35953.36471232877,2,Greece,37.984166666,23.728055555
Avarua,1997,23.694109589041098,1.920679707136978,1247.8999999999999,110,0.0,0,43573.66802739726,35856.39263013699,0,Cook Islands,-21.207,-159.771
Baghdad,1997,24.033561643835615,10.247965674545199,160.3,24,0.0,0,43841.20189041096,38233.025424657535,2,Iraq,33.315277777,44.366111111
