capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,1998,27.206027397260275,2.5564810656071284,1589.3,153,0.0,0,43654.60304109589,33052.28967123288,0,Nigeria,9.055555555,7.491388888
Accra,1998,27.273698630136984,1.6877406274099676,366.5,87,0.0,0,43638.93676712329,37428.77569863014,0,Ghana,5.55602,-0.1969
Addis Ababa,1998,16.126301369863015,1.6779824250619557,1950.3,176,0.0,0,43654.60304109589,37676.17915068493,0,Ethiopia,9.027222222,38.736944444
Algiers,1998,17.902465753424657,5.670622138867874,590.7,80,0.0,0,43885.602520547945,37584.21646575342,2,Algeria,36.776388888,3.058611111
Alofi,1998,24.822876712328767,1.4411119023095202,1069.9,122,0.0,0,43575.47531506849,37269.84109589041,0,Niue,-19.056,-169.921
Amman,1998,18.423013698630136,7.371091194535814,153.6,30,5.040000000000001,3,43825.65969863014,38721.18106849315,2,Jordan,31.95,35.933333333
Amsterdam,1998,10.267808219178082,5.363539211677955,1073.9,176,3.1500000000000004,0,44215.79983561644,24862.033835616436,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,1998,10.078219178082191,6.977424219799008,565.5,88,52.92,13,43975.20057534246,36094.114054794525,1,Andorra,42.507222222,1.522222222
Antananarivo,1998,18.325068493150685,2.8884280884624536,1265.3,91,0.0,0,43575.67580821918,33718.794465753424,0,Madagascar,-18.91,47.525
Apia,1998,26.39369863013699,0.853122105275151,2188.6,257,0.0,0,43582.305643835614,37085.95238356164,4,Samoa,-13.833333333,-171.833333333
Asmara,1998,17.398219178082194,1.9792372424040299,1009.4,109,0.0,0,43688.819698630134,37561.932164383565,0,Eritrea,15.333333333,38.916666666
Astana,1998,3.393424657534246,15.097839724225485,191.4,48,59.22,20,44177.680273972604,30569.88594520548,1,Kazakhstan,51.133333333,71.433333333
Asunción,1998,22.67849315068493,4.54595239336354,2496.8,135,0.0,0,43572.50153424658,30095.341452054796,0,Paraguay,-25.28,-57.634444444
Athens,1998,17.36054794520548,7.453850117024295,443.3,52,11.2,1,43902.44364383561,35468.68191780822,1,Greece,37.984166666,23.728055555
Avarua,1998,23.90945205479452,1.5309534219726888,880.8,91,0.0,0,43573.817506849315,36028.36073972603,0,Cook Islands,-21.207,-159.771
Baghdad,1998,25.718082191780823,10.609716630110727,97.4,17,0.0,0,43840.94852054795,38142.86761643836,2,Iraq,33.315277777,44.366111111
Baku,1998,15.525616438356165,8.382790453455351,180.7,44,18.759999999999998,6,43939.09046575343,33255.35912328767,1,Azerbaijan,40.366655555,49.835183333
Bamako,1998,28.53,3.045950292899286,812.2,87,0.0,0,43673.06356164383,37854.10583561644,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,1998,27.655479452054795,1.2090762992947046,2132.5,245,0.0,0,43635.97189041096,35647.059534246575,4,Brunei,4.916666666,114.916666666
Bangui,1998,27.79602739726027,1.977574646571863,1187.4,182,0.0,0,43633.94161643836,36109.01594520548,0,Central African Republic,4.37325,18.562833333
Basseterre,1998,26.325753424657535,1.0412546819390265,999.7,176,0.0,0,43701.09534246576,39079.6362739726,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,1998,13.239315068493152,11.154735027806309,625.1,64,17.36,6,43931.19835616439,31708.15383561644,1,People's Republic of China,39.90403,116.407526
Beirut,1998,19.247671232876712,6.13838479680064,574.7,68,1.33,0,43848.4942739726,38356.40493150685,2,Lebanon,33.886944444,35.513055555
Belgrade,1998,12.036849315068492,9.127449524710217,470.6,88,21.35,8,44019.80452054794,31020.840493150685,1,Serbia,44.817777777,20.456944444
Belmopan,1998,26.141917808219176,2.4546707314463467,1396.8,201,0.0,0,43700.64202739726,34724.11863013699,0,Belize,17.25,-88.7675
