capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,1995,26.51027397260274,2.0935431692840494,1766.1,177,0.0,0,43654.67112328768,32630.293917808216,4,Nigeria,9.055555555,7.491388888
Accra,1995,26.854109589041094,1.3307168146170267,576.8,111,0.0,0,43638.979232876714,36478.40504109589,0,Ghana,5.55602,-0.1969
Addis Ababa,1995,15.867260273972603,1.1132274881232078,1737.8,143,0.0,0,43654.67112328768,38067.49671232877,0,Ethiopia,9.027222222,38.736944444
Algiers,1995,18.305479452054794,5.223681820445466,505.0,73,0.0,0,43885.92378082192,37633.20802739726,2,Algeria,36.776388888,3.058611111
Alofi,1995,25.113698630136987,1.1608559588848002,1510.0,153,0.0,0,43575.32909589041,36302.968493150685,0,Niue,-19.056,-169.921
Amman,1995,17.466164383561644,7.0849243348145,94.60000000000001,24,0.0,0,43825.92665753425,39367.550465753426,2,Jordan,31.95,35.933333333
Amsterdam,1995,10.435479452054794,6.420721742554991,647.9,119,15.05,5,44216.36605479452,29037.516575342466,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,1995,9.996575342465754,6.7453450003366155,709.6,99,33.88,9,43975.59515068493,35732.825397260276,1,Andorra,42.507222222,1.522222222
Antananarivo,1995,18.20808219178082,2.5899258854505938,1131.4,97,0.0,0,43575.53115068493,34091.788164383564,0,Madagascar,-18.91,47.525
Apia,1995,26.36287671232877,0.6532031797986367,2943.8,319,0.0,0,43582.20205479452,36254.60621917808,4,Samoa,-13.833333333,-171.833333333
Asmara,1995,17.234383561643835,1.7990045983220795,1119.4,117,0.0,0,43688.93712328767,37985.25964383561,0,Eritrea,15.333333333,38.916666666
Astana,1995,4.357671232876712,13.283631226924886,318.6,45,65.52,21,44178.22167123287,30097.489999999998,1,Kazakhstan,51.133333333,71.433333333
Asunción,1995,23.135342465753425,4.800795230082843,1422.2,120,0.0,0,43572.301561643835,32598.284465753426,0,Paraguay,-25.28,-57.634444444
Athens,1995,17.26767123287671,6.933728386817926,316.8,52,0.63,0,43902.77917808219,36189.54605479452,2,Greece,37.984166666,23.728055555
Avarua,1995,24.143150684931506,1.352371621248001,1609.0,138,0.0,0,43573.65317808219,34858.21769863014,0,Cook Islands,-21.207,-159.771
Baghdad,1995,24.76054794520548,9.72516022784062,108.0,19,0.0,0,43841.2297260274,38454.41526027397,2,Iraq,33.315277777,44.366111111
Baku,1995,15.541780821917808,7.717259866166153,220.7,49,6.58,1,43939.4562739726,33828.49895890411,2,Azerbaijan,40.366655555,49.835183333
Bamako,1995,27.59027397260274,2.887502900718173,812.2,107,0.0,0,43673.15926027398,37402.29405479452,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,1995,27.080547945205478,0.7826534368594509,2144.1,268,0.0,0,43636.009041095895,35175.956,4,Brunei,4.916666666,114.916666666
Bangui,1995,27.052191780821914,1.5766568527269822,1317.5,194,0.0,0,43633.97506849315,33841.65608219178,4,Central African Republic,4.37325,18.562833333
Basseterre,1995,26.122191780821918,1.1039455296117784,771.6,111,0.0,0,43701.228465753426,39613.767342465755,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,1995,12.436027397260274,10.082201123997768,734.8,62,2.0300000000000002,1,43931.557452054796,32688.739479452055,1,People's Republic of China,39.90403,116.407526
Beirut,1995,18.346575342465755,6.067621059971716,484.9,49,0.0,0,43848.78290410959,38826.37915068493,2,Lebanon,33.886944444,35.513055555
Belgrade,1995,11.805205479452054,8.522417128236693,674.6,116,67.97,16,44020.2337260274,30827.3861369863,1,Serbia,44.817777777,20.456944444
Belmopan,1995,26.078767123287673,2.1146583812157083,1223.9,189,0.0,0,43700.77479452055,34976.229150684936,0,Belize,17.25,-88.7675
Berlin,1995,9.353698630136986,7.993090681656903,576.5,120,48.44,15,44223.46024657534,26821.522273972605,1,Germany,52.516666666,13.383333333
Bishkek,1995,8.630684931506849,9.967856489291893,477.6,59,86.8,27,43982.00742465754,36427.243835616435,1,Kyrgyzstan,42.866666666,74.566666666
Bissau,1995,27.904109589041095,1.5568254855162291,1342.2,122,0.0,0,43668.97408219178,36414.370575342466,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,1995,14.674794520547946,0.7810040550700282,2393.6,241,0.0,0,43634.84224657534,32556.16126027397,4,Colombia,4.60971,-74.08175
Brasília,1995,21.806027397260273,1.649127091549499,1387.4,168,0.0,0,43579.20038356165,35666.95780821918,0,Brazil,-15.793888888,-47.882777777
Bratislava,1995,10.122191780821918,8.170416221151484,654.7,102,60.34,21,44094.86838356165,28107.776712328767,1,Slovakia,48.144722222,17.112777777
Brazzaville,1995,25.485342465753423,0.8453640255485828,1134.0,181,0.0,0,43603.90405479452,33215.629424657534,0,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,1995,26.70917808219178,0.8451002174536869,957.9,148,0.0,0,43675.88178082192,38934.58909589041,0,Barbados,13.0975,-59.616666666
Bucharest,1995,10.925890410958905,9.515588401424255,643.6,93,97.79,20,44011.69271232877,30000.971232876713,1,Romania,44.413361111,26.097777777
Budapest,1995,10.723287671232876,8.66125594507741,527.2,101,66.08,20,44079.40750684932,28921.278493150687,1,Hungary,47.498333333,19.040833333
Buenos Aires,1995,16.987945205479452,5.676963754465655,690.9,74,0.0,0,43580.430958904115,34618.14720547945,0,Argentina,-34.599722222,-58.381944444
Cairo,1995,21.276438356164384,6.192405480222677,10.3,3,0.0,0,43805.56775342466,39455.36106849315,2,Egypt,30.044444444,31.235833333
Canberra,1995,12.188904109589041,5.243874647929464,898.0,93,0.14,0,43581.81767123287,33432.11597260274,0,Australia,-35.293055555,149.126944444
Castries,1995,26.98109589041096,0.9178698488680668,718.8,173,0.0,0,43681.06249315069,39081.50397260274,0,Saint Lucia,14.016666666,-60.983333333
Cetinje,1995,9.873013698630137,6.85347463109353,2518.7,160,103.67,21,43973.06323287671,30996.60008219178,1,Montenegro,42.389444444,18.924722222
Chișinău,1995,9.761780821917808,9.402816877221115,557.2,80,65.1,16,44067.792684931504,28444.75857534247,1,Moldova,47.022777777,28.835277777
City of Brussels,1995,11.052465753424658,6.638842118365802,698.1,127,10.290000000000001,3,44169.72002739726,27012.3281369863,1,Belgium,50.846666666,4.351666666
Commune of Monaco,1995,14.516986301369862,5.562964929312145,807.2,108,12.530000000000001,2,43999.24887671233,35195.958,1,Monaco,43.730555555,7.425277777
Conakry,1995,26.57315068493151,0.9396513801632277,2292.9,176,0.0,0,43657.07405479452,34673.23989041096,4,Guinea,9.509166666,-13.712222222
Copenhagen,1995,8.502465753424659,7.269334352286661,503.5,104,76.86,16,44342.90265753425,26933.18808219178,1,Denmark,55.676111111,12.568888888
Dakar,1995,25.272739726027396,2.5932081939204945,339.4,43,0.0,0,43684.74698630137,38606.069506849315,2,Senegal,14.672555555,-17.432
Dhaka,1995,25.50328767123288,4.140796777521468,1877.0,182,0.0,0,43747.61328767123,31367.9638630137,4,Bangladesh,23.728888888,90.394444444
Djibouti City,1995,28.80917808219178,3.4889097266677624,260.8,72,0.0,0,43667.47942465753,38620.97263013699,2,Djibouti,11.595,43.148055555
Doha,1995,26.47178082191781,6.44855685841604,176.5,21,0.0,0,43760.528520547945,38742.44561643836,2,Qatar,25.286205555,51.529436111
Dublin,1995,10.693287671232877,4.77398256083888,690.8,131,18.48,5,44250.49567123288,26285.279123287673,1,Ireland,53.349722222,-6.260277777
