capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2016,27.159016393442624,2.1121210827563117,1514.9,169,0.0,0,43649.47554644809,33934.14387978142,1,Nigeria,9.055555555,7.491388888
Accra,2016,27.041666666666668,1.5062309700573255,752.7,115,0.0,0,43635.798797814205,36274.63357923497,1,Ghana,5.55602,-0.1969
Addis Ababa,2016,16.12172131147541,1.4512250994395017,1710.5,175,0.0,0,43649.47554644809,37559.085519125685,1,Ethiopia,9.027222222,38.736944444
Algiers,2016,18.761612021857925,5.528724034445974,662.4,72,0.0,0,43860.94210382514,37274.52737704918,4,Algeria,36.776388888,3.058611111
Alofi,2016,25.447540983606554,1.2604226154542832,1647.3,156,0.0,0,43586.816885245906,36016.09945355191,1,Niue,-19.056,-169.921
Amman,2016,18.404371584699454,7.3148587764276565,195.0,36,4.340000000000001,2,43805.2137431694,39208.855464480876,4,Jordan,31.95,35.933333333
Amsterdam,2016,10.84672131147541,6.047515297669334,702.9,136,2.8,1,44171.441775956286,27886.319562841534,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2016,10.671584699453552,6.869189595652858,703.4,98,28.28,7,43944.727486338794,35681.80773224044,2,Andorra,42.507222222,1.522222222
Antananarivo,2016,18.378415300546447,3.1309499984519626,765.6,87,0.0,0,43586.88262295082,34595.38489071038,1,Madagascar,-18.91,47.525
Apia,2016,26.896448087431693,0.8914208798143183,2447.6,279,0.0,0,43590.36122950819,36641.00172131148,3,Samoa,-13.833333333,-171.833333333
Asmara,2016,17.619398907103825,1.769732018843349,1079.7,116,0.0,0,43679.91740437158,37804.07677595628,1,Eritrea,15.333333333,38.916666666
Astana,2016,4.021448087431693,13.182751716876282,306.3,66,94.22,33,44135.3981147541,28339.373278688523,0,Kazakhstan,51.133333333,71.433333333
Asunción,2016,22.710792349726773,5.55722900058855,1471.4,104,0.0,0,43588.015300546445,32853.71918032787,1,Paraguay,-25.28,-57.634444444
Athens,2016,18.37691256830601,7.218436709138731,251.5,41,1.8900000000000001,1,43876.65229508197,37061.087732240434,4,Greece,37.984166666,23.728055555
Avarua,2016,24.422131147540984,1.1830778731706884,1501.7,129,0.0,0,43586.536557377054,34734.88032786885,1,Cook Islands,-21.207,-159.771
Baghdad,2016,25.311612021857922,10.372588103728427,171.0,23,0.0,0,43819.396229508195,38759.36158469945,4,Iraq,33.315277777,44.366111111
Baku,2016,15.459153005464481,8.357579094554273,309.4,62,17.71,7,43910.90308743169,32278.976775956286,2,Azerbaijan,40.366655555,49.835183333
Bamako,2016,28.49439890710383,2.9948407773257393,738.1,98,0.0,0,43665.82133879781,37383.48868852459,1,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,2016,27.582377049180327,0.8378279680338627,2092.5,272,0.0,0,43633.235928961745,34151.31286885246,3,Brunei,4.916666666,114.916666666
Bangui,2016,27.9146174863388,1.6657256400971225,1181.4,168,0.0,0,43631.48696721312,36344.43713114754,1,Central African Republic,4.37325,18.562833333
Basseterre,2016,26.283743169398907,1.0383875432716403,828.8,147,0.0,0,43690.972049180324,38852.80707650274,1,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,2016,12.938934426229507,11.406542545138056,663.6,58,8.540000000000001,1,43903.51959016393,32970.63841530055,2,People's Republic of China,39.90403,116.407526
Beirut,2016,19.656830601092896,6.024108624677209,669.5,60,0.14,0,43826.40483606557,38911.85491803279,4,Lebanon,33.886944444,35.513055555
Belgrade,2016,12.70928961748634,8.286709678889038,776.2,111,19.04,4,43986.596803278684,30178.454043715847,2,Serbia,44.817777777,20.456944444
Belmopan,2016,25.825409836065575,2.245988014291559,1222.2,212,0.0,0,43690.56297814208,35582.02964480874,1,Belize,17.25,-88.7675
Berlin,2016,10.350546448087432,7.94300414006373,490.5,110,16.73,6,44178.149972677595,26654.209590163937,2,Germany,52.516666666,13.383333333
Bishkek,2016,9.96311475409836,9.485328548289049,662.3,87,132.65,31,43950.73612021858,34380.44270491803,2,Kyrgyzstan,42.866666666,74.566666666
Bissau,2016,27.841939890710382,1.3539224828355816,1731.7,124,0.0,0,43662.1031420765,35296.18,1,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,2016,15.744535519125684,1.0848888220777222,2364.5,208,0.0,0,43632.23196721311,32038.63775956284,3,Colombia,4.60971,-74.08175
Brasília,2016,22.998360655737702,1.5956911298555982,1250.2,137,0.0,0,43588.57912568306,36362.7687704918,1,Brazil,-15.793888888,-47.882777777
Bratislava,2016,11.302732240437159,8.069487136825737,611.7,115,15.05,4,44056.78543715847,29734.42994535519,2,Slovakia,48.144722222,17.112777777
Brazzaville,2016,26.26707650273224,0.9609438451768932,1014.1,147,0.0,0,43606.396229508195,33216.470081967214,1,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,2016,26.99344262295082,0.803987088929049,941.7,162,0.0,0,43668.24510928962,38844.21278688525,1,Barbados,13.0975,-59.616666666
Bucharest,2016,12.211612021857922,9.514540875901345,659.0,98,28.63,7,43978.57898907104,30143.902267759564,2,Romania,44.413361111,26.097777777
Budapest,2016,11.538934426229508,8.154228701156029,737.4,106,10.22,4,44042.22863387978,30424.392213114756,2,Hungary,47.498333333,19.040833333
Buenos Aires,2016,17.3353825136612,5.999500960170827,1073.5,92,0.0,0,43603.59016393442,31840.79532786885,1,Argentina,-34.599722222,-58.381944444
Cairo,2016,22.841256830601093,6.247268339340028,11.7,3,0.0,0,43786.38568306011,39155.166639344265,4,Egypt,30.044444444,31.235833333
Canberra,2016,13.587021857923498,6.069910259503425,925.6,111,0.7,0,43605.609590163935,33014.4831147541,1,Australia,-35.293055555,149.126944444
Castries,2016,27.262021857923497,0.9102041075105861,895.9,178,0.0,0,43672.867814207646,39042.208688524595,1,Saint Lucia,14.016666666,-60.983333333
Cetinje,2016,11.564071038251365,6.913352186149224,2670.4,157,38.15,9,43942.35527322404,31522.416229508195,2,Montenegro,42.389444444,18.924722222
Chișinău,2016,11.29931693989071,9.31686970908074,544.0,80,50.82,13,44031.29844262295,29045.14825136612,2,Moldova,47.022777777,28.835277777
City of Brussels,2016,11.128005464480873,6.308462558067966,765.8,134,9.87,3,44127.37043715847,27200.878825136613,2,Belgium,50.846666666,4.351666666
Commune of Monaco,2016,15.599590163934426,5.614604839417202,814.5,95,18.83,7,43966.9024863388,35924.38349726776,2,Monaco,43.730555555,7.425277777
Conakry,2016,26.715846994535518,0.987466784503557,3159.6,173,0.0,0,43651.58740437159,33212.241693989075,3,Guinea,9.509166666,-13.712222222
Copenhagen,2016,9.365027322404371,6.680752838745203,538.6,118,29.75,13,44291.28469945355,27027.34275956284,2,Denmark,55.676111111,12.568888888
Dakar,2016,25.590027322404374,2.3454771981246507,350.3,33,0.0,0,43676.163142076504,38386.069234972674,4,Senegal,14.672555555,-17.432
Dhaka,2016,26.01530054644809,3.630558776925669,1863.4,174,0.0,0,43733.11049180328,32458.51464480874,1,Bangladesh,23.728888888,90.394444444
Djibouti City,2016,29.596448087431693,3.7742495879435745,205.2,46,0.0,0,43660.777622950816,38693.418360655734,4,Djibouti,11.595,43.148055555
Doha,2016,27.296448087431695,6.500893591371793,60.5,7,0.0,0,43744.93448087432,39164.41502732241,4,Qatar,25.286205555,51.529436111
Dublin,2016,10.432103825136613,4.444243708116829,743.7,143,3.7100000000000004,2,44203.725382513665,27053.228142076503,2,Ireland,53.349722222,-6.260277777
Freetown,2016,26.26215846994536,0.9866206260513606,4177.3,215,0.0,0,43647.11232240437,33180.71521857924,3,Sierra Leone,8.487222222,-13.235555555
Gaborone,2016,22.334153005464483,5.525350813242711,424.7,63,0.0,0,43587.601366120216,37564.054344262295,4,Botswana,-24.656944444,25.908611111
Georgetown,2016,26.637704918032785,0.8234985043463481,2267.1,251,0.0,0,43640.33038251366,35903.24407103825,3,Guyana,6.805833333,-58.150833333
Gibraltar,2016,18.07445355191257,4.821486907785424,696.7,77,0.0,0,43852.97106557377,37551.13489071038,4,Gibraltar,36.14,-5.35
Gitega,2016,19.57486338797814,1.1833707870495167,664.9,123,0.0,0,43608.39155737705,36551.97803278689,1,Burundi,-3.428333333,29.925
Guatemala City,2016,19.91256830601093,1.291794107383006,1249.3,162,0.0,0,43676.163142076504,37341.97286885246,1,Guatemala,14.641666666,-90.513333333
Havana,2016,26.661748633879782,2.534087866958027,776.0,122,0.0,0,43728.982650273225,37612.12912568306,1,Cuba,23.136666666,-82.358888888
Helsinki,2016,6.053551912568306,8.73898921814371,523.8,95,110.11,32,44533.96087431694,25101.35467213115,0,Finland,60.170833333,24.9375
Honiara,2016,27.04945355191257,0.6201742810956885,3525.0,293,0.0,0,43596.17155737705,33194.79010928961,3,Solomon Islands,-9.433333,159.95
Islamabad,2016,21.56926229508197,7.200417929426736,745.1,75,0.0,0,43824.047103825134,37149.452076502734,4,Pakistan,33.698888888,73.036944444
Jakarta,2016,26.818032786885244,0.5435574942975262,2907.5,313,0.0,0,43602.252103825136,33920.62319672131,3,Indonesia,-6.175277777,106.826944444
Jerusalem,2016,18.43032786885246,6.969272747707147,164.8,35,0.0,0,43803.76713114754,39330.679453551915,4,Israel,31.778888888,35.225555555
Kabul,2016,14.131420765027324,9.12945311288031,274.7,48,8.889999999999999,3,43833.60967213115,38339.813907103824,4,Afghanistan,34.532777777,69.165833333
Kathmandu,2016,17.623224043715847,4.16938699729691,2694.6,190,0.0,0,43765.28117486339,31431.426202185794,3,Nepal,27.71,85.32
Kigali,2016,19.992486338797814,0.9621278322376318,810.2,139,0.0,0,43612.113606557374,36044.549043715844,1,Rwanda,-1.953611111,30.060555555
Kingston,2016,27.218169398907104,1.1596724543431958,672.9,118,0.0,0,43694.70234972678,38774.59765027322,1,Jamaica,17.971388888,-76.793055555
Kingstown,2016,27.26325136612022,0.7859959755801994,1023.3,167,0.0,0,43668.59527322404,38904.841338797814,1,Saint Vincent and the Grenadines,13.15527,-61.22742
Kinshasa,2016,26.467349726775954,0.9609674480752194,1009.5,147,0.0,0,43606.23412568306,33209.4318306011,1,Democratic Republic of the Congo,-4.321944444,15.311944444
Kuala Lumpur,2016,27.18934426229508,0.9554435857455622,2074.3,238,0.0,0,43627.15428961749,34544.191666666666,3,Malaysia,3.147777777,101.695277777
Kuwait City,2016,27.129918032786883,9.203682987870033,48.3,15,0.0,0,43779.77926229509,39118.7893715847,4,Kuwait,29.375,47.98
La Paz,2016,9.948087431693988,1.7275793986489114,2857.1,328,11.27,4,43588.07366120219,35800.40243169399,3,Bolivia,-16.495833333,-68.133333333
Libreville,2016,26.42718579234973,0.8477237876697569,2368.4,273,0.0,0,43618.561448087436,31904.528278688522,3,Gabon,0.3901,9.4544
Lilongwe,2016,21.577185792349727,2.8681682385869,562.8,72,0.0,0,43590.21603825137,37254.749699453554,1,Malawi,-13.983333333,33.783333333
Lima,2016,19.94494535519126,2.3429305784926564,81.6,25,0.0,0,43592.398633879784,39367.9262568306,4,Peru,-12.06,-77.0375
Lisbon,2016,17.343169398907104,4.655496949327534,595.7,86,0.0,0,43886.316666666666,36018.6487704918,4,Portugal,38.708042,-9.139016
Ljubljana,2016,10.944672131147541,7.36082133420757,1019.9,132,68.25,16,44011.8493715847,28316.176557377046,2,Slovenia,46.051388888,14.506111111
Lobamba,2016,19.370218579234972,4.05073995692979,725.4,116,0.0,0,43588.99407103825,31545.16581967213,1,Eswatini,-26.44648,31.206411
Luanda,2016,26.588251366120218,1.7991280086298693,893.3,126,0.0,0,43597.22483606557,32656.835874316937,1,Angola,-8.838333333,13.234444444
Luxembourg,2016,9.509699453551914,6.749877333627142,785.2,131,17.43,5,44093.15978142076,25932.38696721312,2,Luxembourg,49.610555555,6.132777777
Majuro,2016,27.38674863387978,0.45471120105842067,2702.8,231,0.0,0,43641.42866120219,35880.2237704918,3,Marshall Islands,7.0918,171.3802
Malabo,2016,26.915573770491804,1.0193017076682085,4895.1,340,0.0,0,43629.29109289618,31486.992377049184,3,Equatorial Guinea,3.752063888,8.7737
Malé,2016,27.48784153005464,0.8257307180032113,1869.0,191,0.0,0,43630.74819672131,36388.67368852459,1,Maldives,4.175,73.508333333
Managua,2016,28.68688524590164,1.200350461586543,883.5,130,0.0,0,43663.44232240437,37284.05172131147,1,Nicaragua,12.156383333,-86.272986111
Manama,2016,26.089207650273224,6.33305091492322,34.0,6,0.0,0,43752.83740437159,39227.49696721312,4,Bahrain,26.225,50.5775
Manila,2016,27.497404371584697,1.4705557929385833,1685.0,177,0.0,0,43675.79316939891,34139.856448087434,1,Philippines,14.595833333,120.977222222
Maputo,2016,23.494535519125684,3.185067501505407,531.2,72,0.0,0,43588.50071038251,34792.55866120219,1,Mozambique,-25.915277777,32.576388888
Maseru,2016,15.850956284153005,5.970833714599555,736.1,93,5.25,1,43592.372786885244,37344.85434426229,4,Lesotho,-29.31,27.48
