capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2020,26.773907103825138,2.300814812692574,917.2,111,0.0,0,43649.47316939891,33125.381475409835,0,Nigeria,9.055555555,7.491388888
Accra,2020,26.928142076502734,1.4107465590004367,781.8,139,0.0,0,43635.79822404372,35950.99721311476,0,Ghana,5.55602,-0.1969
Addis Ababa,2020,15.535928961748633,1.3270267870581525,1426.9,172,0.0,0,43649.47316939891,35782.866092896176,4,Ethiopia,9.027222222,38.736944444
Algiers,2020,18.668169398907104,4.728365779113159,577.2,72,0.0,0,43860.92259562841,36215.463196721306,0,Algeria,36.776388888,3.058611111
Alofi,2020,25.483060109289614,1.1996745822206456,2146.4,186,0.0,0,43586.83303278689,34328.12333333334,4,Niue,-19.056,-169.921
Amman,2020,18.34535519125683,7.478341714912493,655.9,73,0.21000000000000002,0,43805.197322404376,38463.84915300547,0,Jordan,31.95,35.933333333
Amsterdam,2020,11.378961748633879,5.365099803860328,890.4,166,1.0499999999999998,0,44171.41707650273,27545.83357923497,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2020,11.539344262295081,6.440383814526821,678.6,105,191.1,37,43944.70467213115,34143.803142076504,3,Andorra,42.507222222,1.522222222
Antananarivo,2020,18.529781420765026,2.8787770341529044,1119.6,97,0.0,0,43586.898306010924,35851.23816939891,0,Madagascar,-18.91,47.525
Apia,2020,25.45122950819672,0.7026699506243611,4734.1,296,0.0,0,43590.373251366116,33849.9037704918,4,Samoa,-13.833333333,-171.833333333
Asmara,2020,16.954508196721314,2.1886225489052333,511.1,82,0.0,0,43679.9112568306,38285.16598360656,0,Eritrea,15.333333333,38.916666666
Astana,2020,4.7661202185792355,13.208019553380982,258.4,50,103.67,32,44135.37281420765,29584.664836065574,3,Kazakhstan,51.133333333,71.433333333
Asunción,2020,24.33497267759563,5.129696605017242,1100.6,91,0.0,0,43588.03636612022,35512.17409836066,0,Paraguay,-25.28,-57.634444444
Athens,2020,18.075683060109288,7.190650051440936,577.1,63,1.75,1,43876.63232240437,36237.00704918033,0,Greece,37.984166666,23.728055555
Avarua,2020,24.588251366120218,1.605380064994056,2007.2,185,0.0,0,43586.55412568306,33615.26401639345,4,Cook Islands,-21.207,-159.771
Baghdad,2020,25.324726775956286,10.078626336423714,141.3,22,0.77,0,43819.378907103826,36541.56601092896,2,Iraq,33.315277777,44.366111111
Baku,2020,15.554918032786887,8.108099476236749,284.1,58,6.79,3,43910.88155737705,31243.34636612022,1,Azerbaijan,40.366655555,49.835183333
Bamako,2020,28.620081967213117,2.9368069966766184,909.7,98,0.0,0,43665.816666666666,34694.60967213115,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,2020,26.93866120218579,0.786357031374412,3799.7,297,0.0,0,43633.236284153005,32020.943333333333,4,Brunei,4.916666666,114.916666666
Bangui,2020,27.36120218579235,1.6597896145259987,1111.5,167,0.0,0,43631.487131147536,34047.38043715847,4,Central African Republic,4.37325,18.562833333
