capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2019,26.3813698630137,2.0840566389529815,1280.9,169,0.0,0,43654.597726027394,31949.15701369863,0,Nigeria,9.055555555,7.491388888
Accra,2019,27.076986301369864,1.4182161494339052,919.5,167,0.0,0,43638.933260273974,35561.93980821918,0,Ghana,5.55602,-0.1969
Addis Ababa,2019,15.587945205479453,1.3364726812615877,1440.5,170,0.0,0,43654.597726027394,36332.01301369863,0,Ethiopia,9.027222222,38.736944444
Algiers,2019,18.3472602739726,5.213631820429443,727.1,94,0.0,0,43885.57975342466,35644.57032876712,2,Algeria,36.776388888,3.058611111
Alofi,2019,25.441917808219177,1.268504416533269,1880.2,171,0.0,0,43575.48030136986,33243.45624657534,4,Niue,-19.056,-169.921
Amman,2019,17.936438356164384,7.207837875554846,404.9,64,1.33,0,43825.641835616436,38321.03610958904,2,Jordan,31.95,35.933333333
Amsterdam,2019,10.958767123287672,5.650167007452347,927.3,151,6.02,3,44215.73780821918,28182.377643835614,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2019,10.813972602739726,7.051865106676657,666.3000000000001,79,258.58,43,43975.169315068495,34763.83438356165,3,Andorra,42.507222222,1.522222222
Antananarivo,2019,19.081917808219178,2.751044086279698,1341.4,147,0.0,0,43575.6806849315,36024.76495890411,0,Madagascar,-18.91,47.525
Apia,2019,25.666849315068493,0.6779977728421595,3014.2,272,0.0,0,43582.308547945206,34920.756575342464,4,Samoa,-13.833333333,-171.833333333
Asmara,2019,17.23876712328767,1.8115994884654973,642.0,124,0.0,0,43688.812000000005,38352.52802739726,0,Eritrea,15.333333333,38.916666666
Astana,2019,3.9924657534246575,13.29550053825344,243.6,54,87.5,22,44177.624767123285,28603.759506849317,1,Kazakhstan,51.133333333,71.433333333
Asunción,2019,24.03972602739726,5.044302076721444,1526.6,110,0.0,0,43572.50934246575,32775.143835616436,0,Paraguay,-25.28,-57.634444444
Athens,2019,18.1413698630137,7.2556789647281965,693.9,77,7.5600000000000005,1,43902.41904109589,35519.49912328767,2,Greece,37.984166666,23.728055555
Avarua,2019,24.495890410958904,1.5370773211696072,2150.6,187,0.0,0,43573.823479452054,33213.781205479456,4,Cook Islands,-21.207,-159.771
Baghdad,2019,24.87054794520548,10.36835857737575,231.8,33,0.0,0,43840.92942465754,36330.71169863013,2,Iraq,33.315277777,44.366111111
Baku,2019,15.868767123287672,8.14829735892509,342.9,62,1.6800000000000002,0,43939.06268493151,31031.475671232874,2,Azerbaijan,40.366655555,49.835183333
Bamako,2019,28.77849315068493,2.899456974184178,623.8,77,0.0,0,43673.05679452055,36352.34471232877,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,2019,27.05698630136986,0.8588096875805271,3158.8,287,0.0,0,43635.96821917808,33399.06736986301,4,Brunei,4.916666666,114.916666666
Bangui,2019,27.65068493150685,1.6673309993663976,1182.9,165,0.0,0,43633.93808219178,33881.96276712329,0,Central African Republic,4.37325,18.562833333
Basseterre,2019,26.35794520547945,1.1962819677817897,827.5,216,0.0,0,43701.086465753426,39243.943890410956,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,2019,13.612602739726029,11.378824321185823,485.8,51,6.51,3,43931.171068493146,31648.56802739726,1,People's Republic of China,39.90403,116.407526
Beirut,2019,20.97739726027397,5.031887611265784,956.8,98,0.0,0,43848.474575342465,37646.618164383566,0,Lebanon,33.886944444,35.513055555
Belgrade,2019,13.796712328767123,8.220471807867295,653.4,114,63.21,15,44019.76857534247,30175.536876712325,1,Serbia,44.817777777,20.456944444
