capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2007,26.902465753424657,2.3176892509127316,1214.5,143,0.0,0,43654.58221917808,33661.29150684932,0,Nigeria,9.055555555,7.491388888
Accra,2007,26.815479452054795,1.499564992871557,651.1,109,0.0,0,43638.92646575342,36220.56769863014,0,Ghana,5.55602,-0.1969
Addis Ababa,2007,15.671095890410959,1.4541646913506652,1726.6,161,0.0,0,43654.58221917808,37625.89389041096,0,Ethiopia,9.027222222,38.736944444
Algiers,2007,18.021780821917808,5.744151192200809,724.2,83,0.0,0,43885.48375342466,37288.16536986301,2,Algeria,36.776388888,3.058611111
Alofi,2007,25.429315068493153,0.9312143919988131,2364.8,190,0.0,0,43575.541260273974,34710.428,0,Niue,-19.056,-169.921
Amman,2007,17.74205479452055,7.24911645978589,116.2,29,0.07,0,43825.561863013696,39201.8162739726,2,Jordan,31.95,35.933333333
Amsterdam,2007,11.24027397260274,4.934691048982562,900.8,145,3.99,1,44215.58964383562,27379.667726027397,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2007,10.639452054794521,6.632038432101044,533.3,83,34.72,12,43975.05378082192,36179.68106849315,1,Andorra,42.507222222,1.522222222
Antananarivo,2007,18.286712328767123,2.8534599466293407,1285.0,100,0.0,0,43575.741643835616,33278.78863013699,0,Madagascar,-18.91,47.525
Apia,2007,26.44232876712329,0.6258697696312772,3360.4,316,0.0,0,43582.35391780822,35622.65953424657,4,Samoa,-13.833333333,-171.833333333
Asmara,2007,17.23849315068493,1.8732769894522294,1171.8,121,0.0,0,43688.779643835616,38171.698328767125,0,Eritrea,15.333333333,38.916666666
Astana,2007,4.681917808219178,12.94200829583607,198.8,55,72.31,26,44177.47942465753,29445.55832876712,3,Kazakhstan,51.133333333,71.433333333
Asunción,2007,23.349178082191784,5.9758786547437195,1368.2,107,0.0,0,43572.590986301366,33359.31079452055,0,Paraguay,-25.28,-57.634444444
Athens,2007,18.031232876712327,7.517881420869627,241.70000000000002,43,0.0,0,43902.31964383562,36975.85120547945,2,Greece,37.984166666,23.728055555
Avarua,2007,24.532328767123285,1.233705354857571,1643.0,149,0.0,0,43573.89098630137,34118.974356164385,0,Cook Islands,-21.207,-159.771
Baghdad,2007,25.329315068493152,10.374717171938322,95.5,19,0.0,0,43840.84534246576,38421.185068493156,2,Iraq,33.315277777,44.366111111
Baku,2007,15.611917808219179,8.213095221966814,268.6,59,15.4,6,43938.95523287671,33489.00676712329,1,Azerbaijan,40.366655555,49.835183333
Bamako,2007,28.22890410958904,3.273720520825204,648.6,90,0.0,0,43673.03194520548,37548.448657534245,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,2007,26.690958904109593,0.7591025723441159,3016.0,298,0.0,0,43635.96383561644,32600.54115068493,4,Brunei,4.916666666,114.916666666
Bangui,2007,27.32178082191781,1.7978920368044335,1109.2,179,0.0,0,43633.934575342464,35485.33783561644,0,Central African Republic,4.37325,18.562833333
Basseterre,2007,26.129315068493153,1.0186331727216764,759.7,146,0.0,0,43701.049013698634,39324.32356164383,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,2007,13.693835616438356,11.057246595812,421.8,42,11.97,3,43931.06476712329,33752.83632876712,1,People's Republic of China,39.90403,116.407526
Beirut,2007,18.867671232876713,6.1449028552456735,594.3,64,0.0,0,43848.388849315066,38540.872356164386,2,Lebanon,33.886944444,35.513055555
Belgrade,2007,13.26095890410959,8.559920689459975,666.9,106,30.66,8,44019.64495890411,31064.371315068493,1,Serbia,44.817777777,20.456944444
Belmopan,2007,25.640821917808218,2.091211170054342,1303.1,224,0.0,0,43700.596520547944,35398.86312328767,0,Belize,17.25,-88.7675
Berlin,2007,10.540958904109589,6.710310699391828,732.6,127,23.52,7,44222.6781369863,26079.946904109587,1,Germany,52.516666666,13.383333333
