capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2021,26.81287671232877,2.0155981575107065,761.6,99,0.0,0,43654.56630136986,34310.07575342466,1,Nigeria,9.055555555,7.491388888
Accra,2021,27.042876712328766,1.2268028664866821,834.1,162,0.0,0,43638.914438356165,36212.416739726024,3,Ghana,5.55602,-0.1969
Addis Ababa,2021,15.311095890410959,1.313886694610412,1387.6,142,0.0,0,43654.56630136986,36513.03857534246,1,Ethiopia,9.027222222,38.736944444
Algiers,2021,18.72205479452055,5.068783736599722,735.8000000000001,92,0.0,0,43885.42421917808,35481.862575342464,1,Algeria,36.776388888,3.058611111
Alofi,2021,25.405616438356162,1.14470950571588,1842.7,188,0.0,0,43575.557342465756,35344.23926027397,3,Niue,-19.056,-169.921
Amman,2021,18.98849315068493,6.751528453574866,246.6,48,6.93,1,43825.512027397264,38646.33783561644,4,Jordan,31.95,35.933333333
Amsterdam,2021,10.243150684931507,5.972853625406235,915.6,160,29.68,9,44215.478794520546,26674.680630136987,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2021,10.597123287671232,6.740818843420534,483.9,79,199.36,35,43974.97975342465,34762.418410958904,2,Andorra,42.507222222,1.522222222
Antananarivo,2021,18.590958904109588,3.0804060690928847,918.0,107,0.0,0,43575.756712328766,37310.594219178085,1,Madagascar,-18.91,47.525
Apia,2021,25.104520547945203,0.6165974542544828,2702.8,271,0.0,0,43582.3641369863,36202.68210958904,3,Samoa,-13.833333333,-171.833333333
Asmara,2021,16.7713698630137,2.14381509773233,425.5,98,0.0,0,43688.75542465754,38166.203972602736,1,Eritrea,15.333333333,38.916666666
Astana,2021,3.537945205479452,14.251630132218585,188.1,38,110.18,29,44177.37504109589,29052.02695890411,2,Kazakhstan,51.133333333,71.433333333
Asunción,2021,23.392191780821918,5.008165104144619,1360.4,99,0.0,0,43572.613917808216,33702.97684931507,1,Paraguay,-25.28,-57.634444444
Athens,2021,18.193013698630136,7.56473612566299,504.0,62,5.53,1,43902.25734246575,36059.98660273972,1,Greece,37.984166666,23.728055555
Avarua,2021,24.70657534246575,1.345101224976877,1963.3,187,0.0,0,43573.90950684932,35604.66041095891,3,Cook Islands,-21.207,-159.771
Baghdad,2021,26.085205479452057,9.727536832546114,60.5,10,0.0,0,43840.79287671233,37082.38912328767,4,Iraq,33.315277777,44.366111111
