capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2008,26.684426229508198,2.0815571288927868,1252.5,152,0.0,0,43649.52046448088,33429.66322404372,0,Nigeria,9.055555555,7.491388888
Accra,2008,26.784699453551916,1.3931725074274717,587.5,105,0.0,0,43635.82994535519,36150.64896174863,0,Ghana,5.55602,-0.1969
Addis Ababa,2008,15.860245901639345,1.631965852003783,1664.1,145,0.0,0,43649.52046448088,38089.90494535519,0,Ethiopia,9.027222222,38.736944444
Algiers,2008,17.953551912568305,5.937416850466356,670.3,88,0.0,0,43861.13396174863,37105.284426229504,0,Algeria,36.776388888,3.058611111
Alofi,2008,25.086612021857924,1.1437913389874739,2213.6,196,0.0,0,43586.74795081967,34033.43060109289,4,Niue,-19.056,-169.921
Amman,2008,17.85846994535519,7.365471786574179,118.9,29,6.3,2,43805.37213114754,38982.86158469945,2,Jordan,31.95,35.933333333
Amsterdam,2008,10.536612021857923,5.612546951667935,780.2,144,11.27,5,44171.80726775956,27054.708251366123,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2008,9.834699453551913,6.925194090933162,807.0,108,100.94,23,43944.96693989071,34664.462349726775,1,Andorra,42.507222222,1.522222222
Antananarivo,2008,18.07622950819672,2.6161475371665874,1187.5,108,0.0,0,43586.814016393444,34329.33786885246,0,Madagascar,-18.91,47.525
Apia,2008,26.018715846994535,0.7200348097523035,2718.6,298,0.0,0,43590.31418032787,37048.05117486339,4,Samoa,-13.833333333,-171.833333333
Asmara,2008,17.031967213114754,1.6304054320612074,896.8,120,0.0,0,43679.99008196721,38691.008633879785,0,Eritrea,15.333333333,38.916666666
Astana,2008,4.715983606557377,13.954007034452102,205.6,39,73.85,20,44135.7431147541,30890.98781420765,1,Kazakhstan,51.133333333,71.433333333
Asunción,2008,23.293852459016392,4.855362426841093,1165.0,94,0.0,0,43587.918715846994,33760.02718579235,0,Paraguay,-25.28,-57.634444444
Athens,2008,17.985245901639345,7.261601077816058,278.8,47,3.2199999999999998,2,43876.85300546448,36722.601721311476,2,Greece,37.984166666,23.728055555
Avarua,2008,24.381147540983605,1.3858234464560624,1619.6,167,0.0,0,43586.4581420765,34944.388825136615,4,Cook Islands,-21.207,-159.771
Baghdad,2008,25.349726775956285,10.509965912731968,78.7,13,2.17,1,43819.56368852459,38848.627732240435,2,Iraq,33.315277777,44.366111111
Baku,2008,15.389890710382513,8.28894421216638,211.2,52,16.52,6,43911.12303278688,34537.37816939891,1,Azerbaijan,40.366655555,49.835183333
Bamako,2008,27.677868852459017,3.0547675461212083,806.7,98,0.0,0,43665.881721311474,37205.09286885246,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,2008,26.475,0.6986557542979945,3257.9,316,0.0,0,43633.264207650274,31727.694043715845,4,Brunei,4.916666666,114.916666666
Bangui,2008,27.157650273224046,1.4421146756170387,1081.1,166,0.0,0,43631.51300546448,35650.313797814204,0,Central African Republic,4.37325,18.562833333
Basseterre,2008,25.696174863387977,1.2786118808855786,792.8,150,0.0,0,43691.05368852459,39081.10199453552,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,2008,12.851775956284152,11.06677693060896,505.8,59,0.98,0,43903.73581967213,33287.993387978146,1,People's Republic of China,39.90403,116.407526
Beirut,2008,19.17117486338798,6.1431258820095636,439.5,57,4.9,2,43826.576120218575,38774.57543715847,0,Lebanon,33.886944444,35.513055555
Belgrade,2008,13.28620218579235,8.494150738594637,521.6,98,20.3,8,43986.85964480875,32013.10418032787,1,Serbia,44.817777777,20.456944444
Belmopan,2008,25.31584699453552,2.3640881050218905,1375.1,194,0.0,0,43690.64420765027,34185.82857923497,4,Belize,17.25,-88.7675
Berlin,2008,10.381830601092895,6.946626593050777,550.8,110,20.86,9,44178.5193442623,26133.861010928966,1,Germany,52.516666666,13.383333333
Bishkek,2008,9.987295081967213,10.79265077474318,343.3,51,78.75,20,43950.97860655738,35861.09674863388,1,Kyrgyzstan,42.866666666,74.566666666
Bissau,2008,27.6629781420765,1.4280467106296293,1433.8,124,0.0,0,43662.16016393442,35717.17322404372,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,2008,14.318169398907104,0.8048341503574221,2514.6,250,0.0,0,43632.258879781424,32250.217896174865,4,Colombia,4.60971,-74.08175
Brasília,2008,21.914754098360657,2.07169133991043,1379.3,139,0.0,0,43588.52431693989,35181.27090163934,0,Brazil,-15.793888888,-47.882777777
Bratislava,2008,11.42172131147541,7.433023282027371,616.6,99,11.06,4,44057.08663934426,29871.19046448088,1,Slovakia,48.144722222,17.112777777
Brazzaville,2008,25.72691256830601,0.9223219822329387,973.6,153,0.0,0,43606.3874863388,33839.75087431694,0,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,2008,26.424726775956287,0.9338735397032071,979.3,157,0.0,0,43668.30762295082,38885.636775956285,0,Barbados,13.0975,-59.616666666
Bucharest,2008,12.77226775956284,9.250630636445495,400.9,67,28.98,7,43978.837240437155,32273.791284153005,1,Romania,44.413361111,26.097777777
Budapest,2008,12.025409836065574,7.942598637678063,556.2,98,26.39,9,44042.521338797815,30950.358469945353,1,Hungary,47.498333333,19.040833333
Buenos Aires,2008,17.991803278688526,5.645816831795114,584.0,73,0.0,0,43603.44726775956,34747.04199453552,0,Argentina,-34.599722222,-58.381944444
Cairo,2008,22.17295081967213,6.135723425460039,5.6,1,0.0,0,43786.53303278689,39364.49387978142,2,Egypt,30.044444444,31.235833333
Canberra,2008,12.721311475409836,5.491663363180421,626.8,78,0.49000000000000005,0,43605.46292349727,35175.044535519126,0,Australia,-35.293055555,149.126944444
Castries,2008,26.684699453551914,1.0371778317288853,836.1,176,0.0,0,43672.934398907106,39095.357786885244,0,Saint Lucia,14.016666666,-60.983333333
Cetinje,2008,11.241939890710382,7.205556973267726,2409.9,151,43.120000000000005,14,43942.593278688524,31717.574590163935,1,Montenegro,42.389444444,18.924722222
Chișinău,2008,11.346311475409836,8.61474882491741,559.6,80,31.29,8,44031.58530054645,28844.876256830605,1,Moldova,47.022777777,28.835277777
City of Brussels,2008,10.64931693989071,5.815159058410729,739.8,133,14.700000000000001,4,44127.710683060104,25640.01945355191,1,Belgium,50.846666666,4.351666666
Commune of Monaco,2008,14.768579234972679,5.7412634429280365,960.1999999999999,111,54.11,17,43967.15368852459,34983.27953551913,1,Monaco,43.730555555,7.425277777
Conakry,2008,26.6396174863388,1.0194889217159806,2561.2000000000003,170,0.0,0,43651.634480874316,33904.33967213115,4,Guinea,9.509166666,-13.712222222
Copenhagen,2008,9.433469945355192,5.877812353544286,602.3,126,27.02,10,44291.72161202186,27541.26213114754,1,Denmark,55.676111111,12.568888888
Dakar,2008,25.42349726775956,2.031864602527986,314.0,48,0.0,0,43676.23259562842,38424.86286885246,0,Senegal,14.672555555,-17.432
Dhaka,2008,25.48784153005464,3.8267939278983056,1916.4,175,0.0,0,43733.222978142076,32168.20322404372,4,Bangladesh,23.728888888,90.394444444
Djibouti City,2008,28.790437158469942,4.0140034093175165,120.7,36,0.0,0,43660.83366120218,39083.54549180328,2,Djibouti,11.595,43.148055555
Doha,2008,27.12568306010929,7.0645979399183405,33.9,6,0.0,0,43745.05467213115,39284.23786885246,2,Qatar,25.286205555,51.529436111
Dublin,2008,10.127459016393443,4.120535454261083,887.1,145,1.61,1,44204.109453551915,26339.696475409837,1,Ireland,53.349722222,-6.260277777
Freetown,2008,26.251912568306015,0.9676035376296359,2859.1,244,0.0,0,43647.15459016393,32946.28964480874,4,Sierra Leone,8.487222222,-13.235555555
Gaborone,2008,20.37090163934426,4.708019274194729,516.3,64,0.0,0,43587.50800546448,37330.291639344265,0,Botswana,-24.656944444,25.908611111
Georgetown,2008,26.051502732240436,1.0172103586235999,2294.1,278,0.0,0,43640.3656557377,35891.31909836066,4,Guyana,6.805833333,-58.150833333
Gibraltar,2008,17.306010928961747,4.7074297951846855,864.1,77,0.0,0,43853.15822404371,37434.833934426235,0,Gibraltar,36.14,-5.35
Gitega,2008,18.902459016393443,1.2978356977351728,639.8,133,0.0,0,43608.386393442626,36619.365628415304,0,Burundi,-3.428333333,29.925
Guatemala City,2008,18.89863387978142,1.2636209299587586,2054.4,171,0.0,0,43676.23259562842,35727.17989071038,4,Guatemala,14.641666666,-90.513333333
Havana,2008,26.20710382513661,2.5653067482230005,861.8,114,0.0,0,43729.09245901639,38315.95051912568,0,Cuba,23.136666666,-82.358888888
Helsinki,2008,7.016393442622951,6.584564066315169,638.9,123,123.69,39,44534.56918032787,24845.79316939891,3,Finland,60.170833333,24.9375
Honiara,2008,26.50601092896175,0.6411927583066538,2977.1,313,0.0,0,43596.1425136612,32516.378715846993,4,Solomon Islands,-9.433333,159.95
Islamabad,2008,20.6948087431694,7.383054484762009,1013.5,104,0.0,0,43824.21734972678,36636.62297814208,0,Pakistan,33.698888888,73.036944444
Jakarta,2008,26.605601092896173,0.8106415821333964,1830.2,225,0.0,0,43602.23587431694,35647.93270491803,4,Indonesia,-6.175277777,106.826944444
Jerusalem,2008,17.970628415300546,6.995588973307699,125.3,30,0.28,0,43803.92513661202,39140.596174863385,2,Israel,31.778888888,35.225555555
Kabul,2008,13.009016393442623,11.61487947984125,215.70000000000002,36,38.29,11,43833.785710382515,38543.319699453554,1,Afghanistan,34.532777777,69.165833333
