capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2002,26.736849315068493,1.9477352844318125,1376.3,151,0.0,0,43654.54810958904,33680.454410958904,0,Nigeria,9.055555555,7.491388888
Accra,2002,26.73904109589041,1.5195892703307285,554.4,116,0.0,0,43638.904027397264,36548.63747945205,0,Ghana,5.55602,-0.1969
Addis Ababa,2002,16.11808219178082,1.188111505402548,1810.8,158,0.0,0,43654.54810958904,38345.39745205479,0,Ethiopia,9.027222222,38.736944444
Algiers,2002,18.32972602739726,5.404168866118453,457.8,68,0.0,0,43885.33016438356,38070.44761643836,0,Algeria,36.776388888,3.058611111
Alofi,2002,25.346575342465755,1.4465696626677746,1388.4,180,0.0,0,43575.60731506849,36146.13635616438,4,Niue,-19.056,-169.921
Amman,2002,17.468082191780823,7.004264920827738,251.4,42,2.0300000000000002,1,43825.43367123287,38502.29452054795,2,Jordan,31.95,35.933333333
Amsterdam,2002,10.706712328767123,5.7115667426748065,914.6,152,1.6800000000000002,0,44215.32257534246,26334.00271232877,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2002,10.035205479452054,6.530408606266922,750.9,105,63.28,16,43974.865561643834,34728.203123287676,1,Andorra,42.507222222,1.522222222
Antananarivo,2002,18.028219178082193,2.9074479682520082,1119.3,108,0.0,0,43575.80638356164,34120.35526027397,0,Madagascar,-18.91,47.525
Apia,2002,26.564794520547945,0.7624157485232489,2707.0,289,0.0,0,43582.400164383565,36371.70736986301,4,Samoa,-13.833333333,-171.833333333
Asmara,2002,17.496849315068495,2.0121156903636304,812.3,100,0.0,0,43688.72194520548,38876.323506849316,0,Eritrea,15.333333333,38.916666666
Astana,2002,4.545205479452055,11.989357587294402,281.4,65,80.08,26,44177.22353424657,28763.7021369863,3,Kazakhstan,51.133333333,71.433333333
Asunción,2002,23.99739726027397,5.35674706200099,1562.2,123,0.0,0,43572.68098630137,32341.675342465755,0,Paraguay,-25.28,-57.634444444
Athens,2002,17.444383561643836,7.143178753861553,502.6,79,11.9,3,43902.15917808219,35458.28087671233,1,Greece,37.984166666,23.728055555
Avarua,2002,24.284109589041098,1.8247857285145066,1203.9,139,0.0,0,43573.965479452054,35295.42558904109,0,Cook Islands,-21.207,-159.771
Baghdad,2002,25.229315068493154,10.151615246452042,120.3,23,0.0,0,43840.710630136986,38180.17336986301,2,Iraq,33.315277777,44.366111111
Baku,2002,15.327671232876714,8.096945313394352,241.2,54,26.74,8,43938.78016438356,33059.57479452055,1,Azerbaijan,40.366655555,49.835183333
Bamako,2002,28.43013698630137,2.872237561128401,778.9,92,0.0,0,43672.98452054794,37676.85268493151,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,2002,27.62986301369863,0.9598527433286373,1236.8,208,0.0,0,43635.94380821918,37826.84917808219,4,Brunei,4.916666666,114.916666666
Bangui,2002,27.259452054794522,1.4343364763899156,1129.8,174,0.0,0,43633.916657534246,36483.4705479452,0,Central African Republic,4.37325,18.562833333
Basseterre,2002,26.08178082191781,1.0525040033670723,531.3,134,0.0,0,43700.98405479452,39914.1822739726,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,2002,13.21109589041096,10.882397390811875,425.2,50,9.45,5,43930.89312328767,33174.740109589045,1,People's Republic of China,39.90403,116.407526
Beirut,2002,19.25082191780822,6.18217811500705,733.2,64,0.0,0,43848.25082191781,38572.03224657534,0,Lebanon,33.886944444,35.513055555
Belgrade,2002,13.157671232876712,8.70858306571708,597.8,107,13.370000000000001,3,44019.44063013699,30602.671315068492,1,Serbia,44.817777777,20.456944444
Belmopan,2002,25.797671232876713,2.1574815653446606,985.1,221,0.0,0,43700.53156164383,35756.00084931507,4,Belize,17.25,-88.7675
Berlin,2002,9.82876712328767,7.69611503699447,750.6999999999999,129,34.02,10,44222.40873972602,24884.72602739726,1,Germany,52.516666666,13.383333333
Bishkek,2002,9.448356164383561,9.4233160115226,862.3,101,116.69,33,43981.26884931507,34663.179616438356,3,Kyrgyzstan,42.866666666,74.566666666
Bissau,2002,27.725342465753425,1.2556390192570153,913.1,115,0.0,0,43668.81019178082,36584.531205479456,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,2002,15.231780821917809,1.086785438433746,1616.8,181,0.0,0,43634.78112328767,32935.73312328767,4,Colombia,4.60971,-74.08175
Brasília,2002,22.474657534246575,1.8832752057325246,1285.5,129,0.0,0,43579.42775342466,36527.858602739725,0,Brazil,-15.793888888,-47.882777777
Bratislava,2002,11.005479452054795,8.39746970019232,680.7,106,18.13,7,44093.975041095895,28293.77424657534,1,Slovakia,48.144722222,17.112777777
Brazzaville,2002,25.47876712328767,0.8140388136476899,1081.0,188,0.0,0,43603.96536986301,33442.241616438354,4,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,2002,26.607260273972603,0.7439282804591839,827.1,150,0.0,0,43675.69994520548,39586.08704109589,0,Barbados,13.0975,-59.616666666
Bucharest,2002,11.959041095890411,9.607717131222236,738.4,98,30.8,10,44010.91202739726,31080.569315068497,1,Romania,44.413361111,26.097777777
Budapest,2002,11.677534246575343,8.735658699511214,627.1,106,17.08,3,44078.534383561644,29578.06893150685,1,Hungary,47.498333333,19.040833333
Buenos Aires,2002,17.23821917808219,5.301149145187418,1511.3,106,0.0,0,43580.98882191781,31556.699534246574,0,Argentina,-34.599722222,-58.381944444
Cairo,2002,21.892739726027397,6.101392216435083,16.5,4,0.0,0,43805.11087671233,39141.359616438356,2,Egypt,30.044444444,31.235833333
Canberra,2002,13.196986301369861,5.7803217915223435,443.6,56,0.0,0,43582.39043835616,36131.57356164383,0,Australia,-35.293055555,149.126944444
Castries,2002,26.961780821917806,0.8777380120303916,658.4,175,0.0,0,43680.868,39403.895260273974,0,Saint Lucia,14.016666666,-60.983333333
Cetinje,2002,11.054931506849316,6.587110941716606,2563.4,167,32.410000000000004,6,43972.336904109594,30363.990410958904,1,Montenegro,42.389444444,18.924722222
Chișinău,2002,10.881643835616439,9.740598737957404,492.2,86,39.55,13,44066.93463013699,29754.402438356166,1,Moldova,47.022777777,28.835277777
City of Brussels,2002,11.247945205479452,5.500023965708052,877.0,160,0.28,0,44168.7324109589,25176.732,1,Belgium,50.846666666,4.351666666
Commune of Monaco,2002,14.885753424657535,5.285058484141094,1061.7,106,17.29,6,43998.485123287675,34358.46375342466,1,Monaco,43.730555555,7.425277777
Conakry,2002,26.50328767123288,0.9006957853721425,2658.5,168,0.0,0,43656.943452054795,34734.29290410959,4,Guinea,9.509166666,-13.712222222
Copenhagen,2002,9.1713698630137,7.010197304654709,718.8,120,33.95,7,44341.718575342464,26230.33397260274,1,Denmark,55.676111111,12.568888888
Dakar,2002,25.164246575342467,2.5997917910125006,268.3,29,0.0,0,43684.54284931507,38140.23523287671,2,Senegal,14.672555555,-17.432
Dhaka,2002,25.233561643835618,3.38023357744479,2370.2,186,0.0,0,43747.26750684932,30889.86326027397,4,Bangladesh,23.728888888,90.394444444
Djibouti City,2002,29.087671232876712,3.632968513665587,222.1,46,0.0,0,43667.3201369863,38914.43473972603,2,Djibouti,11.595,43.148055555
Doha,2002,27.45657534246575,6.489012103137511,45.4,8,0.0,0,43760.157013698634,39449.68032876712,2,Qatar,25.286205555,51.529436111
Dublin,2002,10.637260273972602,3.5066472435736347,927.9,156,1.68,0,44249.412657534245,25412.574410958903,1,Ireland,53.349722222,-6.260277777
Freetown,2002,25.954931506849313,0.8697071050603802,2867.6,216,0.0,0,43651.86098630137,34645.63523287671,4,Sierra Leone,8.487222222,-13.235555555
Gaborone,2002,21.138904109589042,4.991721872987646,322.2,57,0.0,0,43572.70893150685,38358.02717808219,2,Botswana,-24.656944444,25.908611111
Georgetown,2002,26.06657534246575,0.8133285617696712,2301.7,281,0.0,0,43644.114356164384,36102.75975342466,4,Guyana,6.805833333,-58.150833333
Gibraltar,2002,17.48835616438356,4.023189311409025,665.6,72,0.0,0,43876.78265753425,37314.27871232877,0,Gibraltar,36.14,-5.35
Gitega,2002,19.15821917808219,1.2707998502995268,695.5,145,0.0,0,43606.436794520545,37007.91539726027,0,Burundi,-3.428333333,29.925
Guatemala City,2002,19.60027397260274,1.2713992168822696,1335.7,153,0.0,0,43684.54284931507,37014.35389041096,0,Guatemala,14.641666666,-90.513333333
Havana,2002,26.375068493150685,2.468008564160252,809.6,120,0.0,0,43742.75893150685,37698.32383561644,0,Cuba,23.136666666,-82.358888888
Helsinki,2002,5.48,9.605721595103482,329.2,65,130.2,36,44596.47021917808,28745.129479452055,3,Finland,60.170833333,24.9375
Honiara,2002,26.695616438356165,0.6595619306694239,2796.5,323,0.0,0,43590.77257534247,33331.43873972603,4,Solomon Islands,-9.433333,159.95
Islamabad,2002,21.065205479452054,7.71282525265495,784.0,81,0.0,0,43845.714493150685,37122.39698630137,0,Pakistan,33.698888888,73.036944444
Jakarta,2002,26.746575342465754,0.8995316534420507,1786.5,215,0.0,0,43598.7462739726,36927.76169863014,4,Indonesia,-6.175277777,106.826944444
Jerusalem,2002,17.604520547945203,6.736893062449395,276.8,45,0.28,0,43823.87391780822,38776.46465753425,2,Israel,31.778888888,35.225555555
Kabul,2002,13.634520547945206,9.602947841978416,215.1,36,29.12,7,43855.99589041096,38389.0282739726,1,Afghanistan,34.532777777,69.165833333
Kathmandu,2002,16.91315068493151,4.151157284921249,2974.5,204,0.0,0,43782.26369863014,33170.953972602736,4,Nepal,27.71,85.32
Kigali,2002,19.45671232876712,1.0999451220008742,821.2,157,0.0,0,43610.98904109589,36313.32632876712,0,Rwanda,-1.953611111,30.060555555
Kingston,2002,26.736164383561647,1.1405580258217702,1038.1,109,0.0,0,43705.10775342466,37980.06501369863,0,Jamaica,17.971388888,-76.793055555
Kingstown,2002,26.875342465753423,0.7661056116614574,860.1,149,0.0,0,43676.09126027398,39385.309095890414,0,Saint Vincent and the Grenadines,13.15527,-61.22742
Kinshasa,2002,25.67876712328767,0.8140388136476906,1081.0,188,0.0,0,43603.7637260274,33441.26917808219,4,Democratic Republic of the Congo,-4.321944444,15.311944444
Kuala Lumpur,2002,26.701506849315066,0.7642720288982553,2106.6,235,0.0,0,43628.87090410959,37358.375671232876,4,Malaysia,3.147777777,101.695277777
Kuwait City,2002,26.63041095890411,9.317341364647646,84.6,18,0.0,0,43797.96695890411,38548.81726027397,2,Kuwait,29.375,47.98
La Paz,2002,8.841643835616438,1.9963201130273553,3059.7,340,30.169999999999998,8,43578.490986301375,34863.69561643836,4,Bolivia,-16.495833333,-68.133333333
Libreville,2002,25.955205479452054,0.8235878850283729,2804.3,287,0.0,0,43618.73912328767,33319.91416438356,4,Gabon,0.3901,9.4544
