capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine
Bridgetown,2004,26.59959016393443,0.7105514711954771,1129.7,182,0.0,0,43668.22040983607,38901.35382513661
Bridgetown,2005,26.906164383561645,0.799121478712072,1409.0,197,0.0,0,43675.78421917808,38181.89408219178
Bridgetown,2006,26.721369863013695,0.82010002584195,1033.8,166,0.0,0,43675.738328767125,39460.819041095885
Bridgetown,2007,26.675616438356165,0.7396780304565116,913.7,150,0.0,0,43675.74904109589,39372.30663013698
Bridgetown,2008,26.424726775956287,0.9338735397032071,979.3,157,0.0,0,43668.30762295082,38885.636775956285
Bridgetown,2009,26.672328767123286,0.8918364811991332,835.6,143,0.0,0,43675.73038356164,39372.368356164385
Bridgetown,2010,27.19958904109589,0.7512945573924288,1305.7,170,0.0,0,43675.68230136986,38992.95002739726
Bridgetown,2011,26.62821917808219,0.8551385442435417,1429.3,204,0.0,0,43675.72539726027,38195.13556164384
Bridgetown,2012,26.643852459016394,0.8282406969864657,994.3,170,0.0,0,43668.17762295082,38832.850054644805
Bridgetown,2013,26.646027397260273,0.6685266310254072,938.8,177,0.0,0,43675.71353424658,39286.95189041096
Bridgetown,2014,26.500136986301367,0.7900523232614998,768.9,151,0.0,0,43675.6538630137,38951.52049315069
Bridgetown,2015,26.72780821917808,0.8808637846313827,643.4,134,0.0,0,43675.671424657536,39655.38471232877
Bridgetown,2016,26.99344262295082,0.803987088929049,941.7,162,0.0,0,43668.24510928962,38844.21278688525
Bridgetown,2017,27.20095890410959,0.8299545935937507,792.7,166,0.0,0,43675.682493150685,37831.85065753425
Bridgetown,2018,26.965479452054794,0.8205299163772329,672.7,156,0.0,0,43675.682712328766,38790.12983561644
Bridgetown,2019,27.380684931506853,0.9783316264632624,562.2,155,0.0,0,43675.77523287672,39044.04652054795
Bridgetown,2020,27.331284153005466,0.9042128135491885,698.6,154,0.0,0,43668.240273224044,38844.16696721311
Bridgetown,2021,27.260136986301372,0.8355551769396665,574.4,155,0.0,0,43675.72778082192,39179.46356164383
Bridgetown,2022,26.904383561643836,0.9015904541319101,852.9,186,0.0,0,43675.624136986306,37972.23106849315
Bridgetown,2023,27.526986301369863,1.2198356997674773,840.5,173,0.0,0,43675.61619178082,37816.25435616438
Bridgetown,2024,28.200000000000003,0.9301053114626092,977.0,205,0.0,0,43668.14950819672,38553.61724043716
Bucharest,1995,10.925890410958905,9.515588401424255,643.6,93,97.79,20,44011.69271232877,30000.971232876713
Bucharest,1996,10.453005464480874,10.015421901944155,578.4,94,87.78,20,43978.91909836066,28917.552267759565
Bucharest,1997,10.283835616438356,8.77504259877218,741.8,97,38.99,12,44011.652246575344,30477.291561643837
Bucharest,1998,11.188630136986301,10.101670016849146,519.0,73,63.91,12,44011.270109589044,30351.121589041097
Bucharest,1999,12.124794520547946,8.598907915196898,794.3,104,35.769999999999996,6,44011.07408219178,30677.066767123284
Bucharest,2000,12.145218579234971,9.502449450985287,411.2,74,33.46,6,43978.61144808743,32496.281420765026
Bucharest,2001,12.350273972602741,9.353093449099603,487.0,88,56.0,13,44010.95487671233,31634.996493150687
Bucharest,2002,11.959041095890411,9.607717131222236,738.4,98,30.8,10,44010.91202739726,31080.569315068497
Bucharest,2003,11.350273972602741,10.480369532088483,478.8,70,74.89999999999999,15,44011.206109589046,31039.62723287671
Bucharest,2004,11.626639344262296,8.81266488490744,677.8,95,32.55,11,43978.45426229508,31726.464153005465
Bucharest,2005,11.102054794520548,9.033291746490267,987.3,108,66.43,12,44011.27090410959,30269.479397260275
Bucharest,2006,11.971232876712328,9.15934683614777,512.0,83,45.99,10,44011.07394520548,32061.798109589043
Bucharest,2007,13.346438356164382,9.120515663116981,543.6,70,24.150000000000002,6,44011.11306849315,32687.951835616437
Bucharest,2008,12.77226775956284,9.250630636445495,400.9,67,28.98,7,43978.837240437155,32273.791284153005
Bucharest,2009,12.701643835616439,8.957522471578981,530.2,80,45.92,12,44011.04561643836,31576.51202739726
Bucharest,2010,11.76027397260274,10.193857767718217,597.0,105,98.21,23,44010.837342465755,29622.717589041094
Bucharest,2011,11.476986301369864,9.865407663406334,401.2,61,42.49,11,44011.01731506849,31675.848684931505
Bucharest,2012,12.180464480874317,11.524380091614274,515.5,72,99.96,18,43978.283633879786,32646.67142076503
Bucharest,2013,12.633835616438358,8.8775599357292,602.7,91,28.91,9,44010.9781369863,31747.995041095888
Bucharest,2014,11.9913698630137,8.8005596280391,759.8,105,91.49,15,44010.714712328765,28023.490684931505
Bucharest,2015,12.774794520547946,9.21913816703205,580.4,84,16.03,3,44010.78830136987,30564.703342465757
Bucharest,2016,12.211612021857922,9.514540875901345,659.0,98,28.63,7,43978.57898907104,30143.902267759564
Bucharest,2017,11.785205479452056,9.824903196904346,761.1,85,43.26,10,44010.84419178082,31094.25232876712
Bucharest,2018,12.488219178082192,9.758488041337545,558.9,86,128.31,29,44010.837890410956,29915.54115068493
Bucharest,2019,13.292328767123287,8.71340991914691,534.2,97,21.77,5,44011.235561643836,30485.35175342466
Bucharest,2020,13.437431693989073,8.586034724472183,593.0,85,38.5,6,43978.555300546446,31368.460382513662
Bucharest,2021,12.16027397260274,8.652132267936944,551.7,97,67.34,14,44011.0341369863,29835.392246575342
Bucharest,2022,13.291232876712328,8.849875355365722,374.0,64,18.06,9,44010.579479452055,32301.777726027394
Bucharest,2023,14.106986301369863,8.632631149481526,539.2,87,43.89,8,44010.54704109589,30898.935671232877
Bucharest,2024,14.402732240437157,9.289510547549847,552.6,74,18.34,4,43978.164207650276,30975.24032786885
Budapest,1995,10.723287671232876,8.66125594507741,527.2,101,66.08,20,44079.40750684932,28921.278493150687
Budapest,1996,9.293852459016394,9.406695905450759,661.4,98,75.11,21,44042.608961748636,27935.870027322402
Budapest,1997,10.225890410958904,8.533778686448104,460.0,91,23.310000000000002,7,44079.362821917806,30267.38517808219
Budapest,1998,10.69972602739726,8.515579609079992,712.8,106,24.29,5,44078.934794520545,29565.100520547945
Budapest,1999,10.7913698630137,8.686961354171517,742.5,102,91.98,20,44078.712383561644,28618.242273972603
Budapest,2000,11.984289617486338,8.587121954798176,473.4,85,18.83,8,44042.26494535519,31191.09639344262
Budapest,2001,10.699315068493151,9.097521448592579,628.4,103,42.35,12,44078.58183561644,28939.42712328767
Budapest,2002,11.677534246575343,8.735658699511214,627.1,106,17.08,3,44078.534383561644,29578.06893150685
Budapest,2003,10.965479452054796,10.168500710837728,366.7,65,47.67,11,44078.86276712329,32312.62838356164
Budapest,2004,10.582513661202185,8.403276120335889,595.1,100,44.52,14,44042.091448087434,29013.12147540984
Budapest,2005,10.299726027397261,8.875473980935963,676.5,95,67.83,18,44078.93928767123,29594.35301369863
Budapest,2006,11.300684931506849,8.877800181804137,472.4,83,38.57,9,44078.71676712329,29473.52980821918
Budapest,2007,12.48958904109589,8.368136097944735,551.8,97,11.83,5,44078.75898630137,30735.54054794521
Budapest,2008,12.025409836065574,7.942598637678063,556.2,98,26.39,9,44042.521338797815,30950.358469945353
Budapest,2009,11.86917808219178,8.832396311155907,565.7,103,39.55,11,44078.6853150685,29721.908109589043
Budapest,2010,10.313424657534247,9.033667829198249,884.7,116,87.57,28,44078.44980821918,28011.843424657534
Budapest,2011,11.518082191780822,8.796622362772311,383.3,80,12.32,3,44078.64939726027,31485.761424657536
Budapest,2012,12.119262295081967,9.816736714829071,421.6,80,36.68,12,44041.898387978144,31555.507950819672
Budapest,2013,11.618630136986301,8.559820739089863,573.9,100,75.32000000000001,23,44078.60646575342,28317.08076712329
Budapest,2014,12.542876712328766,7.226397062436382,814.0,132,6.86,2,44078.3084109589,28399.295479452056
Budapest,2015,12.27780821917808,8.417546144511903,525.5,90,21.84,8,44078.390301369865,28933.889260273972
Budapest,2016,11.538934426229508,8.154228701156029,737.4,106,10.22,4,44042.22863387978,30424.392213114756
Budapest,2017,11.709041095890411,9.003833915442796,638.4,93,26.32,7,44078.454301369864,30604.67339726027
Budapest,2018,12.768630136986301,9.26864075336957,594.7,99,68.18,19,44078.446356164386,29246.092136986303
Budapest,2019,12.776712328767124,8.104353235103073,684.6,109,31.919999999999998,8,44078.892054794516,29836.42394520548
Budapest,2020,12.309562841530056,7.994385277978066,692.3,112,5.88,1,44042.203770491804,28508.090846994535
Budapest,2021,11.429726027397262,8.498198738136493,479.7,88,23.1,7,44078.66967123288,31056.848383561643
Budapest,2022,12.682191780821919,8.598985572450216,563.9,86,10.57,5,44078.158328767124,30984.810575342464
Budapest,2023,12.8786301369863,8.206892592839754,882.6,122,49.21,9,44078.12326027398,29272.092356164387
Budapest,2024,13.439754098360655,8.528840528541064,587.5,88,20.16,6,44041.76693989071,31018.500710382512
Buenos Aires,1995,16.987945205479452,5.676963754465655,690.9,74,0.0,0,43580.430958904115,34618.14720547945
Buenos Aires,1996,17.612568306010928,5.758154952259064,1007.8,94,0.0,0,43603.37019125683,33906.476475409836
Buenos Aires,1997,17.74041095890411,5.197416263843,995.4,93,0.0,0,43580.45660273972,33015.21336986301
Buenos Aires,1998,16.960821917808218,4.306789220350728,1105.7,79,0.0,0,43580.724164383566,31015.42073972603
Buenos Aires,1999,16.98821917808219,5.254896811668095,1069.9,91,0.0,0,43580.863698630135,32994.377315068494
Buenos Aires,2000,17.125819672131147,5.696755506329869,1246.3,107,0.0,0,43603.5906557377,31663.515218579236
Buenos Aires,2001,17.594794520547946,5.463977969037188,1478.1,111,0.0,0,43580.95328767123,30743.607479452057
Buenos Aires,2002,17.23821917808219,5.301149145187418,1511.3,106,0.0,0,43580.98882191781,31556.699534246574
Buenos Aires,2003,17.00917808219178,5.311034996042547,1232.2,97,0.0,0,43580.78945205479,33357.36682191781
Buenos Aires,2004,17.516120218579236,5.329193285145452,879.6,84,0.0,0,43603.72005464481,33886.97920765028
Buenos Aires,2005,17.289863013698632,5.255352450291767,1023.8,87,0.0,0,43580.74989041096,33122.67589041096
Buenos Aires,2006,17.636849315068492,5.193859137310201,845.6,77,0.0,0,43580.88610958904,33870.44109589041
Buenos Aires,2007,16.774931506849317,6.174241538882381,1318.5,98,0.35,0,43580.85690410959,32523.558547945202
Buenos Aires,2008,17.991803278688526,5.645816831795114,584.0,73,0.0,0,43603.44726775956,34747.04199453552
Buenos Aires,2009,17.413561643835617,5.640065994534158,1164.9,84,0.0,0,43580.89545205479,34336.397150684934
Buenos Aires,2010,17.325479452054797,5.671024298697487,1012.3,82,0.0,0,43581.034712328765,33447.073178082195
Buenos Aires,2011,17.315890410958904,5.547533813914852,813.1,78,0.0,0,43580.902,34913.00506849315
Buenos Aires,2012,17.900273224043715,5.856420191498445,1353.9,97,0.0,0,43603.80852459016,32920.35330601093
Buenos Aires,2013,17.59780821917808,5.876717248809896,805.7,71,0.0,0,43580.91569863014,34942.26895890411
Buenos Aires,2014,17.604246575342465,5.170507796445101,1536.3,102,0.0,0,43581.09495890411,32008.077561643837
Buenos Aires,2015,18.083561643835615,5.205959014232195,697.7,80,0.0,0,43581.042794520545,33647.92424657534
Buenos Aires,2016,17.3353825136612,5.999500960170827,1073.5,92,0.0,0,43603.59016393442,31840.79532786885
Buenos Aires,2017,18.252054794520546,5.196042967919133,1034.7,104,0.14,0,43581.00394520548,32368.875835616436
Buenos Aires,2018,17.73301369863014,5.838087731885883,1141.5,106,0.0,0,43581.0101369863,32720.529726027395
Buenos Aires,2019,17.521095890410958,5.534568578053342,1187.0,97,0.0,0,43580.737643835615,32541.216657534245
Buenos Aires,2020,17.568715846994536,5.655713391153368,734.6,72,0.0,0,43603.62024590164,34965.47702185792
Buenos Aires,2021,17.66191780821918,5.641969070566227,1004.8,77,0.0,0,43580.8898630137,34115.439342465754
Buenos Aires,2022,17.31821917808219,5.8210968488127355,718.0,74,0.0,0,43581.21106849315,34658.45380821918
Buenos Aires,2023,18.287260273972603,5.9814372331722305,916.3,89,0.0,0,43581.23649315069,33027.98849315069
Buenos Aires,2024,17.872814207650272,6.166156415081413,1096.8,83,0.0,0,43603.905874316944,32701.519426229508
Cairo,1995,21.276438356164384,6.192405480222677,10.3,3,0.0,0,43805.56775342466,39455.36106849315
Cairo,1996,21.52035519125683,5.889640511350886,29.0,6,0.0,0,43786.58524590164,39078.602213114755
Cairo,1997,21.21767123287671,5.994876136469813,7.9,2,0.0,0,43805.542465753424,39385.74104109589
Cairo,1998,22.124931506849315,6.312309865113396,10.4,4,0.0,0,43805.3204109589,38997.5745479452
Cairo,1999,22.086438356164383,5.898630957260619,7.1,1,0.0,0,43805.20926027397,39542.109917808215
Cairo,2000,21.278142076502732,6.095863213646201,10.4,4,0.0,0,43786.40535519126,39158.575601092896
Cairo,2001,21.888904109589042,5.755460274517491,5.3,1,0.0,0,43805.135972602744,39336.07789041096
Cairo,2002,21.892739726027397,6.101392216435083,16.5,4,0.0,0,43805.11087671233,39141.359616438356
Cairo,2003,21.737397260273973,6.086379593714452,2.8,0,0.0,0,43805.28408219178,39476.82252054795
Cairo,2004,21.6724043715847,5.797929787398021,16.6,6,0.0,0,43786.31161202186,39161.38120218579
Cairo,2005,21.5286301369863,5.936908053793589,17.2,3,0.0,0,43805.3182739726,39273.212520547946
Cairo,2006,21.567671232876712,5.910090672717906,10.4,4,0.0,0,43805.20457534247,39325.565726027395
Cairo,2007,21.78876712328767,5.99975364540158,14.2,3,0.0,0,43805.22997260274,39387.712410958906
Cairo,2008,22.17295081967213,6.135723425460039,5.6,1,0.0,0,43786.53303278689,39364.49387978142
Cairo,2009,22.15287671232877,5.784010614591183,5.2,1,0.0,0,43805.1877260274,39456.499726027396
Cairo,2010,23.28698630136986,5.570841396028243,9.4,2,0.0,0,43805.06876712329,39610.23934246575
Cairo,2011,21.46054794520548,5.85112506566865,22.0,5,0.0,0,43805.17580821918,38986.07961643836
Cairo,2012,22.196448087431694,6.476617665915472,11.700000000000001,2,0.0,0,43786.213196721306,39003.126284153004
Cairo,2013,22.235616438356164,5.720083902573136,11.0,2,0.0,0,43805.15109589041,39494.59693150685
Cairo,2014,22.538219178082194,5.508069590262058,8.8,3,0.0,0,43805.000410958906,39159.0904109589
Cairo,2015,22.385342465753425,6.408069063836666,24.1,5,0.0,0,43805.04482191781,38939.1575890411
Cairo,2016,22.841256830601093,6.247268339340028,11.7,3,0.0,0,43786.38568306011,39155.166639344265
Cairo,2017,22.474657534246575,6.207680478979108,16.3,7,0.0,0,43805.07487671233,38720.501397260276
Cairo,2018,23.486712328767123,5.791264512697457,29.8,7,0.0,0,43805.07304109589,37848.81547945205
Cairo,2019,23.04068493150685,6.7053280292711595,48.8,9,0.0,0,43805.303890410956,38371.11608219178
Cairo,2020,23.429234972677598,6.55677568308808,72.3,9,0.0,0,43786.36983606557,38207.54726775957
Cairo,2021,23.745616438356162,6.375434263662238,25.2,7,0.0,0,43805.183479452055,38381.36476712329
Cairo,2022,22.777671232876713,6.660781048595545,58.6,12,0.0,0,43804.92136986302,38301.45112328767
Cairo,2023,23.791780821917808,6.259252567126661,23.6,5,0.0,0,43804.90153424658,37780.17610958904
Cairo,2024,24.23989071038251,6.65809685170268,14.8,3,0.0,0,43786.14043715847,38750.200983606555
