capital,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,2014,26.74041095890411,1.9979807377577479,1533.0,174,0.0,0,43654.51424657534,32988.04194520548,3,Nigeria,9.055555555,7.491388888
Accra,2014,26.660684931506847,1.4554919948809173,795.1,146,0.0,0,43638.8814520548,35388.364,1,Ghana,5.55602,-0.1969
Addis Ababa,2014,15.856438356164384,1.247026540187242,1802.7,160,0.0,0,43654.51424657534,37807.751589041094,1,Ethiopia,9.027222222,38.736944444
Algiers,2014,18.752328767123288,5.486857554710271,602.8,73,0.0,0,43885.18553424658,37533.70638356164,1,Algeria,36.776388888,3.058611111
Alofi,2014,25.146575342465752,1.4490838515182638,1392.0,158,0.0,0,43575.658,35410.23189041096,1,Niue,-19.056,-169.921
Amman,2014,18.034794520547944,6.19455364062362,117.10000000000001,20,0.0,0,43825.3146849315,39098.043808219176,4,Jordan,31.95,35.933333333
Amsterdam,2014,11.686164383561643,5.204588431579826,775.6,150,9.520000000000001,1,44215.03476712329,27896.31591780822,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,2014,10.543287671232877,6.474809822569808,794.7,110,47.04,13,43974.68361643836,35039.45402739726,2,Andorra,42.507222222,1.522222222
Antananarivo,2014,18.505479452054793,2.8069962833745996,1004.0,109,0.0,0,43575.85635616438,34141.31295890411,1,Madagascar,-18.91,47.525
Apia,2014,26.456301369863013,0.7612986065055849,2623.6,273,0.0,0,43582.434356164384,36259.44104109589,3,Samoa,-13.833333333,-171.833333333
Asmara,2014,17.23780821917808,1.674578220289016,1306.0,138,0.0,0,43688.668219178086,38273.51980821918,1,Eritrea,15.333333333,38.916666666
Astana,2014,2.9583561643835616,14.709397180790551,249.5,52,89.88,28,44176.95367123288,28979.316438356163,0,Kazakhstan,51.133333333,71.433333333
Asunción,2014,24.075753424657535,4.890948951106548,1769.9,120,0.0,0,43572.75232876712,33109.57356164383,1,Paraguay,-25.28,-57.634444444
Athens,2014,18.312191780821916,6.652785553620358,424.4,64,3.64,2,43902.00745205479,35839.67468493151,4,Greece,37.984166666,23.728055555
Avarua,2014,24.275479452054793,1.7435580341345995,1461.3,133,0.0,0,43574.022876712326,35268.8862739726,1,Cook Islands,-21.207,-159.771
Baghdad,2014,25.41890410958904,9.86575266864124,126.5,25,0.0,0,43840.584794520546,38475.479342465755,4,Iraq,33.315277777,44.366111111
Baku,2014,15.786164383561644,8.579722713528428,169.2,47,12.530000000000001,4,43938.61345205479,33547.77208219178,2,Azerbaijan,40.366655555,49.835183333
Bamako,2014,28.234931506849314,2.7164876741405157,739.4,104,0.0,0,43672.93939726028,38038.553753424654,1,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,2014,26.750547945205483,1.0497250953722506,2529.2,270,0.0,0,43635.92273972603,32508.591972602742,3,Brunei,4.916666666,114.916666666
Bangui,2014,27.41191780821918,1.3969459010172172,1059.7,176,0.0,0,43633.89734246575,36152.77594520548,1,Central African Republic,4.37325,18.562833333
Basseterre,2014,25.88931506849315,1.0149410321840255,761.0,128,0.0,0,43700.923616438355,39366.03975342466,1,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,2014,13.696712328767124,11.115299951313833,377.9,44,5.8100000000000005,2,43930.729671232875,32812.18230136986,2,People's Republic of China,39.90403,116.407526
Beirut,2014,19.303150684931506,5.244391006011563,431.5,53,0.0,0,43848.12150684931,38754.37090410959,4,Lebanon,33.886944444,35.513055555
Belgrade,2014,13.30972602739726,7.349751055925194,997.4,131,22.959999999999997,4,44019.23989041096,30505.336410958902,2,Serbia,44.817777777,20.456944444
Belmopan,2014,25.36397260273973,2.3583023437002884,1435.3,205,0.0,0,43700.471150684934,34268.89912328767,3,Belize,17.25,-88.7675
Berlin,2014,11.053835616438356,7.011993185567301,601.2,127,11.41,4,44222.11728767124,27643.821561643832,2,Germany,52.516666666,13.383333333
Bishkek,2014,8.522876712328767,10.943561692884412,355.0,57,114.1,32,43981.08350684932,35254.126657534245,0,Kyrgyzstan,42.866666666,74.566666666
Bissau,2014,27.37164383561644,1.156300245357502,1020.4,122,0.0,0,43668.768000000004,36332.375452054795,1,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,2014,15.269452054794522,1.0397219228972625,2090.5,208,0.0,0,43634.76098630137,32919.25268493151,3,Colombia,4.60971,-74.08175
Brasília,2014,22.175479452054795,1.8741760395401794,1390.5,138,0.0,0,43579.46830136986,36478.80761643835,1,Brazil,-15.793888888,-47.882777777
Bratislava,2014,12.063698630136987,7.106138328367505,801.5,114,9.31,4,44093.74254794521,28583.90923287671,2,Slovakia,48.144722222,17.112777777
Brazzaville,2014,25.73575342465753,1.017289975905356,1052.5,153,0.0,0,43603.97120547945,32477.544767123287,1,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,2014,26.500136986301367,0.7900523232614998,768.9,151,0.0,0,43675.6538630137,38951.52049315069,1,Barbados,13.0975,-59.616666666
Bucharest,2014,11.9913698630137,8.8005596280391,759.8,105,91.49,15,44010.714712328765,28023.490684931505,2,Romania,44.413361111,26.097777777
Budapest,2014,12.542876712328766,7.226397062436382,814.0,132,6.86,2,44078.3084109589,28399.295479452056,2,Hungary,47.498333333,19.040833333
Buenos Aires,2014,17.604246575342465,5.170507796445101,1536.3,102,0.0,0,43581.09495890411,32008.077561643837,1,Argentina,-34.599722222,-58.381944444
Cairo,2014,22.538219178082194,5.508069590262058,8.8,3,0.0,0,43805.000410958906,39159.0904109589,4,Egypt,30.044444444,31.235833333
Canberra,2014,13.69986301369863,5.97719394939262,690.0,77,0.84,0,43582.50010958904,34814.10410958904,1,Australia,-35.293055555,149.126944444
Castries,2014,26.9027397260274,0.8590217095370557,616.7,153,0.0,0,43680.81810958904,39421.74457534246,1,Saint Lucia,14.016666666,-60.983333333
Cetinje,2014,11.402328767123288,6.007949294624589,2873.8,182,73.92,10,43972.156356164385,30165.343561643836,2,Montenegro,42.389444444,18.924722222
Chișinău,2014,11.116301369863013,9.549756269090672,427.9,71,57.05,13,44066.713808219174,28510.772904109588,2,Moldova,47.022777777,28.835277777
City of Brussels,2014,11.874109589041096,5.226690229694891,806.8,149,10.570000000000002,1,44168.466493150685,27400.983890410957,2,Belgium,50.846666666,4.351666666
Commune of Monaco,2014,15.57876712328767,5.137925390855056,1217.5,131,25.06,8,43998.293150684935,34371.42479452055,2,Monaco,43.730555555,7.425277777
Conakry,2014,26.244794520547945,0.767828588051547,2441.9,179,0.0,0,43656.908328767124,33861.84567123288,3,Guinea,9.509166666,-13.712222222
Copenhagen,2014,10.202876712328768,6.255608358310211,679.3,124,31.43,11,44341.36761643836,25967.029589041096,2,Denmark,55.676111111,12.568888888
Dakar,2014,25.088630136986303,2.7307268258544135,137.7,25,0.0,0,43684.49128767123,38998.439589041096,4,Senegal,14.672555555,-17.432
Dhaka,2014,25.57780821917808,4.2049095607002736,1284.2,141,0.0,0,43747.18378082192,34192.17909589041,1,Bangladesh,23.728888888,90.394444444
Djibouti City,2014,29.18082191780822,3.7998339876347536,148.9,45,0.0,0,43667.27854794521,39065.681178082195,4,Djibouti,11.595,43.148055555
Doha,2014,27.43575342465753,6.825339809156911,42.599999999999994,10,0.0,0,43760.06753424658,39499.35676712329,4,Qatar,25.286205555,51.529436111
Dublin,2014,10.753698630136986,4.06835229588493,875.4,153,0.9099999999999999,0,44249.1086849315,27127.244767123288,2,Ireland,53.349722222,-6.260277777
Freetown,2014,25.87835616438356,0.7834640844987928,2932.0,222,0.0,0,43651.82882191781,33586.72794520548,3,Sierra Leone,8.487222222,-13.235555555
Gaborone,2014,20.586575342465753,4.772866941775749,527.1,79,0.0,0,43572.77783561644,36732.96353424658,1,Botswana,-24.656944444,25.908611111
Georgetown,2014,26.186849315068496,0.7998744350503121,2022.4,282,0.0,0,43644.08750684931,37293.445671232876,3,Guyana,6.805833333,-58.150833333
Gibraltar,2014,17.912739726027397,4.696858097682285,593.1,72,0.0,0,43876.64221917808,37823.39073972603,1,Gibraltar,36.14,-5.35
Gitega,2014,19.204520547945204,0.9820505026850068,752.3,147,0.0,0,43606.44030136986,36639.79273972603,1,Burundi,-3.428333333,29.925
Guatemala City,2014,19.52013698630137,1.3056928323277166,1652.9,166,0.0,0,43684.49128767123,36295.01276712329,1,Guatemala,14.641666666,-90.513333333
Havana,2014,26.518767123287674,2.5784631812260077,701.1,119,0.0,0,43742.677506849315,38215.51917808219,1,Cuba,23.136666666,-82.358888888
Helsinki,2014,6.920410958904109,8.30680252788293,531.4,98,98.14,31,44595.95849315068,25018.134602739727,0,Finland,60.170833333,24.9375
Honiara,2014,26.755753424657534,0.6383527862341566,3427.7,301,0.0,0,43590.79361643836,32219.847808219176,3,Solomon Islands,-9.433333,159.95
Islamabad,2014,19.875890410958903,7.6504000174839035,910.0,79,0.0,0,43845.58673972603,36266.95991780821,1,Pakistan,33.698888888,73.036944444
Jakarta,2014,26.719041095890415,0.9394076406648206,2118.5,249,0.0,0,43598.75810958904,35356.91501369863,3,Indonesia,-6.175277777,106.826944444
Jerusalem,2014,18.010684931506848,6.084147418028701,178.2,26,0.0,0,43823.75545205479,39083.58821917808,4,Israel,31.778888888,35.225555555
Kabul,2014,12.082191780821917,10.591854148532178,284.8,47,42.14,7,43855.86361643836,37698.24068493151,2,Afghanistan,34.532777777,69.165833333
Kathmandu,2014,17.03698630136986,4.43017118369537,2640.6,178,0.0,0,43782.16361643836,32442.03819178082,3,Nepal,27.71,85.32
Kigali,2014,19.19041095890411,0.8733798790139298,843.4,160,0.0,0,43610.988,36043.30926027398,1,Rwanda,-1.953611111,30.060555555
Kingston,2014,27.07849315068493,1.2990895704985952,512.2,98,0.0,0,43705.04542465753,39466.39534246575,1,Jamaica,17.971388888,-76.793055555
Kingstown,2014,26.827397260273973,0.8119827641847611,733.4,136,0.0,0,43676.04504109589,39254.83550684932,1,Saint Vincent and the Grenadines,13.15527,-61.22742
Kinshasa,2014,25.93575342465753,1.0172899759053557,1052.5,153,0.0,0,43603.76994520548,32476.49120547945,1,Democratic Republic of the Congo,-4.321944444,15.311944444
Kuala Lumpur,2014,26.627123287671232,1.0806254287106065,2811.7,243,0.0,0,43628.85490410959,33845.13906849315,3,Malaysia,3.147777777,101.695277777
Kuwait City,2014,26.826164383561643,9.214389074532281,127.19999999999999,18,0.0,0,43797.8601369863,38571.83698630137,4,Kuwait,29.375,47.98
La Paz,2014,9.121232876712329,1.6355619940188117,3398.1,325,16.03,3,43578.53323287672,34036.32465753425,3,Bolivia,-16.495833333,-68.133333333
Libreville,2014,25.838356164383562,0.8549918284080793,2882.6,269,0.0,0,43618.73120547945,29854.98432876712,3,Gabon,0.3901,9.4544
Lilongwe,2014,21.04904109589041,2.6630856495572828,699.2,73,0.0,0,43582.20547945205,36625.15747945206,1,Malawi,-13.983333333,33.783333333
Lima,2014,19.343287671232876,1.8021019890965722,83.6,19,0.0,0,43585.510273972606,38742.77854794521,4,Peru,-12.06,-77.0375
Lisbon,2014,17.084520547945207,4.132180743302304,776.6,101,0.0,0,43912.34567123288,34635.28169863014,1,Portugal,38.708042,-9.139016
Ljubljana,2014,11.521917808219179,6.505699035329016,1266.2,144,67.83,11,44046.069698630134,27490.93553424658,2,Slovenia,46.051388888,14.506111111
Lobamba,2014,18.643287671232876,3.3818626015893796,848.5,109,0.0,0,43572.88660273972,32958.21602739726,1,Eswatini,-26.44648,31.206411
Luanda,2014,26.366438356164384,2.0990260495683537,557.3,82,0.0,0,43592.21054794521,32671.560602739723,1,Angola,-8.838333333,13.234444444
Luxembourg,2014,10.490684931506848,5.6605775558545055,803.1,133,14.000000000000002,2,44132.27260273973,26442.372493150688,2,Luxembourg,49.610555555,6.132777777
Majuro,2014,27.146164383561644,0.4780185468635768,3572.4,286,0.0,0,43645.345863013696,34532.05857534247,3,Marshall Islands,7.0918,171.3802
Malabo,2014,26.512465753424657,0.9426418056115401,5039.7,361,0.0,0,43631.34616438356,31407.87810958904,3,Equatorial Guinea,3.752063888,8.7737
Malé,2014,27.176301369863015,0.6806136267565412,1529.1,190,0.0,0,43633.04008219179,37668.103397260275,1,Maldives,4.175,73.508333333
Managua,2014,28.54972602739726,1.2228984806448895,719.1,96,0.0,0,43670.271643835615,38130.722,1,Nicaragua,12.156383333,-86.272986111
Manama,2014,26.12684931506849,6.452919493606598,32.4,5,0.0,0,43768.660438356164,39364.13449315068,4,Bahrain,26.225,50.5775
Manila,2014,27.03849315068493,1.7150446692937,1633.4,158,0.0,0,43684.07928767123,34671.33052054795,1,Philippines,14.595833333,120.977222222
Maputo,2014,22.936027397260272,2.777365707639634,691.2,77,0.0,0,43572.79323287671,35757.6137260274,1,Mozambique,-25.915277777,32.576388888
Maseru,2014,15.036027397260273,5.413765457407513,709.4,82,0.21,0,43574.19764383562,37854.294575342465,1,Lesotho,-29.31,27.48
Mexico City,2014,16.045479452054796,1.9701934424855105,2010.1,182,0.0,0,43714.53920547945,37081.63339726027,1,Mexico,19.353773,-99.13589
Minsk,2014,7.267123287671233,9.911899065033792,550.2,91,41.51,14,44269.82008219178,26652.44821917808,2,Belarus,53.902246,27.561837
Monrovia,2014,26.0086301369863,0.9083409509403423,3376.7000000000003,315,0.0,0,43641.91657534247,33545.02260273973,3,Liberia,6.310555555,-10.804722222
Moroni,2014,26.98712328767123,1.2836134173060296,1143.8,153,0.0,0,43586.17356164384,38157.420328767126,1,Comoros,-11.703611111,43.253611111
Moscow,2014,6.086301369863014,11.00064452492997,287.4,59,85.4,28,44347.597643835616,26354.153424657536,0,Russia,55.750555555,37.6175
Muscat,2014,27.04027397260274,4.863318060963664,57.699999999999996,10,0.0,0,43746.048657534244,39226.14580821918,4,Oman,23.613888888,58.592222222
N'Djamena,2014,29.419726027397264,3.4887763419705267,390.5,58,0.0,0,43670.271643835615,38985.59410958904,4,Chad,12.11,15.05
Nairobi,2014,19.486575342465756,1.3230150165458163,537.0,114,0.0,0,43613.02660273973,36749.53863013699,1,Kenya,-1.286388888,36.817222222
Naypyidaw,2014,25.930958904109588,2.901976952324566,1086.0,152,0.0,0,43716.987205479454,34010.38660273972,1,Myanmar,19.7475,96.115
New Delhi,2014,24.611095890410958,7.270157192861216,493.6,70,0.0,0,43790.91435616439,37412.2478630137,4,India,28.613888888,77.208888888
Ngerulmud,2014,26.6813698630137,0.5563280197624259,3502.1,294,0.0,0,43647.25693150685,34223.55501369863,3,Palau,7.500556,134.624167
Niamey,2014,29.49232876712329,3.5383159838410907,282.7,33,0.0,0,43678.01649315068,39053.18071232877,4,Niger,13.515,2.1175
Nicosia,2014,20.490000000000002,6.5233142742688015,432.09999999999997,66,0.0,0,43863.82008219178,38789.96336986301,4,Cyprus,35.1725,33.365
Nouakchott,2014,26.524383561643834,4.008885387520892,10.2,3,0.0,0,43705.97350684932,39817.57564383562,4,Mauritania,18.08581,-15.9785
Nuuk,2014,-3.8487671232876712,10.237643576688523,305.7,53,241.92000000000002,63,45042.14293150685,25029.133534246575,0,Greenland,64.175,-51.733333333
Oranjestad,2014,26.983972602739726,0.8367482516324548,297.0,73,0.0,0,43672.55589041096,40051.61476712329,1,Aruba,12.518611111,-70.035833333
Oslo,2014,8.144383561643835,7.694967848025526,907.6,137,136.57,32,44580.608383561645,24989.64791780822,0,Norway,59.913333333,10.738888888
Ottawa,2014,6.598219178082192,11.990305876280809,876.4,98,125.65,33,44032.412219178084,27718.425753424657,0,Canada,45.424722222,-75.695
Ouagadougou,2014,29.03013698630137,2.675937492674239,451.7,73,0.0,0,43671.40975342466,38465.78194520548,1,Burkina Faso,12.368611111,-1.5275
Palikir,2014,24.409178082191783,0.5190115114030126,3437.1,292,0.0,0,43644.71498630137,34490.90852054794,3,Federated States of Micronesia,6.917777777,158.185
Panama City,2014,26.711369863013697,0.7923315764951215,1816.7,239,0.0,0,43654.17556164384,33089.15961643836,3,Panama,8.971111111,-79.534722222
Paris,2014,12.248630136986302,5.217203767468458,810.5,132,0.91,0,44111.63005479452,27449.21150684931,2,France,48.856666666,2.352222222
Philipsburg,2014,26.009315068493148,1.0001556592685115,767.5,126,0.0,0,43705.50882191781,39126.10087671233,1,Sint Maarten,18.024166666,-63.043333333
Phnom Penh,2014,28.35027397260274,1.825645281527487,1152.7,183,0.0,0,43667.27854794521,35971.069095890416,1,Cambodia,11.569583333,104.921027777
Port Louis,2014,25.30821917808219,1.8619456490941522,1153.8,185,0.0,0,43574.76038356165,38724.54320547945,1,Mauritius,-20.161944444,57.498888888
Port Moresby,2014,26.486164383561647,1.0585505201326186,1895.4,209,0.0,0,43590.79361643836,33595.96698630137,3,Papua New Guinea,-9.478888888,147.149444444
Port-au-Prince,2014,28.61068493150685,1.5788682905899891,643.3,123,0.0,0,43708.786602739725,39761.85101369863,1,Haiti,18.546944444,-72.340277777
Porto-Novo,2014,26.863150684931504,1.292892528352238,1552.5,221,0.0,0,43642.84202739726,33933.699452054796,3,Benin,6.483333333,2.616666666
Prague,2014,11.297945205479452,6.6985228728659285,509.6,109,15.54,6,44145.97473972603,27857.056410958903,2,Czech Republic,50.0875,14.421388888
Praia,2014,24.216027397260277,1.995247609001289,135.79999999999998,20,0.0,0,43686.14983561644,39081.04523287671,4,Cape Verde,14.917719444,-23.509155555
Prishtina,2014,11.952191780821918,7.11759317083638,901.9,140,60.2,11,43977.22926027397,30806.204164383562,2,Kosovo,42.666666666,21.166666666
Pyongyang,2014,11.747945205479452,10.59390841434335,503.5,62,11.76,6,43917.6441369863,32893.55989041096,2,North Korea,39.016666666,125.7475
Quito,2014,12.941780821917808,0.8407550610660128,2699.9,335,0.0,0,43616.54594520548,29801.389780821915,3,Ecuador,-0.22,-78.5125
Rabat,2014,18.960136986301368,4.480264259876425,453.3,52,0.0,0,43849.824273972605,37441.3977260274,4,Morocco,34.025277777,-6.836111111
Reykjavík,2014,5.108493150684931,5.457388295593557,1102.1,171,136.15,39,45042.14293150685,22050.50189041096,0,Iceland,64.1475,-21.935
Riga,2014,8.048082191780823,8.638631711698837,707.2,115,39.41,11,44404.1402739726,26275.178520547946,2,Latvia,56.9475,24.106944444
Riyadh,2014,25.8427397260274,8.179410505014639,35.9,8,0.0,0,43754.707534246576,39351.83663013698,4,Saudi Arabia,24.65,46.71
Rome,2014,16.10232876712329,5.699274708180645,1038.3,118,0.0,0,43963.45378082192,34967.326164383565,1,Italy,41.893055555,12.482777777
Roseau,2014,26.081369863013702,0.9678106524415612,623.5,126,0.0,0,43688.24619178082,39664.59216438356,1,Dominica,15.3,-61.383333333
San José,2014,21.243835616438357,0.8858760954108065,2400.5,209,0.0,0,43658.993534246576,30479.04501369863,3,Costa Rica,9.932738888,-84.079613888
San Marino,2014,12.221369863013699,5.712340438310309,1168.7,148,28.14,7,44001.01649315068,32423.6221369863,2,San Marino,43.932011111,12.44845
San Salvador,2014,24.53150684931507,1.0329764303142794,882.0,137,0.0,0,43678.81260273972,37428.273232876716,1,El Salvador,13.697597222,-89.191155555
Santiago,2014,16.525753424657534,5.155175282352759,412.3,46,0.07,0,43578.992630136985,37128.42468493151,4,Chile,-33.4375,-70.65
Santo Domingo,2014,25.541506849315066,1.2899800569555562,672.3,179,0.0,0,43708.314931506844,39077.73706849315,1,Dominican Republic,18.4625,-69.936111111
Sarajevo,2014,11.265068493150684,6.432016014363778,1068.4,154,129.01,19,43999.6525479452,28402.711260273973,2,Bosnia and Herzegovina,43.856388888,18.413055555
Singapore,2014,27.06753424657534,0.8161703334764314,2424.4,263,0.0,0,43621.986547945206,35139.22832876712,3,Singapore,1.3,103.8
Skopje,2014,14.151917808219178,7.557401883913824,625.8,106,23.939999999999998,5,43965.91726027398,31749.5,2,North Macedonia,41.996111111,21.431666666
Sofia,2014,11.442602739726027,7.598148094823601,952.1,128,96.74,19,43978.50942465753,30435.072904109587,2,Bulgaria,42.697886,23.321726
South Tarawa,2014,27.670136986301372,0.6618312364786111,2038.7,195,0.0,0,43621.986547945206,36714.171534246576,3,Kiribati,1.333333333,172.966666666
St. George's,2014,26.639041095890413,0.7677589128798736,921.5,162,0.0,0,43669.89493150685,38916.14652054795,1,Grenada,12.0525,-61.753055555
St. John's,2014,26.36917808219178,0.9972017902647907,756.4,143,0.0,0,43699.57,39452.99591780822,1,Antigua and Barbuda,17.121111111,-61.844722222
Suva,2014,24.523150684931508,1.6433949355054192,2126.6,242,0.0,0,43576.636301369865,34519.01449315069,3,Fiji,-18.133333333,178.433333333
Tallinn,2014,6.935205479452055,8.616997818264192,504.0,98,68.39,20,44546.509041095895,25743.372602739724,0,Estonia,59.437222222,24.745
Tbilisi,2014,13.262054794520546,9.127511991875139,375.4,76,15.89,4,43961.00742465754,32517.92106849315,2,Georgia,41.7225,44.7925
Tegucigalpa,2014,22.764520547945203,2.0277288228051726,905.5,126,0.0,0,43681.22232876712,37793.63690410959,1,Honduras,14.105783333,-87.204705555
Tehran,2014,15.587123287671233,11.11341253307744,137.6,33,11.27,3,43870.16180821918,38042.011890410955,4,Iran,35.688888888,51.389722222
Thimphu,2014,10.776849315068494,5.503112724749294,4783.0,311,16.17,5,43779.53254794521,26742.721890410958,2,Bhutan,27.47135,89.63367
Tirana,2014,15.653287671232876,5.599321989664553,973.0,117,0.0,0,43953.77282191781,34880.505178082196,1,Albania,41.328888888,19.817777777
Tokyo,2014,14.923150684931507,8.395971672215092,1347.7,118,59.22,4,43870.16180821918,30073.963643835617,2,Japan,35.689444444,139.691666666
Tripoli,2014,21.404657534246574,5.911883190926923,170.9,27,0.0,0,43835.670520547945,38568.5057260274,4,Libya,32.87519,13.18746
Tórshavn,2014,7.9391780821917814,2.9582115891382226,874.2,193,21.490000000000002,5,44760.09717808219,22287.341479452054,2,Faroe Islands,62.00981,-6.77135
Ulaanbaatar,2014,1.0973972602739726,12.747469585941277,208.5,41,68.18,14,44088.5302739726,34485.414,2,Mongolia,47.921357,106.905515
Vaduz,2014,11.04082191780822,5.56433199327524,1290.6,167,82.60000000000001,18,44069.99136986301,28547.88279452055,2,Liechtenstein,47.140555555,9.522222222
Valletta,2014,19.21972602739726,4.62023677280945,390.2,47,0.0,0,43872.921726027394,37910.38547945205,4,Malta,35.897777777,14.5125
Victoria,2014,26.298904109589042,0.8801216849619242,1992.8,190,0.0,0,43602.97019178082,37539.44835616439,3,Seychelles,-4.623611111,55.454444444
Vienna,2014,11.734520547945207,7.017529080710322,787.8,124,8.96,3,44095.49545205479,28489.563424657536,2,Austria,48.208333333,16.3725
Vientiane,2014,25.95095890410959,3.2958482726330978,1785.2,161,0.0,0,43705.04542465753,33135.06323287671,1,Laos,17.98,102.63
Vilnius,2014,7.951780821917809,9.355609080680443,591.1,108,54.18,15,44299.940904109586,25835.447150684933,2,Lithuania,54.687222222,25.28
