capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country
Abuja,Spring,2011,29.13913043478261,1.7411128512597307,141.2,25,0.0,0,44322.23010869565,35171.97934782609,3,Nigeria
Accra,Spring,2011,28.078260869565216,0.8673663670651075,139.1,27,0.0,0,44047.06782608695,37519.754782608696,3,Ghana
Addis Ababa,Spring,2011,17.530434782608694,1.173001141098606,478.7,35,0.0,0,44322.23010869565,38932.12989130435,3,Ethiopia
Algiers,Spring,2011,16.578260869565216,3.109267469185548,209.0,23,0.0,0,47076.16391304348,38288.03163043479,2,Algeria
Alofi,Spring,2011,26.011413043478264,0.6520510017161114,434.5,56,0.0,0,42095.26336956522,36855.45934782609,3,Niue
Amman,Spring,2011,15.694565217391306,4.662278227479053,39.8,10,0.0,0,46477.82326086957,41816.24934782609,2,Jordan
Amsterdam,Spring,2011,10.574456521739132,4.41689124530072,65.0,18,0.0,0,49841.40880434783,35847.390760869566,2,Kingdom of the Netherlands
Andorra la Vella,Spring,2011,10.45054347826087,4.509407106110329,177.3,34,13.02,3,47900.11532608696,40301.94847826087,0,Andorra
Antananarivo,Spring,2011,19.382608695652173,1.223767260036293,201.3,34,0.0,0,42113.07489130435,34875.95184782609,3,Madagascar
Apia,Spring,2011,26.493478260869566,0.4736587420472891,363.5,72,0.0,0,42529.728369565215,38867.05434782609,3,Samoa
Asmara,Spring,2011,17.825,1.4559559376257538,119.2,34,0.0,0,44848.184782608696,39651.356847826086,3,Eritrea
Astana,Spring,2011,4.753260869565217,9.998040479299167,23.5,7,12.81,3,49554.964347826084,38248.812826086956,0,Kazakhstan
Asunción,Spring,2011,23.417934782608693,3.3243819678592055,184.1,22,0.0,0,41551.15391304348,33769.04336956522,3,Paraguay
Athens,Spring,2011,14.139673913043477,4.179913625241177,135.4,20,0.0,0,47236.71423913044,37859.39141304348,2,Greece
Avarua,Spring,2011,25.23695652173913,0.787710187028331,434.8,44,0.0,0,41914.73543478261,35116.55054347826,3,Cook Islands
Baghdad,Spring,2011,24.132608695652173,6.020717139856792,37.8,9,0.0,0,46634.887282608695,41110.882826086956,1,Iraq
Baku,Spring,2011,12.077717391304349,4.839724382139837,87.4,22,0.14,0,47576.5547826087,36846.53304347826,2,Azerbaijan
Bamako,Spring,2011,31.859239130434784,1.3711695767199314,40.800000000000004,10,0.0,0,44616.309782608696,39204.03576086956,1,Mali
Bandar Seri Begawan,Spring,2011,26.716847826086955,0.6530266462897618,648.1,76,0.0,0,43991.590217391305,31401.13054347826,4,Brunei
Bangui,Spring,2011,28.657065217391303,1.0130625291696678,217.5,41,0.0,0,43952.869239130436,37965.439456521744,3,Central African Republic
Basseterre,Spring,2011,25.17336956521739,1.0542027633791802,186.7,33,0.0,0,45019.247826086954,39668.82119565217,3,Saint Kitts and Nevis
Beijing,Spring,2011,13.333695652173914,6.822575279527229,34.2,6,0.0,0,47504.395760869564,39233.22423913043,2,People's Republic of China
Beirut,Spring,2011,16.589673913043477,3.8092393319537172,160.3,24,0.0,0,46711.20271739131,41056.21510869565,2,Lebanon
Belgrade,Spring,2011,11.783152173913043,6.207949871170212,117.3,23,3.99,2,48286.292282608694,35281.171739130434,0,Serbia
Belmopan,Spring,2011,27.606521739130436,2.0428543028857766,93.9,29,0.0,0,45013.06489130435,41271.27141304348,3,Belize
Berlin,Spring,2011,10.341304347826087,5.574040146492145,80.7,21,0.0,0,49893.89934782609,36011.033369565215,2,Germany
Bishkek,Spring,2011,9.105978260869565,7.630915440565483,173.9,27,23.099999999999998,3,47956.46304347826,38666.885434782605,0,Kyrgyzstan
