capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2002,25.55824175824176,1.1363749316787943,437.4,49,0.0,0,42970.8778021978,32846.78076923077,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2002,28.853804347826088,1.0482647538988448,146.7,25,0.0,0,44326.66782608696,36987.61326086956,Abuja_in_Spring,4,Nigeria,9.055555555,7.491388888
Abuja,Summer,2002,24.903260869565216,0.9871093426141612,781.5,75,0.0,0,45164.755217391306,26102.995217391304,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2002,27.63888888888889,1.3186811972099837,10.7,2,0.0,0,42114.991777777774,38888.587,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2002,26.032967032967033,0.9481039494175192,107.6,32,0.0,0,43215.26098901099,37539.674835164835,Accra_in_Autumn,4,Ghana,5.55602,-0.1969
Accra,Spring,2002,28.233695652173914,0.6606735114805965,162.5,26,0.0,0,44049.81630434783,38550.935326086954,Accra_in_Spring,4,Ghana,5.55602,-0.1969
Accra,Summer,2002,24.958695652173912,0.6616499811556737,231.1,44,0.0,0,44570.98217391304,32158.045326086954,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2002,27.745,0.7227852650171045,53.2,14,0.0,0,42694.419555555556,37987.95611111111,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2002,15.231868131868131,1.0116959491510742,186.9,22,0.0,0,42970.8778021978,39165.173296703295,Addis Ababa_in_Autumn,4,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2002,17.294565217391302,1.0401145467808937,427.9,36,0.0,0,44326.66782608696,39213.84652173913,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2002,15.742934782608694,0.5917278444131211,1142.8,85,0.0,0,45164.755217391306,36446.38347826087,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2002,16.195,0.9428039104093425,53.2,15,0.0,0,42114.991777777774,38569.97933333334,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2002,20.037362637362637,3.580592699280953,170.6,19,0.0,0,40660.652417582416,34316.485714285714,Algiers_in_Autumn,2,Algeria,36.776388888,3.058611111
