capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2006,25.89010989010989,1.2249312856061214,398.4,55,0.0,0,42969.93923076923,34418.49285714286,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2006,29.352717391304346,1.9873966091075064,188.3,27,0.0,0,44327.77054347826,36109.05130434783,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,2006,24.97228260869565,1.125585662706235,742.3,78,0.0,0,45164.364347826086,27047.844130434783,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2006,28.60388888888889,1.4482501603112092,5.4,1,0.0,0,42115.32211111111,38879.27022222222,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2006,26.44835164835165,1.149672672001578,154.2,32,0.0,0,43214.68769230769,36096.595384615386,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2006,28.060326086956525,1.0638809847166468,179.3,34,0.0,0,44050.50119565217,37555.72347826087,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2006,25.40271739130435,0.7692355321161712,138.7,31,0.0,0,44570.73836956522,31606.178152173914,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2006,28.16111111111111,0.5642822714720243,49.1,13,0.0,0,42694.621222222224,37812.66677777778,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2006,15.026923076923078,0.7977505768759956,282.9,33,0.0,0,42969.93923076923,38498.64,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2006,16.61358695652174,0.690202361664881,430.5,49,0.0,0,44327.77054347826,39048.28880434782,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2006,15.317934782608695,0.6321766654656692,1030.9,90,0.0,0,45164.364347826086,33742.34880434782,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2006,16.10611111111111,1.1102643621263095,67.39999999999999,15,0.0,0,42115.32211111111,38538.410444444446,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2006,21.196703296703298,3.2687646511063395,59.9,11,0.0,0,40656.15252747253,35584.79802197802,Algiers_in_Autumn,4,Algeria,36.776388888,3.058611111
Algiers,Spring,2006,17.258695652173913,3.660463015626861,136.79999999999998,17,0.0,0,47102.375,38937.93326086956,Algiers_in_Spring,4,Algeria,36.776388888,3.058611111
Algiers,Summer,2006,25.426086956521736,2.496134134763013,4.0,2,0.0,0,51063.73554347826,44732.93826086957,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
