capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country
Abuja,Autumn,2014,25.678021978021977,1.1843706437318622,498.6,55,0.0,0,42968.486923076925,32827.74318681318,0,Nigeria
Accra,Autumn,2014,25.9010989010989,0.8427131455397184,198.8,34,0.0,0,43213.79912087912,36251.93417582417,0,Ghana
Addis Ababa,Autumn,2014,14.786813186813186,0.750993237313653,457.0,40,0.0,0,42968.486923076925,37898.908131868135,0,Ethiopia
Algiers,Autumn,2014,21.658241758241758,3.8841148264885215,121.6,14,0.0,0,40649.23131868132,33729.95516483516,2,Algeria
Alofi,Autumn,2014,24.732417582417582,0.7644305660778412,182.9,26,0.0,0,45043.78395604395,38941.41736263736,0,Niue
Amman,Autumn,2014,18.718131868131866,4.439597807631755,37.7,7,0.0,0,41135.9743956044,36862.39978021978,2,Jordan
Amsterdam,Autumn,2014,12.920879120879121,4.011920196489913,133.2,29,0.0,0,38476.1656043956,22507.69989010989,4,Kingdom of the Netherlands
Andorra la Vella,Autumn,2014,12.453846153846154,4.549989198822534,258.8,27,1.75,1,39990.066373626374,31252.20373626374,4,Andorra
Antananarivo,Autumn,2014,19.55934065934066,2.3398707477113216,148.1,22,0.0,0,45026.373406593404,38836.5789010989,2,Madagascar
Apia,Autumn,2014,26.656043956043955,0.5388689371078382,467.4,61,0.0,0,44622.71263736264,38017.66164835165,0,Samoa
Asmara,Autumn,2014,16.894505494505495,1.22323456798065,234.0,33,0.0,0,42507.602197802196,37928.36879120879,0,Eritrea
Astana,Autumn,2014,2.0027472527472527,9.800641596450495,81.0,13,29.889999999999997,9,38696.597252747255,18942.957032967035,1,Kazakhstan
Asunción,Autumn,2014,25.596153846153847,3.0716375542953074,406.5,30,0.0,0,45581.434395604396,36288.20659340659,0,Paraguay
Athens,Autumn,2014,18.946153846153845,4.767542056967852,86.6,12,0.0,0,40519.84923076923,32817.607582417586,2,Greece
Avarua,Autumn,2014,23.2489010989011,1.0985591073456669,194.7,18,0.0,0,45220.93769230769,38364.63351648352,2,Cook Islands
Baghdad,Autumn,2014,25.775824175824173,7.429069639064892,41.3,9,0.0,0,41007.46802197802,36693.835054945055,2,Iraq
Baku,Autumn,2014,16.353296703296703,6.15615230750598,75.9,18,0.7000000000000001,0,40247.52791208791,26256.946593406596,4,Azerbaijan
Bamako,Autumn,2014,27.434065934065934,1.3354333279434702,255.7,28,0.0,0,42709.53648351648,37114.85395604395,0,Mali
Bandar Seri Begawan,Autumn,2014,26.677472527472528,0.7268372787580655,743.5,79,0.0,0,43263.6221978022,32371.433846153846,0,Brunei
Bangui,Autumn,2014,26.38021978021978,0.6746966034563305,416.5,71,0.0,0,43298.47032967033,34723.52428571429,0,Central African Republic
Basseterre,Autumn,2014,26.67967032967033,0.6404416020727,353.0,52,0.0,0,42359.8389010989,37420.54934065934,0,Saint Kitts and Nevis
Beijing,Autumn,2014,12.925824175824175,6.669767456538334,132.7,10,0.0,0,40305.18120879121,28379.844285714287,4,People's Republic of China
Beirut,Autumn,2014,20.5978021978022,3.8048938668795143,194.5,23,0.0,0,40945.22450549451,36273.464065934066,2,Lebanon
Belgrade,Autumn,2014,13.87857142857143,5.173882825505766,213.7,30,0.14,0,39684.905384615384,25787.637252747256,4,Serbia
Belmopan,Autumn,2014,24.824725274725278,1.92055220106634,661.7,67,0.0,0,42365.16241758242,28673.12043956044,0,Belize
Berlin,Autumn,2014,12.231868131868131,4.885520081967372,101.6,23,0.0,0,38435.873406593404,20031.055054945056,4,Germany
Bishkek,Autumn,2014,8.289010989010988,8.057276911786715,145.5,22,28.07,10,39945.39879120879,29676.194505494506,1,Kyrgyzstan
Bissau,Autumn,2014,27.28516483516483,0.819230482610711,383.3,55,0.0,0,42765.81351648351,33445.6134065934,0,Guinea-Bissau
Bogotá,Autumn,2014,15.059340659340661,1.0379443382611862,588.4,63,0.0,0,43283.53758241758,33872.23626373626,0,Colombia
Brasília,Autumn,2014,24.017582417582418,1.9486515797450747,329.6,35,0.0,0,44776.68637362638,38545.01868131868,0,Brazil
Bratislava,Autumn,2014,12.604395604395604,4.731552765751596,265.1,29,0.0,0,39201.815604395604,20814.04208791209,4,Slovakia
Brazzaville,Autumn,2014,26.109340659340656,1.0367661283452498,430.2,42,0.0,0,43912.99648351649,33445.64351648352,0,Republic of the Congo
Bridgetown,Autumn,2014,27.02802197802198,0.5630871647153359,360.0,61,0.0,0,42673.58186813187,36443.67164835165,0,Barbados
