capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Autumn,2015,26.097252747252746,1.0267359997520416,370.8,53,0.0,0,42974.82307692308,33385.81340659341,0,Nigeria,9.055555555,7.491388888
Accra,Autumn,2015,26.286813186813188,0.9588429127754576,129.0,34,0.0,0,43217.67032967033,36828.05989010989,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2015,15.912087912087912,0.8784879895258373,206.5,24,0.0,0,42974.82307692308,38787.78527472528,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2015,19.964835164835165,4.291901252523915,165.9,22,0.0,0,40679.577032967034,34270.39868131868,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2015,23.643406593406596,1.1565323839249668,324.9,22,0.0,0,45029.72615384615,35292.46714285714,4,Niue,-19.056,-169.921
Amman,Autumn,2015,21.303296703296702,5.29927040155216,37.5,10,0.0,0,41161.181648351645,36442.31197802198,2,Jordan,31.95,35.933333333
Amsterdam,Autumn,2015,11.605494505494505,2.8982413302385295,211.3,39,0.0,0,38529.97681318681,20697.229230769233,3,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2015,11.336263736263735,4.229657629525547,232.6,25,0.28,0,40027.44406593407,31433.45340659341,3,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2015,18.84285714285714,2.2824398669037773,130.5,18,0.0,0,45012.4832967033,37557.00351648351,4,Madagascar,-18.91,47.525
Apia,Autumn,2015,26.31923076923077,0.8063900776081977,660.2,49,0.0,0,44612.7178021978,34834.75648351648,0,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2015,17.704945054945057,1.356323767989844,139.8,24,0.0,0,42518.60703296703,38321.902417582416,4,Eritrea,15.333333333,38.916666666
Astana,Autumn,2015,2.8252747252747255,9.241294322605505,42.9,14,25.55,9,38747.991758241755,20593.97296703297,1,Kazakhstan,51.133333333,71.433333333
Asunción,Autumn,2015,24.145054945054945,4.267122729174353,514.1,43,0.0,0,45562.23131868132,32555.348131868133,4,Paraguay,-25.28,-57.634444444
Athens,Autumn,2015,19.653846153846153,4.702471163413449,123.3,14,0.0,0,40551.56912087912,33303.652307692304,2,Greece,37.984166666,23.728055555
Avarua,Autumn,2015,22.595604395604393,1.5666604317544057,170.3,19,0.0,0,45205.17923076923,35440.08417582418,4,Cook Islands,-21.207,-159.771
Baghdad,Autumn,2015,27.138461538461538,8.195656291675615,117.2,12,0.0,0,41034.02714285714,35581.82,2,Iraq,33.315277777,44.366111111
Baku,Autumn,2015,17.667032967032966,5.8731650551953445,59.6,18,0.0,0,40282.14956043956,27428.96758241758,2,Azerbaijan,40.366655555,49.835183333
Bamako,Autumn,2015,26.856593406593404,0.8372311771285429,232.9,37,0.0,0,42718.48901098901,37200.192307692305,4,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Autumn,2015,27.06153846153846,0.5243025485281966,579.1,70,0.0,0,43266.994835164835,34154.88230769231,0,Brunei,4.916666666,114.916666666
Bangui,Autumn,2015,26.802747252747256,0.9729212208990514,454.2,54,0.0,0,43301.495274725276,35100.31846153846,0,Central African Republic,4.37325,18.562833333
Basseterre,Autumn,2015,27.06263736263736,0.7629836683337838,225.29999999999998,47,0.0,0,42372.35142857143,36961.924395604394,4,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Autumn,2015,12.369780219780221,8.154906086797896,118.3,19,25.2,5,40339.1878021978,26121.730109890108,1,People's Republic of China,39.90403,116.407526
Beirut,Autumn,2015,22.507692307692306,4.247999026188178,97.5,19,0.0,0,40972.44032967033,35853.6132967033,2,Lebanon,33.886944444,35.513055555
Belgrade,Autumn,2015,13.797802197802197,6.268004786603468,207.9,28,1.54,0,39725.564835164834,23795.771428571432,3,Serbia,44.817777777,20.456944444
Belmopan,Autumn,2015,26.515934065934065,1.6895245735097455,539.7,63,0.0,0,42377.62032967033,32364.693736263736,0,Belize,17.25,-88.7675
Berlin,Autumn,2015,10.47912087912088,4.664630900808921,198.7,35,2.45,1,38490.12747252747,21280.701208791208,3,Germany,52.516666666,13.383333333
Bishkek,Autumn,2015,9.43131868131868,5.785895918100462,144.3,22,15.120000000000001,4,39983.25637362638,29741.22813186813,1,Kyrgyzstan,42.866666666,74.566666666
Bissau,Autumn,2015,27.263736263736263,0.8631681287902263,640.9,64,0.0,0,42774.19494505495,30906.885714285716,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Autumn,2015,16.063736263736264,1.2858863336250443,455.3,46,0.0,0,43286.71230769231,33527.30087912088,4,Colombia,4.60971,-74.08175
Brasília,Autumn,2015,25.333516483516483,1.627661153397976,317.3,35,0.0,0,44765.20252747253,38802.39659340659,4,Brazil,-15.793888888,-47.882777777
Bratislava,Autumn,2015,11.85879120879121,5.426634896541898,183.8,27,0.07,0,39247.70120879121,23660.51736263736,3,Slovakia,48.144722222,17.112777777
Brazzaville,Autumn,2015,26.76098901098901,0.9250466113722252,263.3,38,0.0,0,43909.92879120879,33657.616593406594,4,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,Autumn,2015,27.609340659340656,0.6304280771345419,265.6,45,0.0,0,42682.89868131868,38137.13461538462,4,Barbados,13.0975,-59.616666666
Bucharest,Autumn,2015,13.582967032967032,5.95157411381514,235.7,21,0.0,0,39782.319010989006,24326.63340659341,3,Romania,44.413361111,26.097777777
Budapest,Autumn,2015,12.084615384615384,5.973439788428683,220.7,27,0.7,0,39344.17153846154,23632.153076923078,3,Hungary,47.498333333,19.040833333
Buenos Aires,Autumn,2015,16.00879120879121,3.545463403394646,175.3,22,0.0,0,46504.421318681314,34801.79879120879,4,Argentina,-34.599722222,-58.381944444
Cairo,Autumn,2015,25.07087912087912,4.163052205173942,13.4,3,0.0,0,41335.73032967033,36918.04274725275,2,Egypt,30.044444444,31.235833333
Canberra,Autumn,2015,14.376373626373626,4.127013587055556,167.9,21,0.0,0,46584.502857142856,38079.439230769225,4,Australia,-35.293055555,149.126944444
Castries,Autumn,2015,27.98076923076923,0.9265158519591701,224.0,53,0.0,0,42616.48582417583,37754.48,4,Saint Lucia,14.016666666,-60.983333333
Cetinje,Autumn,2015,13.430219780219781,4.789461110494347,579.9,33,3.08,1,40044.97373626373,28370.71956043956,3,Montenegro,42.389444444,18.924722222
Chișinău,Autumn,2015,12.247802197802198,7.000944031930072,187.7,25,2.31,1,39417.47956043956,23836.39010989011,3,Moldova,47.022777777,28.835277777
City of Brussels,Autumn,2015,11.70164835164835,3.4687369663374796,186.9,38,0.07,0,38797.46263736264,20275.235274725273,3,Belgium,50.846666666,4.351666666
Commune of Monaco,Autumn,2015,16.245054945054946,3.5359978549598767,216.4,21,0.14,0,39865.84406593406,31785.532967032967,3,Monaco,43.730555555,7.425277777
Conakry,Autumn,2015,26.470329670329672,0.7199528542426321,914.9,72,0.0,0,42939.9034065934,31819.58043956044,0,Guinea,9.509166666,-13.712222222
Copenhagen,Autumn,2015,10.426923076923076,3.7162952556747193,168.4,38,14.14,2,37850.497582417585,19189.336703296703,3,Denmark,55.676111111,12.568888888
Dakar,Autumn,2015,27.689560439560438,0.7856531777768841,163.6,18,0.0,0,42570.24857142857,35980.94725274725,4,Senegal,14.672555555,-17.432
Dhaka,Autumn,2015,26.256043956043957,2.323357665640577,393.90000000000003,38,0.0,0,41875.104505494506,32047.59318681319,4,Bangladesh,23.728888888,90.394444444
Djibouti City,Autumn,2015,29.55,2.5594053128716325,80.9,21,0.0,0,42794.388021978026,38099.02472527473,2,Djibouti,11.595,43.148055555
Doha,Autumn,2015,29.599999999999998,3.8864222335945118,16.9,4,0.0,0,41748.44637362637,37487.18483516484,2,Qatar,25.286205555,51.529436111
Dublin,Autumn,2015,11.296703296703297,2.228649344306523,177.6,30,0.0,0,38340.224725274726,22484.284945054944,3,Ireland,53.349722222,-6.260277777
Freetown,Autumn,2015,25.97582417582418,0.8138168862206842,1102.5,80,0.0,0,43014.64813186813,31885.22065934066,0,Sierra Leone,8.487222222,-13.235555555
Gaborone,Autumn,2015,24.68901098901099,3.905998251960993,110.10000000000001,10,0.0,0,45505.10054945055,40248.85626373626,2,Botswana,-24.656944444,25.908611111
Georgetown,Autumn,2015,27.671978021978024,0.7741019453107068,247.5,42,0.0,0,43133.67472527472,38857.24659340659,4,Guyana,6.805833333,-58.150833333
Gibraltar,Autumn,2015,19.10934065934066,2.7898418124003665,194.8,16,0.0,0,40745.70538461539,35077.24615384615,2,Gibraltar,36.14,-5.35
Gitega,Autumn,2015,19.886263736263736,1.4494264370215528,263.7,48,0.0,0,43849.975494505496,36317.04769230769,4,Burundi,-3.428333333,29.925
Guatemala City,Autumn,2015,19.587912087912088,0.6582949634109762,760.3,72,0.0,0,42570.24857142857,32399.657472527473,0,Guatemala,14.641666666,-90.513333333
Havana,Autumn,2015,27.742307692307694,1.3658315146809785,198.0,32,0.0,0,41920.452637362636,34885.796593406594,4,Cuba,23.136666666,-82.358888888
Helsinki,Autumn,2015,7.9945054945054945,4.6329643171363175,138.2,29,2.87,1,36671.8345054945,19219.708241758242,3,Finland,60.170833333,24.9375
Honiara,Autumn,2015,26.593956043956045,0.6858018488048705,433.5,64,0.0,0,44285.85989010989,36310.315274725275,0,Solomon Islands,-9.433333,159.95
Islamabad,Autumn,2015,20.513736263736263,4.769801218395129,215.4,14,0.0,0,40993.06989010989,34410.89263736264,2,Pakistan,33.698888888,73.036944444
Jakarta,Autumn,2015,28.130769230769232,0.6016998712337711,202.6,28,0.0,0,44045.715604395606,39760.69197802198,4,Indonesia,-6.175277777,106.826944444
Jerusalem,Autumn,2015,20.936263736263736,5.117806962698782,66.5,15,0.0,0,41174.34956043956,36324.06538461539,2,Israel,31.778888888,35.225555555
Kabul,Autumn,2015,13.663186813186812,6.346406836264104,70.0,12,0.0,0,40909.929450549454,35098.191208791206,2,Afghanistan,34.532777777,69.165833333
Kathmandu,Autumn,2015,17.865384615384617,2.584824218262479,319.8,36,0.0,0,41540.39043956044,33440.91043956044,4,Nepal,27.71,85.32
Kigali,Autumn,2015,19.46868131868132,0.9612679228685491,381.7,58,0.0,0,43745.52978021978,36030.81131868132,0,Rwanda,-1.953611111,30.060555555
Kingston,Autumn,2015,27.91813186813187,1.1114934018776672,236.29999999999998,41,0.0,0,42324.76835164835,37702.93,4,Jamaica,17.971388888,-76.793055555
Kingstown,Autumn,2015,27.958791208791208,0.7182770050070216,275.8,49,0.0,0,42677.8045054945,38137.2878021978,4,Saint Vincent and the Grenadines,13.15527,-61.22742
Kinshasa,Autumn,2015,26.96098901098901,0.9250466113722247,263.3,38,0.0,0,43914.935824175824,33655.52703296703,4,Democratic Republic of the Congo,-4.321944444,15.311944444
Kuala Lumpur,Autumn,2015,26.616483516483516,0.6380549847890563,985.3,73,0.0,0,43390.15021978022,33911.88505494506,0,Malaysia,3.147777777,101.695277777
Kuwait City,Autumn,2015,28.654945054945053,6.726667719462489,45.1,4,0.0,0,41398.69901098901,36946.45131868132,2,Kuwait,29.375,47.98
La Paz,Autumn,2015,9.85934065934066,1.3856589304553508,840.5,83,1.54,0,44820.53,38072.736483516484,0,Bolivia,-16.495833333,-68.133333333
Libreville,Autumn,2015,26.06648351648352,0.5131089847983855,857.0,73,0.0,0,43582.305824175826,30588.713626373625,0,Gabon,0.3901,9.4544
Lilongwe,Autumn,2015,24.15934065934066,2.2098128639712655,25.6,7,0.0,0,44623.49703296703,40539.25098901099,2,Malawi,-13.983333333,33.783333333
Lima,Autumn,2015,18.98076923076923,0.7711019975322899,5.8,1,0.0,0,44479.29802197802,41328.21912087912,2,Peru,-12.06,-77.0375
Lisbon,Autumn,2015,18.54175824175824,2.4945080091212755,142.3,17,0.0,0,40474.26483516484,33101.45285714286,2,Portugal,38.708042,-9.139016
Ljubljana,Autumn,2015,11.035164835164835,5.11116150370656,307.59999999999997,27,16.94,2,39549.84439560439,23829.28857142857,3,Slovenia,46.051388888,14.506111111
Lobamba,Autumn,2015,20.225274725274726,3.536455960000171,130.3,24,0.0,0,45672.06428571429,33321.63043956044,4,Eswatini,-26.44648,31.206411
Luanda,Autumn,2015,25.492307692307694,1.044985993444756,186.2,21,0.0,0,44239.44043956044,24317.716593406592,4,Angola,-8.838333333,13.234444444
Luxembourg,Autumn,2015,9.99835164835165,3.823657720541727,214.20000000000002,28,3.5,1,39012.17274725275,18414.564945054943,3,Luxembourg,49.610555555,6.132777777
Majuro,Autumn,2015,27.287912087912087,0.3262872506908152,686.4,77,0.0,0,43113.87681318681,35078.36593406593,0,Marshall Islands,7.0918,171.3802
Malabo,Autumn,2015,26.22857142857143,0.6273463892169059,1451.5,91,0.0,0,43345.830439560435,29436.303736263737,0,Equatorial Guinea,3.752063888,8.7737
Malé,Autumn,2015,27.0543956043956,0.45028684386537593,760.1,78,0.0,0,43316.27593406593,34369.32923076923,0,Maldives,4.175,73.508333333
Managua,Autumn,2015,28.467032967032967,1.0331241664705841,323.1,47,0.0,0,42753.96912087912,35141.18043956044,4,Nicaragua,12.156383333,-86.272986111
Manama,Autumn,2015,29.032967032967033,3.8738741717950984,34.1,3,0.0,0,41666.24516483516,37373.22868131868,2,Bahrain,26.225,50.5775
Manila,Autumn,2015,27.47857142857143,0.5459010317886728,411.5,40,0.0,0,42575.39725274725,36368.80472527473,4,Philippines,14.595833333,120.977222222
Maputo,Autumn,2015,23.696153846153845,2.6141201065796364,116.5,16,0.0,0,45620.05659340659,35471.5121978022,4,Mozambique,-25.915277777,32.576388888
Maseru,Autumn,2015,18.71923076923077,3.856515188834268,63.6,15,0.0,0,45941.406153846154,40656.10461538462,2,Lesotho,-29.31,27.48
Mexico City,Autumn,2015,16.223626373626374,1.130028039458919,693.0,72,0.0,0,42217.913406593405,34756.42747252747,0,Mexico,19.353773,-99.13589
Minsk,Autumn,2015,7.491758241758242,6.1936269383951945,194.5,26,5.18,2,38227.26747252747,18475.286043956043,3,Belarus,53.902246,27.561837
Monrovia,Autumn,2015,25.865384615384617,0.755854641658194,1128.7,84,0.0,0,43168.28659340659,32722.882307692307,0,Liberia,6.310555555,-10.804722222
Moroni,Autumn,2015,26.924725274725276,0.9467597849265087,124.3,27,0.0,0,44452.89274725275,41380.50131868132,4,Comoros,-11.703611111,43.253611111
Moscow,Autumn,2015,5.693956043956043,6.769264013682381,91.3,18,18.27,7,37818.65758241758,17431.38296703297,1,Russia,55.750555555,37.6175
Muscat,Autumn,2015,28.796153846153842,2.61590467428713,11.4,4,0.0,0,41886.475494505496,38274.87307692308,2,Oman,23.613888888,58.592222222
N'Djamena,Autumn,2015,29.380769230769232,1.862133919739056,101.0,13,0.0,0,42753.96912087912,38394.78384615385,2,Chad,12.11,15.05
Nairobi,Autumn,2015,19.93021978021978,0.9507271813628625,142.4,31,0.0,0,43700.922197802196,38520.94956043956,4,Kenya,-1.286388888,36.817222222
Naypyidaw,Autumn,2015,25.767582417582418,1.1208472397247216,281.7,47,0.0,0,42190.94395604396,33178.01791208791,4,Myanmar,19.7475,96.115
New Delhi,Autumn,2015,25.488461538461536,3.4929299776920564,61.300000000000004,7,0.0,0,41460.824835164836,37356.76362637362,2,India,28.613888888,77.208888888
Ngerulmud,Autumn,2015,26.91923076923077,0.5733802902655067,609.5,67,0.0,0,43084.15307692308,37292.08076923077,0,Palau,7.500556,134.624167
Niamey,Autumn,2015,29.482967032967032,2.2331868083801942,75.0,10,0.0,0,42652.29879120879,38567.508131868126,2,Niger,13.515,2.1175
Nicosia,Autumn,2015,23.185164835164834,4.531767465505741,46.9,13,0.0,0,40846.45582417582,35878.37208791209,2,Cyprus,35.1725,33.365
Nouakchott,Autumn,2015,29.44945054945055,2.601585996031978,8.2,2,0.0,0,42314.15351648352,37445.68461538461,2,Mauritania,18.08581,-15.9785
Nuuk,Autumn,2015,-4.730769230769231,8.884264395331437,124.39999999999999,12,83.16,17,35208.923736263736,16722.974175824176,1,Greenland,64.175,-51.733333333
