capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2003,25.83681318681319,1.064890061222681,359.4,53,0.0,0,42977.243296703295,34503.67076923077,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2003,29.42228260869565,1.3162418222497188,126.1,21,0.0,0,44320.48434782609,37688.00945652174,Abuja_in_Spring,1,Nigeria,9.055555555,7.491388888
Abuja,Summer,2003,24.73804347826087,0.9805069771066401,672.2,81,0.0,0,45167.81815217391,28796.539565217394,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2003,28.168888888888887,1.427431451703849,7.5,3,0.0,0,42111.94233333333,38741.086,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2003,26.455494505494503,0.8454929709100851,152.6,37,0.0,0,43219.15186813186,37464.77362637362,Accra_in_Autumn,1,Ghana,5.55602,-0.1969
Accra,Spring,2003,28.13804347826087,0.8236000297947269,193.4,34,0.0,0,44045.986086956524,37656.42532608695,Accra_in_Spring,1,Ghana,5.55602,-0.1969
Accra,Summer,2003,25.09619565217391,0.6041174516313053,172.1,28,0.0,0,44572.89467391304,35703.95554347826,Accra_in_Summer,1,Ghana,5.55602,-0.1969
Accra,Winter,2003,28.22277777777778,0.49430243159693915,53.7,15,0.0,0,42692.573444444446,37249.10566666666,Accra_in_Winter,1,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2003,14.857142857142858,0.7294812246678165,260.1,28,0.0,0,42977.243296703295,39167.18560439561,Addis Ababa_in_Autumn,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2003,17.190760869565217,0.9278928434907949,290.1,27,0.0,0,44320.48434782609,39562.11760869565,Addis Ababa_in_Spring,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2003,15.593478260869563,1.0239499416664382,1162.5,86,0.0,0,45167.81815217391,34275.18869565217,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2003,15.623333333333333,1.5149109070106301,41.9,10,0.0,0,42111.94233333333,38708.64644444444,Addis Ababa_in_Winter,1,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2003,20.254395604395604,3.7994856987612913,163.7,24,0.0,0,40691.15131868132,33061.18263736264,Algiers_in_Autumn,1,Algeria,36.776388888,3.058611111
Algiers,Spring,2003,15.729891304347827,2.675120001237786,187.2,22,0.0,0,47067.90847826087,39362.68836956522,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2003,26.946195652173916,2.524378214113918,0.6,0,0.0,0,51080.12804347826,45700.493043478265,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2003,11.42,2.245992686111737,437.6,47,0.0,0,36507.924333333336,28258.34155555556,Algiers_in_Winter,3,Algeria,36.776388888,3.058611111
Alofi,Autumn,2003,24.44010989010989,0.8698729083486114,213.0,31,0.0,0,45024.36846153846,37444.668461538466,Alofi_in_Autumn,1,Niue,-19.056,-169.921
Alofi,Spring,2003,26.28478260869565,0.8020488574919287,486.2,44,0.0,0,42099.00054347826,35069.24206521739,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2003,23.566304347826087,1.0830134164453686,257.5,27,0.0,0,40301.72771739131,33278.252173913046,Alofi_in_Summer,1,Niue,-19.056,-169.921
Alofi,Winter,2003,26.62722222222222,0.8000056569712608,863.5,47,0.0,0,46966.39722222222,36387.33233333333,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2003,19.588461538461537,4.385532255313282,20.2,5,0.0,0,41170.79923076923,37019.8343956044,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,2003,16.04945652173913,6.347784482262585,65.0,15,0.0,0,46470.967826086955,40857.3377173913,Amman_in_Spring,1,Jordan,31.95,35.933333333
Amman,Summer,2003,25.04076086956522,1.720032732691127,1.9,1,0.0,0,49796.92793478261,45919.31652173913,Amman_in_Summer,4,Jordan,31.95,35.933333333
Amman,Winter,2003,8.87888888888889,2.2485198349558226,133.9,24,2.17,1,37701.803,31466.047444444444,Amman_in_Winter,2,Jordan,31.95,35.933333333
Amsterdam,Autumn,2003,10.658241758241758,4.208617242807801,137.1,30,0.0,0,38550.46043956044,24809.91186813187,Amsterdam_in_Autumn,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Spring,2003,9.879347826086956,3.9222467222518023,158.7,30,0.21000000000000002,0,49826.68163043478,35029.268152173914,Amsterdam_in_Spring,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Summer,2003,18.35978260869565,2.448123739178963,142.9,23,0.0,0,57089.44739130435,43432.60815217392,Amsterdam_in_Summer,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Winter,2003,3.2616666666666667,3.5458240195373616,148.8,25,5.53,1,31048.442,15584.377777777778,Amsterdam_in_Winter,2,Kingdom of the Netherlands,52.366666666,4.883333333
