capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2023,26.415384615384617,1.4026105087715006,211.9,36,0.0,0,42973.10142857143,33454.70956043956,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2023,28.460869565217394,1.2980506535891914,149.9,16,0.0,0,44324.45,33591.214782608695,Abuja_in_Spring,4,Nigeria,9.055555555,7.491388888
Abuja,Summer,2023,24.89945652173913,0.8273980985435515,494.8,72,0.0,0,45165.62445652174,28178.375543478258,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2023,27.707777777777775,1.2128967811598057,1.9,0,0.0,0,42113.89,38622.14444444444,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2023,26.584065934065936,0.8003082434245452,429.8,60,0.0,0,43216.61901098901,34941.395934065935,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2023,27.960869565217394,0.7654570597181355,216.6,53,0.0,0,44048.443260869564,33154.15173913044,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2023,25.669021739130436,0.6460293937153297,402.4,64,0.0,0,44571.524456521736,33106.86706521739,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2023,27.88666666666667,0.7319283442548156,48.8,14,0.0,0,42693.752888888885,36328.26122222222,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2023,14.876373626373626,0.783203558730305,210.7,28,0.0,0,42973.10142857143,38356.49,Addis Ababa_in_Autumn,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2023,15.635326086956523,0.6243914858993839,569.8,66,0.0,0,44324.45,34986.863913043475,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2023,15.172826086956523,0.6045347427039802,823.0,82,0.0,0,45165.62445652174,35448.720108695656,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2023,15.142777777777777,0.9809294237263372,16.0,3,0.0,0,42113.89,38408.47588888889,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2023,21.822527472527472,3.5108187058502436,101.5,12,0.0,0,40671.31846153846,33198.438571428575,Algiers_in_Autumn,4,Algeria,36.776388888,3.058611111
Algiers,Spring,2023,16.490760869565218,2.4982293658041654,196.6,23,0.0,0,47086.66108695653,37415.87663043478,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2023,25.753804347826087,3.465617888041748,63.599999999999994,7,0.0,0,51069.70315217392,43344.16152173913,Algiers_in_Summer,1,Algeria,36.776388888,3.058611111
Algiers,Winter,2023,12.933333333333334,2.5638804859172786,360.6,36,2.24,1,36517.44777777778,28898.284,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2023,24.337362637362634,0.9818800958307101,277.6,23,0.0,0,45033.55076923077,37584.02120879121,Alofi_in_Autumn,1,Niue,-19.056,-169.921
Alofi,Spring,2023,26.078804347826086,0.9512061081598814,702.6,58,0.0,0,42090.517934782605,31940.470108695652,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2023,24.07554347826087,0.9383318892335512,815.5,51,0.0,0,40306.337934782605,26893.841195652174,Alofi_in_Summer,3,Niue,-19.056,-169.921
Alofi,Winter,2023,26.421111111111113,0.6008878158948525,581.6,52,0.0,0,46961.972111111114,36884.564333333336,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2023,21.70769230769231,4.35102748450756,69.7,9,0.0,0,41154.32318681319,35296.48175824176,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,2023,16.652173913043477,4.80356388438833,138.5,17,0.0,0,46486.53836956522,38935.062826086956,Amman_in_Spring,1,Jordan,31.95,35.933333333
Amman,Summer,2023,26.144565217391307,2.7814876298952678,6.199999999999999,2,0.0,0,49788.30717391304,45259.93260869565,Amman_in_Summer,4,Jordan,31.95,35.933333333
Amman,Winter,2023,10.838333333333335,3.2269149875815826,179.5,22,2.24,1,37709.68211111111,30390.449888888892,Amman_in_Winter,2,Jordan,31.95,35.933333333
Amsterdam,Autumn,2023,13.0978021978022,5.154382774170134,394.3,51,3.08,2,38515.291648351646,21155.404065934064,Amsterdam_in_Autumn,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Spring,2023,9.236413043478262,3.873693351204848,269.5,41,8.75,4,49860.188586956516,29599.43391304348,Amsterdam_in_Spring,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Summer,2023,17.798369565217392,2.44833932377403,237.9,42,0.0,0,57070.223152173916,41020.605652173916,Amsterdam_in_Summer,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Winter,2023,5.870555555555556,3.24922544309024,295.8,45,19.25,5,31065.775555555552,11677.578111111112,Amsterdam_in_Winter,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2023,14.026923076923078,5.581762503866737,242.9,23,22.96,5,40017.26527472528,31032.75186813187,Andorra la Vella_in_Autumn,2,Andorra,42.507222222,1.522222222
Andorra la Vella,Spring,2023,10.517934782608695,3.6555661421831473,131.8,28,17.71,6,47913.06663043478,38382.52456521739,Andorra la Vella_in_Spring,2,Andorra,42.507222222,1.522222222
Andorra la Vella,Summer,2023,20.193478260869565,3.7736158760189116,218.8,37,0.0,0,52840.04663043479,45268.75326086956,Andorra la Vella_in_Summer,1,Andorra,42.507222222,1.522222222
Andorra la Vella,Winter,2023,4.374444444444444,4.539645858362832,47.1,7,64.33,18,34887.162333333334,25474.32988888889,Andorra la Vella_in_Winter,0,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2023,19.38296703296703,2.17379877148302,188.8,28,0.0,0,45016.262747252746,39075.34824175824,Antananarivo_in_Autumn,1,Madagascar,-18.91,47.525
Antananarivo,Spring,2023,19.31413043478261,1.34828597104727,344.6,49,0.0,0,42108.386413043474,33825.717065217395,Antananarivo_in_Spring,3,Madagascar,-18.91,47.525
Antananarivo,Summer,2023,15.877717391304348,1.416821317078968,54.199999999999996,3,0.0,0,40345.72565217391,34136.8,Antananarivo_in_Summer,4,Madagascar,-18.91,47.525
Antananarivo,Winter,2023,20.903333333333332,1.2738466914265705,835.1,60,0.0,0,46921.72466666666,33740.574,Antananarivo_in_Winter,3,Madagascar,-18.91,47.525
Apia,Autumn,2023,25.946703296703298,0.6580190050363357,260.9,51,0.0,0,44615.437032967035,39365.8489010989,Apia_in_Autumn,3,Samoa,-13.833333333,-171.833333333
Apia,Spring,2023,25.566847826086956,0.6883759025285788,754.8,73,0.0,0,42526.36684782609,33809.76358695652,Apia_in_Spring,3,Samoa,-13.833333333,-171.833333333
Apia,Summer,2023,25.48315217391304,0.5906448875441426,210.9,46,0.0,0,41264.50184782608,36415.908804347826,Apia_in_Summer,3,Samoa,-13.833333333,-171.833333333
Apia,Winter,2023,25.25722222222222,0.7392511056829288,1100.8,83,0.0,0,45987.143444444446,33241.022,Apia_in_Winter,3,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2023,16.884065934065934,2.1509413846148484,202.70000000000002,26,0.0,0,42515.61571428571,37114.459890109894,Asmara_in_Autumn,1,Eritrea,15.333333333,38.916666666
Asmara,Spring,2023,18.047826086956523,1.3471971931065614,119.1,36,0.0,0,44852.00543478261,39576.923804347825,Asmara_in_Spring,1,Eritrea,15.333333333,38.916666666
Asmara,Summer,2023,18.955434782608698,0.9823289360275892,157.7,31,0.0,0,46297.602934782604,38714.51945652174,Asmara_in_Summer,1,Eritrea,15.333333333,38.916666666
Asmara,Winter,2023,14.828888888888887,1.593261402792387,72.7,18,0.0,0,41018.47222222222,37756.034999999996,Asmara_in_Winter,4,Eritrea,15.333333333,38.916666666
