capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Spring,2017,29.0625,1.5125959237586937,78.9,16,0.0,0,44336.195326086956,37943.717065217395,3,Nigeria,9.055555555,7.491388888
Accra,Spring,2017,28.011413043478264,0.7157223071323812,291.0,55,0.0,0,44055.7197826087,38416.1252173913,4,Ghana,5.55602,-0.1969
Addis Ababa,Spring,2017,17.023913043478263,1.2196306020850265,190.3,36,0.0,0,44336.195326086956,38091.604239130436,3,Ethiopia,9.027222222,38.736944444
Algiers,Spring,2017,16.779891304347824,2.6489896454877977,79.0,12,0.0,0,47142.20336956521,40256.91739130435,1,Algeria,36.776388888,3.058611111
Alofi,Spring,2017,26.606521739130436,0.7222225080752958,613.1,56,0.0,0,42065.363913043475,35323.73684782609,4,Niue,-19.056,-169.921
Amman,Spring,2017,16.85271739130435,4.787898918223189,75.5,15,0.0,0,46532.661630434784,41760.484456521735,1,Jordan,31.95,35.933333333
Amsterdam,Spring,2017,10.132065217391304,4.003340511179034,130.8,33,0.0,0,49959.3027173913,34111.481630434784,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Spring,2017,9.664673913043478,4.3177600142724994,165.4,27,87.22,13,47981.553695652176,39891.12380434783,0,Andorra,42.507222222,1.522222222
Antananarivo,Spring,2017,19.12554347826087,1.5724358958127687,314.3,33,0.0,0,42083.53413043478,33450.39423913044,3,Madagascar,-18.91,47.525
Apia,Spring,2017,25.59619565217391,0.5336085785908279,935.0,80,0.0,0,42508.54706521739,33294.85065217391,4,Samoa,-13.833333333,-171.833333333
Asmara,Spring,2017,17.88586956521739,1.0763013101693855,153.4,33,0.0,0,44872.23293478261,39531.411847826086,3,Eritrea,15.333333333,38.916666666
Astana,Spring,2017,4.458152173913043,10.296418018929918,48.3,11,10.85,4,49667.444021739124,37025.126739130435,2,Kazakhstan,51.133333333,71.433333333
Asunción,Spring,2017,23.25597826086957,3.941159549286071,616.8,35,0.0,0,41510.22641304348,26854.67641304348,4,Paraguay,-25.28,-57.634444444
Athens,Spring,2017,16.291847826086954,4.00704240752572,128.5,20,0.0,0,47305.7547826087,39927.8625,1,Greece,37.984166666,23.728055555
Avarua,Spring,2017,26.21358695652174,1.1147882877126953,480.8,60,0.0,0,41881.18989130435,33815.281739130434,4,Cook Islands,-21.207,-159.771
