capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Summer,2015,25.01304347826087,1.177487303429307,710.9,78,0.0,0,45166.193478260866,22259.386521739132,0,Nigeria,9.055555555,7.491388888
Accra,Summer,2015,25.120108695652174,0.5759397377000631,283.3,31,0.0,0,44571.87869565217,33294.34032608696,0,Ghana,5.55602,-0.1969
Addis Ababa,Summer,2015,15.975,0.38804242432615954,1102.8,87,0.0,0,45166.193478260866,36377.80576086957,0,Ethiopia,9.027222222,38.736944444
Algiers,Summer,2015,26.194021739130434,2.707507291917409,5.8,2,0.0,0,51072.38836956521,46325.31097826087,1,Algeria,36.776388888,3.058611111
Alofi,Summer,2015,23.270652173913046,1.32990027251309,103.8,14,0.0,0,40305.135217391304,30884.345326086957,3,Niue,-19.056,-169.921
Amman,Summer,2015,25.339673913043477,3.021739347413607,1.7000000000000002,0,0.0,0,49790.53489130435,45888.37684782608,1,Jordan,31.95,35.933333333
Amsterdam,Summer,2015,17.01521739130435,2.8714752796937,229.6,35,0.0,0,57075.03728260869,39510.215217391305,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Summer,2015,20.255434782608695,3.4987710285163947,213.9,27,0.0,0,52843.363152173915,45035.162065217395,4,Andorra,42.507222222,1.522222222
Antananarivo,Summer,2015,15.542391304347827,1.5160666064155603,17.7,2,0.0,0,40344.53836956521,32401.011195652172,3,Madagascar,-18.91,47.525
Apia,Summer,2015,25.831521739130434,0.8539410057377853,243.8,46,0.0,0,41263.651304347826,34952.45673913044,0,Samoa,-13.833333333,-171.833333333
Asmara,Summer,2015,19.29728260869565,1.0959306379560283,586.4,58,0.0,0,46298.5802173913,38492.23076086956,0,Eritrea,15.333333333,38.916666666
Astana,Summer,2015,19.421739130434784,3.96186702815499,95.4,24,0.0,0,56443.04586956521,46126.05565217391,4,Kazakhstan,51.133333333,71.433333333
Asunción,Summer,2015,20.61467391304348,4.198204339085769,296.3,26,0.0,0,39096.99902173913,26179.50097826087,3,Paraguay,-25.28,-57.634444444
Athens,Summer,2015,26.21630434782609,2.8693349221318667,45.3,7,0.0,0,51416.806521739134,46588.495,1,Greece,37.984166666,23.728055555
Avarua,Summer,2015,21.913586956521737,1.325574792615268,182.6,17,0.0,0,39905.2572826087,30988.529130434785,3,Cook Islands,-21.207,-159.771
Baghdad,Summer,2015,37.6695652173913,2.6168721002575865,0.1,0,0.0,0,50126.82706521739,45409.32945652174,1,Iraq,33.315277777,44.366111111
Baku,Summer,2015,26.395652173913046,2.5139244327369337,9.7,2,0.0,0,52146.81010869565,45790.04543478261,1,Azerbaijan,40.366655555,49.835183333
Bamako,Summer,2015,27.974999999999998,2.5352839752510605,529.7,58,0.0,0,45799.87760869566,36078.83423913043,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Summer,2015,27.328260869565216,0.9943329628898694,625.7,67,0.0,0,44451.877717391304,33562.4377173913,0,Brunei,4.916666666,114.916666666
Bangui,Summer,2015,26.946739130434782,0.7954818965147799,264.2,45,0.0,0,44368.08260869565,36614.218260869566,0,Central African Republic,4.37325,18.562833333
Basseterre,Summer,2015,27.004347826086956,0.33336876702892926,168.0,24,0.0,0,46666.03358695652,41676.43054347826,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Summer,2015,26.00108695652174,2.4973060018909896,298.4,27,0.0,0,51991.68402173913,36916.32163043478,4,People's Republic of China,39.90403,116.407526
Beirut,Summer,2015,25.23478260869565,2.6872382482338875,0.2,0,0.0,0,50290.26510869565,46076.40358695652,1,Lebanon,33.886944444,35.513055555
Belgrade,Summer,2015,23.963043478260868,3.7309064800560243,97.7,21,0.0,0,53677.16239130435,44549.69173913044,4,Serbia,44.817777777,20.456944444
Belmopan,Summer,2015,27.125543478260873,1.2039425747782142,345.7,60,0.0,0,46652.757391304345,37503.69,0,Belize,17.25,-88.7675
Berlin,Summer,2015,19.583152173913046,3.969743238949092,158.8,29,0.0,0,57191.21869565218,41434.603804347826,4,Germany,52.516666666,13.383333333
Bishkek,Summer,2015,21.805978260869566,3.6503262114599666,84.5,16,0.0,0,52964.84652173913,45657.18467391305,4,Kyrgyzstan,42.866666666,74.566666666
Bissau,Summer,2015,27.397282608695654,1.3173475708981945,1208.3999999999999,67,0.0,0,45661.60576086956,31464.448804347827,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Summer,2015,16.817391304347826,0.9011114865167082,48.0,8,0.0,0,44403.975326086955,29707.36293478261,3,Colombia,4.60971,-74.08175
Brasília,Summer,2015,20.92445652173913,1.7936011808345442,1.4000000000000001,0,0.0,0,40911.76315217391,36493.591195652174,3,Brazil,-15.793888888,-47.882777777
