capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country
Abuja,Winter,2000,27.664835164835164,1.0734548198714517,0.30000000000000004,0,0.0,0,42117.49615384615,38928.07659340659,3,Nigeria
Accra,Winter,2000,27.482967032967032,0.5273213115053894,44.7,12,0.0,0,42695.94681318681,38077.60615384616,0,Ghana
Addis Ababa,Winter,2000,14.911538461538463,1.0056804474549368,3.9000000000000004,1,0.0,0,42117.49615384615,39023.58989010989,3,Ethiopia
Algiers,Winter,2000,11.58076923076923,2.384810372507742,68.6,13,0.0,0,36534.782087912085,32057.048021978022,0,Algeria
Alofi,Winter,2000,26.292857142857144,0.6107632487566228,624.7,67,0.0,0,46953.880659340655,39059.58747252747,2,Niue
Amman,Winter,2000,8.123626373626374,2.3697555037896096,157.3,24,1.6099999999999999,0,37724.087692307694,31500.665824175823,0,Jordan
Amsterdam,Winter,2000,5.165934065934065,3.3244872547079356,187.1,37,11.620000000000001,5,31096.32021978022,14653.12021978022,4,Kingdom of the Netherlands
Andorra la Vella,Winter,2000,3.7725274725274724,2.9329664897152212,77.69999999999999,8,10.71,3,34908.49131868132,27882.324175824175,4,Andorra
Antananarivo,Winter,2000,20.13681318681319,1.2794928501566367,620.5,57,0.0,0,46913.730109890115,34023.84472527473,2,Madagascar
Apia,Winter,2000,26.428571428571427,0.7369284171909048,851.4,80,0.0,0,45981.38384615385,38103.147032967034,2,Samoa
Asmara,Winter,2000,15.35,0.7980531867544228,4.2,0,0.0,0,41024.75428571429,37914.99472527472,3,Eritrea
Astana,Winter,2000,-11.152747252747252,6.252090151111968,0.6,0,55.79,19,31658.967032967033,12650.283406593408,1,Kazakhstan
Asunción,Winter,2000,27.95934065934066,2.705795345056322,418.1,29,0.0,0,48191.92857142857,39742.67571428572,0,Paraguay
Athens,Winter,2000,8.52087912087912,2.9304727143705547,68.6,17,0.0,0,36217.01989010989,28175.361098901096,0,Greece
Avarua,Winter,2000,25.85989010989011,0.5628903475327541,529.9,56,0.0,0,47362.183186813185,39764.406593406595,2,Cook Islands
Baghdad,Winter,2000,12.009890109890112,2.5961640482773354,65.7,10,0.0,0,37411.03032967033,31491.222087912087,0,Iraq
Baku,Winter,2000,6.7,2.1733870136519893,51.0,12,5.95,1,35545.905384615384,23106.60857142857,4,Azerbaijan
Bamako,Winter,2000,25.74065934065934,1.9959112662294838,0.5,0,0.0,0,41504.51131868132,38112.59164835165,3,Mali
Bandar Seri Begawan,Winter,2000,26.17087912087912,0.5591693211097426,612.2,74,0.0,0,42813.1710989011,32830.382637362636,2,Brunei
Bangui,Winter,2000,28.121428571428574,1.1105840019542972,33.5,6,0.0,0,42895.112417582415,38413.464835164836,3,Central African Republic
Basseterre,Winter,2000,24.49175824175824,0.9308378464905183,91.0,27,0.0,0,40672.711428571434,37558.13615384616,0,Saint Kitts and Nevis
Beijing,Winter,2000,-3.3675824175824176,4.273317561244771,0.6,0,13.09,6,35688.24978021978,28252.779010989012,4,People's Republic of China
Beirut,Winter,2000,11.187362637362638,2.508514316910328,434.2,37,0.98,0,37259.15714285714,30754.93956043956,0,Lebanon
Belgrade,Winter,2000,2.343956043956044,4.325517535925841,83.2,16,12.39,3,34149.17703296703,19643.71285714286,4,Serbia
Belmopan,Winter,2000,22.32032967032967,1.4328677154957088,123.8,36,0.0,0,40685.40901098902,34232.724725274726,0,Belize
Berlin,Winter,2000,2.735164835164835,3.82192137910803,114.8,29,19.95,5,30993.157252747253,12326.39,4,Germany
Bishkek,Winter,2000,-2.5390109890109893,3.6660666342204635,20.3,7,51.94,15,34797.61186813187,26504.37967032967,4,Kyrgyzstan
Bissau,Winter,2000,26.985164835164838,1.0201169460599027,0.0,0,0.0,0,41637.93956043956,37219.163076923076,3,Guinea-Bissau
Bogotá,Winter,2000,13.807142857142857,0.7872445415841057,815.0,76,0.0,0,42860.00582417582,34743.26791208791,2,Colombia
Brasília,Winter,2000,21.98956043956044,0.9505997078896062,728.3,77,0.0,0,46337.369340659345,33393.9323076923,2,Brazil
Bratislava,Winter,2000,1.0736263736263736,4.23009942527846,89.4,24,18.060000000000002,5,32938.196923076925,16533.87098901099,4,Slovakia
Brazzaville,Winter,2000,25.245054945054946,0.6252579443297747,369.2,64,0.0,0,44333.52967032967,33982.49923076923,2,Republic of the Congo
Bridgetown,Winter,2000,25.377472527472527,0.6169937752370924,113.4,34,0.0,0,41419.20142857143,37324.25813186813,0,Barbados
Bucharest,Winter,2000,0.000549450549450567,5.326143562682596,39.300000000000004,9,27.79,4,34292.25758241758,21048.22197802198,4,Romania
Budapest,Winter,2000,1.0483516483516484,4.201385026587795,69.5,15,11.059999999999999,4,33183.59582417583,16664.698021978023,4,Hungary
Buenos Aires,Winter,2000,23.97582417582418,2.5871730887137403,139.0,15,0.0,0,50378.37087912088,41867.041978021975,0,Argentina
Cairo,Winter,2000,13.606043956043957,1.7568411545984575,7.6,3,0.0,0,38152.73923076923,32615.764725274723,3,Egypt
Canberra,Winter,2000,18.942857142857143,3.170187266012419,47.6,8,0.0,0,50564.269890109885,43127.90285714286,0,Australia
Castries,Winter,2000,25.374725274725275,0.690666892952572,120.9,49,0.0,0,41259.877692307695,37697.054615384615,0,Saint Lucia
Cetinje,Winter,2000,1.781868131868132,3.8124249827484156,434.4,21,76.23,12,34952.45362637362,24090.18868131868,4,Montenegro
Chișinău,Winter,2000,0.20329670329670332,4.385074446332456,46.2,9,38.71,10,33369.757912087916,16792.964175824174,4,Moldova
City of Brussels,Winter,2000,5.268131868131868,3.4967406767152984,165.7,36,2.8,1,31786.240989010992,14247.355604395603,4,Belgium
Commune of Monaco,Winter,2000,8.758241758241759,1.9773756982462005,90.3,15,4.48,2,34502.549670329674,25799.393626373625,4,Monaco
Conakry,Winter,2000,26.839010989010987,0.6654072352828667,10.5,3,0.0,0,42034.139560439566,37402.26318681319,3,Guinea
Copenhagen,Winter,2000,3.1076923076923078,3.3252478861392434,102.4,28,12.18,3,29322.489670329673,11111.907912087912,4,Denmark
Dakar,Winter,2000,23.408241758241758,1.9272499655707416,1.4000000000000001,1,0.0,0,41148.85428571429,36848.67263736264,3,Senegal
Dhaka,Winter,2000,19.376373626373628,1.0263565727405923,21.8,6,0.0,0,39469.39186813187,34346.956043956045,3,Bangladesh
