capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2012,25.7521978021978,1.3639589454540053,563.6,50,0.0,0,42955.73505494506,33185.18340659341,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2012,28.575,1.996473539370505,247.0,31,0.0,0,44341.82467391305,34582.645217391306,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,2012,24.194021739130434,1.1310027251768162,996.2,83,0.0,0,45157.13760869565,24657.220217391303,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2012,27.783516483516486,1.1459361758709383,5.3,1,0.0,0,42118.84802197802,38861.171758241755,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2012,26.321978021978023,0.8835599958000923,188.20000000000002,43,0.0,0,43206.00692307692,36889.375054945056,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2012,27.84891304347826,0.942698320897839,229.7,47,0.0,0,44059.20956521739,37255.28130434782,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2012,24.971739130434784,0.7220355972711515,167.5,34,0.0,0,44566.22891304348,34160.44130434783,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2012,27.625274725274725,0.551783654583207,68.7,21,0.0,0,42696.7654945055,37012.99494505495,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2012,15.173626373626373,0.9883021540708822,315.9,29,0.0,0,42955.73505494506,38480.45736263736,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2012,17.10271739130435,0.9321888494949884,332.4,32,0.0,0,44341.82467391305,39641.49554347826,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2012,15.53967391304348,0.7996406488067525,1002.4,85,0.0,0,45157.13760869565,34259.94608695652,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2012,15.803296703296702,0.9977419561134088,3.2,0,0.0,0,42118.84802197802,39058.560989010984,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2012,20.602747252747253,4.227550923783982,214.9,22,0.0,0,40588.10120879121,33009.09252747252,Algiers_in_Autumn,2,Algeria,36.776388888,3.058611111
Algiers,Spring,2012,15.56413043478261,3.275083474206357,232.2,25,0.0,0,47168.820108695654,40270.42815217392,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2012,26.557065217391305,2.548438236695055,5.3,1,0.0,0,51029.417282608694,46167.52423913044,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2012,10.50934065934066,2.9694735044739655,222.1,28,7.42,2,36541.40362637363,30932.79032967033,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2012,25.302197802197803,0.8999355559616474,150.5,28,0.0,0,45072.09923076923,38488.47450549451,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2012,25.849999999999998,0.9098061621836049,491.9,54,0.0,0,42053.322717391304,34398.289239130434,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2012,24.059782608695652,0.9925889981531422,53.9,11,0.0,0,40324.18336956522,34308.57304347826,Alofi_in_Summer,4,Niue,-19.056,-169.921
Alofi,Winter,2012,26.13186813186813,0.49297940477132884,964.3,66,0.0,0,46950.806153846155,33907.66791208791,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2012,20.966483516483517,4.707187500367302,20.6,7,0.0,0,41085.20384615385,36638.852967032966,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,2012,16.357608695652175,5.569599265393016,58.400000000000006,10,4.9,2,46554.76195652173,41593.47858695652,Amman_in_Spring,1,Jordan,31.95,35.933333333
Amman,Summer,2012,26.477717391304346,2.1143331389710966,0.2,0,0.0,0,49754.97771739131,45884.506956521735,Amman_in_Summer,4,Jordan,31.95,35.933333333
Amman,Winter,2012,8.523076923076923,2.307696153842949,107.6,21,1.54,0,37729.56263736264,31205.765714285717,Amman_in_Winter,2,Jordan,31.95,35.933333333
