capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Autumn,2009,25.766483516483518,0.9402143651865001,403.4,54,0.0,0,42962.68934065934,32392.787362637362,0,Nigeria,9.055555555,7.491388888
Accra,Autumn,2009,26.256593406593407,0.9244881103498652,62.4,19,0.0,0,43210.25582417582,38058.328681318686,3,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2009,14.989560439560439,1.027199982788067,269.1,28,0.0,0,42962.68934065934,38969.56307692308,0,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2009,19.708791208791208,3.298666341675016,164.6,28,0.0,0,40621.41857142857,35306.23120879121,3,Algeria,36.776388888,3.058611111
Alofi,Autumn,2009,23.60054945054945,0.9384530564680035,301.6,28,0.0,0,45056.66626373626,37221.374285714286,0,Niue,-19.056,-169.921
Amman,Autumn,2009,19.715934065934068,4.63553232662226,12.9,2,0.0,0,41112.87736263736,36878.644065934066,3,Jordan,31.95,35.933333333
Amsterdam,Autumn,2009,12.023076923076921,3.0930505231019985,188.4,36,0.0,0,38426.746813186815,22035.072747252747,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2009,11.82967032967033,5.123838502648282,135.4,15,7.42,2,39955.79373626374,33063.22153846154,1,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2009,19.10054945054945,1.8293972065120616,96.6,16,0.0,0,45039.10241758241,37513.89197802198,3,Madagascar,-18.91,47.525
Apia,Autumn,2009,26.287912087912087,0.6508686784828683,429.9,62,0.0,0,44631.87131868132,39019.453406593406,0,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2009,17.354945054945055,1.3061830513424084,117.7,20,0.0,0,42497.526043956044,38293.24153846154,3,Eritrea,15.333333333,38.916666666
Astana,Autumn,2009,4.647802197802197,8.22108708710551,52.0,13,10.22,1,38649.410769230766,24037.136923076923,1,Kazakhstan,51.133333333,71.433333333
Asunción,Autumn,2009,24.41318681318681,5.173210024114807,488.09999999999997,36,0.0,0,45599.03549450549,33535.38901098901,0,Paraguay,-25.28,-57.634444444
Athens,Autumn,2009,18.69945054945055,4.073065283771036,102.3,14,0.0,0,40490.774945054945,32762.123186813187,3,Greece,37.984166666,23.728055555
Avarua,Autumn,2009,22.518681318681317,0.8772320214948945,355.6,26,0.0,0,45235.378131868136,35789.66901098901,0,Cook Islands,-21.207,-159.771
Baghdad,Autumn,2009,26.057692307692307,6.783349398330373,28.5,8,0.0,0,40983.13153846154,36094.24285714286,3,Iraq,33.315277777,44.366111111
Baku,Autumn,2009,17.6521978021978,4.291793927484762,139.5,21,0.0,0,40215.78769230769,27929.245604395604,4,Azerbaijan,40.366655555,49.835183333
Bamako,Autumn,2009,26.603296703296703,1.1127993279663435,214.8,30,0.0,0,42701.34054945055,36735.13175824176,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Autumn,2009,27.223626373626374,0.8545089772410764,498.3,70,0.0,0,43260.53571428572,33711.93934065934,0,Brunei,4.916666666,114.916666666
Bangui,Autumn,2009,26.48791208791209,0.7792924375975315,429.9,59,0.0,0,43295.70351648352,34835.46307692308,0,Central African Republic,4.37325,18.562833333
Basseterre,Autumn,2009,26.83131868131868,0.6205127069899665,322.3,45,0.0,0,42348.38065934066,37311.04802197802,0,Saint Kitts and Nevis,17.298333333,-62.734166666
