capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2024,26.19945054945055,1.8227496705297612,297.9,40,0.0,0,42953.39945054945,32588.78989010989,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2024,29.717934782608697,1.1874476627388297,22.9,4,0.0,0,44344.2475,35607.15608695652,Abuja_in_Spring,4,Nigeria,9.055555555,7.491388888
Abuja,Summer,2024,24.95054347826087,1.2624652005913828,406.3,64,0.0,0,45156.04847826087,26663.868260869564,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2024,28.47582417582418,1.3395970089994065,0.30000000000000004,0,0.0,0,42119.76186813187,37726.39373626374,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2024,26.618681318681322,0.8530549139432324,280.2,57,0.0,0,43204.57956043956,36458.605604395605,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2024,28.72391304347826,0.8184506355944277,288.2,41,0.0,0,44060.710760869566,34799.373478260866,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2024,25.69347826086957,0.6421639836831365,258.1,65,0.0,0,44565.549782608694,32725.079891304347,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2024,28.5543956043956,0.6295345878613796,89.7,26,0.0,0,42697.31978021978,36382.72296703297,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2024,14.572527472527472,0.6258888673214071,280.0,35,0.0,0,42953.39945054945,37580.896703296705,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2024,17.215760869565216,0.8775255341398139,258.5,44,0.0,0,44344.2475,38070.392608695656,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2024,15.896739130434783,1.2255253268715542,665.9,74,0.0,0,45156.04847826087,33222.322173913046,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2024,15.68956043956044,1.2921884211487555,72.8,9,0.0,0,42119.76186813187,38223.59747252747,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
