capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine
Abuja,Autumn,2016,26.46758241758242,1.4036138600526376,436.5,47,0.0,0,42955.17461538462,34854.024945054945
Abuja,Autumn,2017,26.212087912087913,1.394161250424636,190.0,31,0.0,0,42961.43637362638,34710.5145054945
Abuja,Autumn,2018,25.86208791208791,1.3637028973297651,269.1,42,0.0,0,42967.86450549451,34146.81692307692
Abuja,Autumn,2019,25.385714285714286,1.465440504768403,427.0,53,0.0,0,42974.15417582417,31295.49175824176
Abuja,Autumn,2020,25.902747252747254,1.849945384139198,335.59999999999997,33,0.0,0,42954.34901098901,32315.00131868132
Abuja,Autumn,2021,25.824725274725278,1.0391602813589877,244.2,34,0.0,0,42960.671318681314,34170.21296703297
Abuja,Autumn,2022,25.522527472527475,1.6348337281452512,369.5,41,0.0,0,42966.90571428571,31900.867472527472
Abuja,Autumn,2023,26.415384615384617,1.4026105087715006,211.9,36,0.0,0,42973.10142857143,33454.70956043956
Abuja,Autumn,2024,26.19945054945055,1.8227496705297612,297.9,40,0.0,0,42953.39945054945,32588.78989010989
Abuja,Spring,1995,28.720652173913045,1.9201240827280266,313.5,36,0.0,0,44319.06760869565,35958.8127173913
Abuja,Spring,1996,28.757608695652173,1.5293095257069629,227.2,37,0.0,0,44338.61141304348,36302.29586956521
Abuja,Spring,1997,27.497282608695652,1.6093368392327905,298.9,46,0.0,0,44332.33195652174,34565.372065217394
Abuja,Spring,1998,29.70434782608696,1.9650329552071553,201.8,25,0.0,0,44326.03130434782,35664.48836956522
Abuja,Spring,1999,28.90380434782609,1.826683082031114,171.8,28,0.0,0,44319.56152173913,36084.19695652174
Abuja,Spring,2000,29.19076086956522,1.30529204655649,161.0,18,0.0,0,44339.190652173915,37719.417934782614
Abuja,Spring,2001,28.595108695652176,1.5506301410101828,136.7,22,0.0,0,44332.92163043479,34986.84032608696
Abuja,Spring,2002,28.853804347826088,1.0482647538988448,146.7,25,0.0,0,44326.66782608696,36987.61326086956
Abuja,Spring,2003,29.42228260869565,1.3162418222497188,126.1,21,0.0,0,44320.48434782609,37688.00945652174
Abuja,Spring,2004,28.86304347826087,1.7730874166548731,205.7,31,0.0,0,44340.155,35778.10260869565
Abuja,Spring,2005,29.445652173913043,2.1804154782764003,180.6,27,0.0,0,44333.99663043478,36233.136847826085
Abuja,Spring,2006,29.352717391304346,1.9873966091075064,188.3,27,0.0,0,44327.77054347826,36109.05130434783
Abuja,Spring,2007,29.497826086956525,1.5443963407538788,113.7,26,0.0,0,44321.441086956525,37008.00695652174
Abuja,Spring,2008,28.71521739130435,1.6005620429463516,173.6,33,0.0,0,44341.22586956521,35976.31130434783
Abuja,Spring,2009,28.910869565217393,1.735185743722379,213.5,29,0.0,0,44334.957065217386,36648.83489130435
Abuja,Spring,2010,29.642934782608698,1.9004999562252143,152.8,31,0.0,0,44328.56434782608,34657.06695652174
Abuja,Spring,2011,29.13913043478261,1.7411128512597307,141.2,25,0.0,0,44322.23010869565,35171.97934782609
Abuja,Spring,2012,28.575,1.996473539370505,247.0,31,0.0,0,44341.82467391305,34582.645217391306
Abuja,Spring,2013,28.564673913043475,1.9660936061955403,320.8,36,0.0,0,44335.5147826087,35533.835760869566
Abuja,Spring,2014,28.491847826086957,1.5338538186633648,317.2,39,0.0,0,44329.15989130435,35966.185
Abuja,Spring,2015,29.554891304347827,1.4533224493902142,94.8,15,0.0,0,44322.75858695652,35939.77804347826
Abuja,Spring,2016,29.004891304347826,1.5955821525818858,258.7,39,0.0,0,44342.507608695654,35418.489565217395
Abuja,Spring,2017,29.0625,1.5125959237586937,78.9,16,0.0,0,44336.195326086956,37943.717065217395
Abuja,Spring,2018,28.06576086956522,1.2685963807898357,147.3,28,0.0,0,44329.83119565218,34672.942282608696
Abuja,Spring,2019,28.34728260869565,1.6016365965432144,175.5,29,0.0,0,44323.649456521736,33349.31619565217
Abuja,Spring,2020,28.735326086956523,1.3575701071383066,69.7,13,0.0,0,44343.41576086957,34962.885434782605
