capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2022,25.522527472527475,1.6348337281452512,369.5,41,0.0,0,42966.90571428571,31900.867472527472,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2022,27.974456521739132,1.694358683908819,205.0,25,0.0,0,44330.7875,33445.366195652176,Abuja_in_Spring,4,Nigeria,9.055555555,7.491388888
Abuja,Summer,2022,24.167934782608693,1.0562368803200788,539.2,68,0.0,0,45162.515543478265,24814.81456521739,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2022,27.429444444444446,1.3519834460717108,0.2,0,0.0,0,42116.876,38578.426555555554,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2022,26.084065934065936,1.0295867326499735,178.7,38,0.0,0,43212.83230769231,36391.5421978022,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2022,27.69347826086957,0.9394064466724167,379.2,48,0.0,0,44052.37054347826,34460.55086956522,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2022,24.94076086956522,0.9063248255680714,411.2,57,0.0,0,44569.58456521739,33365.38336956522,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2022,27.432777777777776,0.7278242592203236,65.9,19,0.0,0,42695.562333333335,35912.07355555556,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2022,14.348901098901099,0.6113726823931183,212.0,33,0.0,0,42966.90571428571,37637.37483516483,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2022,17.27934782608696,1.142850498666782,87.10000000000001,16,0.0,0,44330.7875,39232.83380434783,Addis Ababa_in_Spring,4,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2022,15.020652173913044,0.952848597163316,795.5,80,0.0,0,45162.515543478265,30416.93,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2022,14.984444444444444,1.2565702483401913,26.3,5,0.0,0,42116.876,37814.401,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
