capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country
Abuja,Summer,2018,24.430434782608696,1.1646571094159595,743.5,82,0.0,0,45162.8,27877.933695652173,0,Nigeria
Accra,Summer,2018,25.460869565217394,0.6929323772945726,160.5,42,0.0,0,44569.762282608695,36862.967391304344,0,Ghana
Addis Ababa,Summer,2018,14.538586956521739,0.5287401188056293,1027.1,92,0.0,0,45162.8,33256.30239130434,0,Ethiopia
Algiers,Summer,2018,23.777173913043477,2.3178643666464076,23.1,5,0.0,0,51056.28880434783,43578.099347826086,1,Algeria
Alofi,Summer,2018,24.282065217391303,1.0487716918538672,228.1,25,0.0,0,40312.27239130435,33154.837934782605,0,Niue
Amman,Summer,2018,24.58532608695652,1.8096587323757038,3.8000000000000003,2,0.0,0,49777.21326086957,45782.676847826086,1,Jordan
Amsterdam,Summer,2018,18.247282608695652,2.8441125243426626,147.6,27,0.0,0,57045.50543478261,42519.1825,4,Kingdom of the Netherlands
Andorra la Vella,Summer,2018,18.941304347826087,2.534764968358221,254.3,48,0.0,0,52823.38358695652,44556.75413043478,4,Andorra
Antananarivo,Summer,2018,15.185326086956522,1.4107424988258166,12.6,2,0.0,0,40351.58945652174,34380.986739130436,3,Madagascar
Apia,Summer,2018,24.89673913043478,0.6684328213767963,281.3,50,0.0,0,41268.69119565217,36722.28152173913,0,Samoa
Asmara,Summer,2018,17.956521739130434,1.2603029766404616,265.2,54,0.0,0,46292.75913043478,36204.42902173913,0,Eritrea
Astana,Summer,2018,18.33913043478261,3.6770212060624248,215.3,36,0.0,0,56414.97184782609,39980.294347826086,4,Kazakhstan
Asunción,Summer,2018,17.419565217391302,5.132882341099208,141.29999999999998,21,0.0,0,39106.79891304348,26402.530869565217,3,Paraguay
Athens,Summer,2018,26.57445652173913,2.032003484968475,126.8,21,0.0,0,51399.95576086956,45991.4472826087,4,Greece
Avarua,Summer,2018,23.12391304347826,1.0369672142090518,330.3,31,0.0,0,39913.27260869565,31494.61760869565,0,Cook Islands
Baghdad,Summer,2018,36.36195652173913,1.6012078127548968,0.0,0,0.0,0,50112.77706521739,44024.9602173913,1,Iraq
Baku,Summer,2018,26.52608695652174,3.2948301016818564,14.7,5,0.0,0,52128.363152173915,42560.32065217391,1,Azerbaijan
Bamako,Summer,2018,27.45163043478261,2.3007338901640164,353.6,48,0.0,0,45795.124673913044,32430.98445652174,0,Mali
Bandar Seri Begawan,Summer,2018,27.45108695652174,0.9862788947805475,489.8,53,0.0,0,44450.0177173913,33852.9372826087,0,Brunei
Bangui,Summer,2018,26.179347826086957,1.0917309618546802,484.9,58,0.0,0,44366.40402173913,30891.37206521739,0,Central African Republic
Basseterre,Summer,2018,27.202173913043477,0.4493532008255998,187.1,52,0.0,0,46659.424130434774,40508.50141304348,0,Saint Kitts and Nevis
Beijing,Summer,2018,27.22119565217391,2.5632893712688802,456.7,29,0.0,0,51973.57760869565,31419.852934782604,4,People's Republic of China
Beirut,Summer,2018,26.241304347826084,1.458917419946259,31.3,7,0.0,0,50275.86184782609,45682.23108695652,1,Lebanon
Belgrade,Summer,2018,22.494565217391305,2.644374669237391,396.7,47,0.0,0,53655.33673913044,39041.85434782609,4,Serbia
Belmopan,Summer,2018,26.122826086956525,0.756743058992926,541.2,76,0.0,0,46646.177065217395,34919.41619565217,0,Belize
Berlin,Summer,2018,20.642391304347825,3.5037259193215666,105.5,15,0.0,0,57161.4175,43668.92630434783,4,Germany
Bishkek,Summer,2018,23.729347826086954,3.3750958649300222,98.0,16,0.0,0,52944.59902173914,43444.474565217395,4,Kyrgyzstan
Bissau,Summer,2018,26.696195652173916,0.8620265445433632,963.5,69,0.0,0,45657.14956521739,30994.378260869562,0,Guinea-Bissau
Bogotá,Summer,2018,11.548369565217392,0.6951342303357134,454.2,84,0.0,0,44402.219239130434,36184.511847826085,0,Colombia
Brasília,Summer,2018,20.94728260869565,1.4356980178211365,14.6,4,0.0,0,40917.57141304348,36899.013913043476,3,Brazil
Bratislava,Summer,2018,22.601630434782606,3.162298954100878,134.4,24,0.0,0,54991.238586956526,42921.14673913043,4,Slovakia
Brazzaville,Summer,2018,24.997826086956525,0.8184987948153557,9.9,2,0.0,0,42910.312391304346,31771.763913043476,3,Republic of the Congo
Bridgetown,Summer,2018,27.530978260869563,0.5899265362767953,163.0,41,0.0,0,45883.43869565218,41025.83945652174,0,Barbados
Bucharest,Summer,2018,23.044565217391302,1.9070352187021329,311.0,30,0.0,0,53498.23608695652,42752.71206521739,4,Romania
Budapest,Summer,2018,23.110326086956523,2.929262537461935,208.7,31,0.0,0,54719.612934782606,42669.216630434785,4,Hungary
Buenos Aires,Summer,2018,10.425,2.5674580151076776,174.8,23,0.0,0,37007.08510869565,25641.194782608694,3,Argentina
Cairo,Summer,2018,29.71195652173913,1.3305036963499772,0.4,0,0.0,0,49319.083478260865,44641.93065217391,1,Egypt
Canberra,Summer,2018,6.631521739130435,2.146652356619851,91.60000000000001,20,0.42000000000000004,0,36830.10956521739,27566.2375,3,Australia
Castries,Summer,2018,27.075,0.4793253042065967,282.1,73,0.0,0,46048.575869565226,41291.05054347826,0,Saint Lucia
Cetinje,Summer,2018,21.1625,2.1932416797822483,332.6,50,0.0,0,52775.34945652174,44691.332717391306,4,Montenegro
Chișinău,Summer,2018,22.872826086956525,2.3137835082971834,164.5,23,0.0,0,54513.86684782609,45386.15510869565,4,Moldova
City of Brussels,Summer,2018,19.506521739130434,3.2571748139688474,87.4,19,0.0,0,56272.72,39336.049782608694,4,Belgium
Commune of Monaco,Summer,2018,24.38586956521739,2.5283918148920264,57.9,11,0.0,0,53267.618369565214,45600.602934782604,4,Monaco
Conakry,Summer,2018,25.78804347826087,0.5750475166805902,2392.0,88,0.0,0,45248.553260869565,23522.938586956523,0,Guinea
Copenhagen,Summer,2018,18.86358695652174,2.4201205952704457,114.3,19,0.0,0,59052.70315217392,44020.07945652174,4,Denmark
Dakar,Summer,2018,24.904347826086955,1.6882862787472397,99.39999999999999,10,0.0,0,46163.805869565214,35745.44913043478,3,Senegal
Dhaka,Summer,2018,28.808695652173913,0.9173722834021726,726.6,86,0.0,0,47922.01510869565,29175.784565217393,0,Bangladesh
Djibouti City,Summer,2018,36.32119565217391,1.6567085350449482,4.8,2,0.0,0,45607.21065217391,37630.93326086956,1,Djibouti
Doha,Summer,2018,36.231521739130436,1.5029954960214214,0.0,0,0.0,0,48247.53293478261,41790.11054347826,1,Qatar
Dublin,Summer,2018,16.66467391304348,2.294421544130272,144.2,28,0.0,0,57599.34630434783,33626.433152173915,4,Ireland
Freetown,Summer,2018,25.3625,0.7964421227842314,1654.7,91,0.0,0,45065.148260869566,23008.056739130436,0,Sierra Leone
Gaborone,Summer,2018,15.726086956521739,3.107174242390545,5.2,1,0.0,0,39235.374673913044,35537.83347826087,3,Botswana
Georgetown,Summer,2018,26.43858695652174,0.6979209022246411,836.1,84,0.0,0,44774.22510869565,38290.324347826085,0,Guyana
Gibraltar,Summer,2018,22.580978260869564,2.1949848229882103,9.4,1,0.0,0,50879.35717391305,45474.17413043478,1,Gibraltar
Gitega,Summer,2018,17.969021739130437,1.0659784338813953,36.3,6,0.0,0,43052.28119565218,35860.424782608694,3,Burundi
Guatemala City,Summer,2018,19.16141304347826,0.6386413833532043,478.1,70,0.0,0,46163.805869565214,37562.45663043478,0,Guatemala
Havana,Summer,2018,27.89184782608696,0.77499653221177,266.8,54,0.0,0,47805.852934782604,41367.24836956522,0,Cuba
Helsinki,Summer,2018,16.708152173913046,3.745504830877554,126.8,21,0.0,0,62735.35097826087,45874.26554347826,4,Finland
Honiara,Summer,2018,25.692391304347826,0.8128411298286639,318.5,43,0.0,0,42027.198913043474,33597.181521739134,0,Solomon Islands
Islamabad,Summer,2018,29.359239130434784,2.528930727304913,465.3,46,0.0,0,50221.194565217396,38574.22847826087,4,Pakistan
Jakarta,Summer,2018,26.92391304347826,0.6945026784523205,102.3,25,0.0,0,42589.94391304348,38081.26434782609,0,Indonesia
Jerusalem,Summer,2018,23.161956521739132,1.5905864832589993,9.700000000000001,4,0.0,0,49742.54945652174,45382.22032608696,1,Israel
Kabul,Summer,2018,24.358695652173914,1.8200442075245118,0.2,0,0.0,0,50441.75967391304,46062.37663043479,1,Afghanistan
Kathmandu,Summer,2018,22.92065217391304,0.8138617809964124,2607.5,91,0.0,0,48785.651847826084,24734.71097826087,0,Nepal
Kigali,Summer,2018,19.160326086956523,0.8201292461623914,50.3,11,0.0,0,43300.37423913043,35242.94804347826,3,Rwanda
Kingston,Summer,2018,27.602717391304346,0.5420435554067184,21.0,5,0.0,0,46779.179021739124,42111.3075,1,Jamaica
Kingstown,Summer,2018,27.07608695652174,0.5517941894586306,301.6,67,0.0,0,45896.089347826084,40505.5927173913,0,Saint Vincent and the Grenadines
Kinshasa,Summer,2018,25.682065217391305,0.8309792158883479,10.6,2,0.0,0,42898.471304347826,32256.42304347826,3,Democratic Republic of the Congo
Kuala Lumpur,Summer,2018,26.995652173913044,0.6916556094496265,450.4,64,0.0,0,44152.06913043478,32811.26456521739,0,Malaysia
Kuwait City,Summer,2018,37.79673913043479,1.405988064207424,0.0,0,0.0,0,49154.53021739131,42877.176630434784,1,Kuwait
La Paz,Summer,2018,7.624456521739131,1.3773979004306804,78.6,24,32.83,13,40790.57673913043,36832.25304347826,2,Bolivia
Libreville,Summer,2018,25.535869565217393,0.5559531013778743,115.4,36,0.0,0,43690.083695652174,31947.01456521739,0,Gabon
Lilongwe,Summer,2018,17.9,1.354276904501416,7.0,0,0.0,0,41243.81478260869,36914.04630434783,3,Malawi
Lima,Summer,2018,16.246739130434783,0.5931756752840456,3.4000000000000004,0,0.0,0,41577.31043478261,36365.12739130435,3,Peru
Lisbon,Summer,2018,21.910326086956523,3.3749931871602223,26.8,7,0.0,0,51608.249673913044,44397.162391304344,4,Portugal
Ljubljana,Summer,2018,20.78315217391304,2.7560052031673212,248.4,32,0.0,0,54143.81336956522,42387.79152173913,4,Slovenia
Lobamba,Summer,2018,15.632608695652175,2.822694866034361,68.3,15,0.0,0,38860.06815217391,32505.71032608696,3,Eswatini
Luanda,Summer,2018,22.40869565217391,1.0742901744323963,6.6000000000000005,1,0.0,0,42135.605434782614,37446.68913043478,3,Angola
Luxembourg,Summer,2018,19.007065217391304,3.2674180881443564,149.9,25,0.0,0,55658.70793478261,41653.04608695652,4,Luxembourg
Majuro,Summer,2018,27.269021739130434,0.4665658022978812,1095.9,85,0.0,0,44822.51619565217,33040.38206521739,0,Marshall Islands
Malabo,Summer,2018,25.063043478260873,0.6450517299818712,1527.5,84,0.0,0,44259.123043478256,23678.63695652174,0,Equatorial Guinea
Malé,Summer,2018,27.432608695652174,0.48598120880150336,350.1,47,0.0,0,44330.61630434783,36029.04586956522,0,Maldives
Managua,Summer,2018,28.107608695652175,0.7271022866888588,324.0,65,0.0,0,45707.21119565217,38067.0852173913,0,Nicaragua
Manama,Summer,2018,33.63369565217391,1.0411877382847512,0.0,0,0.0,0,48459.63521739131,42504.314456521744,1,Bahrain
Manila,Summer,2018,27.195652173913043,0.933552007236342,1574.9,85,0.0,0,46150.96456521739,26877.230760869566,0,Philippines
Maputo,Summer,2018,20.305978260869566,2.131950074556469,39.6,7,0.0,0,38976.82402173913,33515.081413043474,3,Mozambique
Maseru,Summer,2018,8.449456521739132,2.7388986172276453,59.800000000000004,7,0.42,0,38257.42619565217,34386.74010869565,3,Lesotho
