capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Winter,2023,27.707777777777775,1.2128967811598057,1.9,0,0.0,0,42113.89,38622.14444444444,3,Nigeria,9.055555555,7.491388888
Accra,Winter,2023,27.88666666666667,0.7319283442548156,48.8,14,0.0,0,42693.752888888885,36328.26122222222,3,Ghana,5.55602,-0.1969
Addis Ababa,Winter,2023,15.142777777777777,0.9809294237263372,16.0,3,0.0,0,42113.89,38408.47588888889,3,Ethiopia,9.027222222,38.736944444
Algiers,Winter,2023,12.933333333333334,2.5638804859172786,360.6,36,2.24,1,36517.44777777778,28898.284,0,Algeria,36.776388888,3.058611111
Alofi,Winter,2023,26.421111111111113,0.6008878158948525,581.6,52,0.0,0,46961.972111111114,36884.564333333336,2,Niue,-19.056,-169.921
Amman,Winter,2023,10.838333333333335,3.2269149875815826,179.5,22,2.24,1,37709.68211111111,30390.449888888892,0,Jordan,31.95,35.933333333
Amsterdam,Winter,2023,5.870555555555556,3.24922544309024,295.8,45,19.25,5,31065.775555555552,11677.578111111112,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Winter,2023,4.374444444444444,4.539645858362832,47.1,7,64.33,18,34887.162333333334,25474.32988888889,4,Andorra,42.507222222,1.522222222
Antananarivo,Winter,2023,20.903333333333332,1.2738466914265705,835.1,60,0.0,0,46921.72466666666,33740.574,2,Madagascar,-18.91,47.525
Apia,Winter,2023,25.25722222222222,0.7392511056829288,1100.8,83,0.0,0,45987.143444444446,33241.022,2,Samoa,-13.833333333,-171.833333333
Asmara,Winter,2023,14.828888888888887,1.593261402792387,72.7,18,0.0,0,41018.47222222222,37756.034999999996,3,Eritrea,15.333333333,38.916666666
Astana,Winter,2023,-11.395555555555557,7.923654830169307,20.2,8,54.11,17,31629.76288888889,16079.961555555556,1,Kazakhstan,51.133333333,71.433333333
Asunción,Winter,2023,28.033888888888892,2.4963549582147264,491.0,35,0.0,0,48202.971,38908.224,2,Paraguay,-25.28,-57.634444444
Athens,Winter,2023,10.893333333333333,3.393352722106738,164.5,16,16.73,1,36198.90311111111,27744.835333333336,0,Greece,37.984166666,23.728055555
Avarua,Winter,2023,25.27111111111111,0.9798239287422168,369.3,38,0.0,0,47371.24844444445,36955.84377777778,2,Cook Islands,-21.207,-159.771
Baghdad,Winter,2023,13.003333333333332,3.19680142108369,69.9,13,0.0,0,37395.85388888889,28973.602000000003,0,Iraq,33.315277777,44.366111111
Baku,Winter,2023,6.288888888888889,3.1455227480185424,62.800000000000004,14,7.91,4,35526.13877777778,19504.02411111111,4,Azerbaijan,40.366655555,49.835183333
Bamako,Winter,2023,27.32611111111111,2.2066577983912685,0.0,0,0.0,0,41499.40477777778,37972.714,3,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Winter,2023,26.489444444444448,0.6065881024982134,1018.2,80,0.0,0,42811.262444444445,32092.825999999997,2,Brunei,4.916666666,114.916666666
Bangui,Winter,2023,27.915555555555557,1.0525422525999215,44.4,6,0.0,0,42893.40433333333,36715.931333333334,3,Central African Republic,4.37325,18.562833333
