capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2009,25.766483516483518,0.9402143651865001,403.4,54,0.0,0,42962.68934065934,32392.787362637362,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2009,28.910869565217393,1.735185743722379,213.5,29,0.0,0,44334.957065217386,36648.83489130435,Abuja_in_Spring,1,Nigeria,9.055555555,7.491388888
Abuja,Summer,2009,24.926086956521736,0.9562540888620353,834.6,78,0.0,0,45160.77097826087,26520.917826086956,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2009,28.175,1.1465936360769382,1.7000000000000002,0,0.0,0,42118.95377777777,38959.870444444445,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2009,26.256593406593407,0.9244881103498652,62.4,19,0.0,0,43210.25582417582,38058.328681318686,Accra_in_Autumn,1,Ghana,5.55602,-0.1969
Accra,Spring,2009,28.118478260869566,0.6947494366618804,141.3,23,0.0,0,44054.95336956521,37592.14717391304,Accra_in_Spring,1,Ghana,5.55602,-0.1969
Accra,Summer,2009,25.00597826086957,0.8464159211700399,390.7,43,0.0,0,44568.49652173913,30581.271195652174,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2009,28.04722222222222,0.5134899926330907,50.1,13,0.0,0,42696.82155555556,37719.72822222222,Accra_in_Winter,1,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2009,14.989560439560439,1.027199982788067,269.1,28,0.0,0,42962.68934065934,38969.56307692308,Addis Ababa_in_Autumn,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2009,18.247826086956522,1.200226925509749,160.0,17,0.0,0,44334.957065217386,39838.42934782609,Addis Ababa_in_Spring,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2009,16.365760869565218,1.4213816476731738,965.9,75,0.0,0,45160.77097826087,36459.90913043478,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2009,15.543888888888889,1.040036402176714,94.4,18,0.0,0,42118.95377777777,38230.73033333333,Addis Ababa_in_Winter,1,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2009,19.708791208791208,3.298666341675016,164.6,28,0.0,0,40621.41857142857,35306.23120879121,Algiers_in_Autumn,1,Algeria,36.776388888,3.058611111
