capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Summer,2002,24.903260869565216,0.9871093426141612,781.5,75,0.0,0,45164.755217391306,26102.995217391304,0,Nigeria,9.055555555,7.491388888
Accra,Summer,2002,24.958695652173912,0.6616499811556737,231.1,44,0.0,0,44570.98217391304,32158.045326086954,0,Ghana,5.55602,-0.1969
Addis Ababa,Summer,2002,15.742934782608694,0.5917278444131211,1142.8,85,0.0,0,45164.755217391306,36446.38347826087,0,Ethiopia,9.027222222,38.736944444
Algiers,Summer,2002,24.6875,2.2828869446816253,38.3,6,0.0,0,51065.58576086956,45329.76619565218,1,Algeria,36.776388888,3.058611111
Alofi,Summer,2002,24.180434782608696,1.0453706562204452,203.1,28,0.0,0,40308.166739130436,32203.37793478261,0,Niue,-19.056,-169.921
Amman,Summer,2002,24.956521739130434,2.6459300842069187,0.0,0,0.0,0,49784.89923913044,45872.20434782608,1,Jordan,31.95,35.933333333
Amsterdam,Summer,2002,17.33532608695652,2.512556795525341,314.3,38,0.0,0,57062.708478260865,36819.69695652174,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Summer,2002,18.139673913043477,3.6896837027805964,220.7,31,0.14,0,52834.94260869565,44588.46891304348,4,Andorra,42.507222222,1.522222222
Antananarivo,Summer,2002,14.26141304347826,1.368846937173918,7.2,1,0.0,0,40347.53282608696,29220.024673913045,3,Madagascar,-18.91,47.525
Apia,Summer,2002,26.005434782608695,0.7054130004433278,305.4,59,0.0,0,41265.79347826087,37084.98923913043,0,Samoa,-13.833333333,-171.833333333
Asmara,Summer,2002,19.09836956521739,1.0995366428426394,617.0,57,0.0,0,46296.112065217385,38190.6925,0,Eritrea,15.333333333,38.916666666
Astana,Summer,2002,18.016847826086956,3.653797341062538,137.0,31,0.0,0,56431.30347826087,44134.032934782605,4,Kazakhstan,51.133333333,71.433333333
Asunción,Summer,2002,18.79021739130435,5.10991945878784,313.0,27,0.0,0,39101.15641304348,26272.227065217394,3,Paraguay,-25.28,-57.634444444
Athens,Summer,2002,26.63913043478261,2.3341919335821144,29.9,8,0.0,0,51409.690434782606,46143.09880434782,1,Greece,37.984166666,23.728055555
Avarua,Summer,2002,22.661956521739132,1.195489912110094,98.0,17,0.0,0,39908.65989130435,32818.17554347826,3,Cook Islands,-21.207,-159.771
Baghdad,Summer,2002,36.94130434782608,2.5682080884296328,0.0,0,0.0,0,50120.8847826087,45570.097282608695,1,Iraq,33.315277777,44.366111111
Baku,Summer,2002,24.734239130434784,3.1670776329918158,9.6,4,0.0,0,52139.02706521739,44881.28913043479,1,Azerbaijan,40.366655555,49.835183333
Bamako,Summer,2002,27.65869565217391,2.292397956261305,529.3,58,0.0,0,45797.86239130435,35818.01902173913,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Summer,2002,28.342934782608697,0.9788864923629929,305.6,48,0.0,0,44451.09032608696,38310.55173913043,0,Brunei,4.916666666,114.916666666
Bangui,Summer,2002,26.695652173913043,0.9469050851721595,306.7,58,0.0,0,44367.372282608696,37178.02456521739,0,Central African Republic,4.37325,18.562833333
Basseterre,Summer,2002,27.01195652173913,0.4695315391118394,132.9,32,0.0,0,46663.231847826086,42802.843043478264,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Summer,2002,26.00978260869565,3.2706590989023434,282.8,29,0.0,0,51984.04358695652,35551.20010869565,4,People's Republic of China,39.90403,116.407526
Beirut,Summer,2002,25.89945652173913,2.4887051949838117,0.7,0,0.0,0,50284.17510869566,46045.26152173913,1,Lebanon,33.886944444,35.513055555
Belgrade,Summer,2002,23.04836956521739,2.9879377566717933,187.1,32,0.0,0,53667.977608695655,41466.711956521736,4,Serbia,44.817777777,20.456944444
Belmopan,Summer,2002,27.188043478260873,0.9203251206824663,352.7,70,0.0,0,46649.96880434782,38161.49858695652,0,Belize,17.25,-88.7675
Berlin,Summer,2002,18.942934782608695,2.8106311277645992,246.0,33,0.0,0,57178.78130434782,36641.876521739134,4,Germany,52.516666666,13.383333333
Bishkek,Summer,2002,20.400543478260868,2.869329042116819,218.3,27,0.0,0,52956.315217391304,45083.271195652174,4,Kyrgyzstan,42.866666666,74.566666666
Bissau,Summer,2002,27.27282608695652,0.9700575785414047,530.2,60,0.0,0,45659.71652173913,33621.54358695652,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Summer,2002,15.909239130434784,1.123449587278077,90.1,11,0.0,0,44403.232065217395,32231.733695652172,3,Colombia,4.60971,-74.08175
Brasília,Summer,2002,21.082065217391303,1.3678928513749937,1.1,0,0.0,0,40914.230434782614,37233.37760869565,3,Brazil,-15.793888888,-47.882777777
Bratislava,Summer,2002,20.891847826086956,2.6368820787945277,281.2,33,0.0,0,55005.64336956522,40743.35043478261,4,Slovakia,48.144722222,17.112777777
Brazzaville,Summer,2002,24.757608695652173,0.6468407918749747,12.5,4,0.0,0,42909.470108695656,31498.856521739133,3,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,Summer,2002,27.12173913043478,0.4393616965895018,213.3,44,0.0,0,45886.286630434784,41976.32467391305,0,Barbados,13.0975,-59.616666666
Bucharest,Summer,2002,22.835869565217394,3.0136623523561177,380.5,41,0.0,0,53510.67141304347,42607.63315217391,4,Romania,44.413361111,26.097777777
Budapest,Summer,2002,21.867934782608696,2.800849375898173,255.5,31,0.0,0,54733.655760869566,42013.79956521739,4,Hungary,47.498333333,19.040833333
Buenos Aires,Summer,2002,11.334239130434783,3.9136976230983134,204.20000000000002,21,0.0,0,36998.7272826087,25627.434891304347,3,Argentina,-34.599722222,-58.381944444
Cairo,Summer,2002,28.610326086956523,2.132075010064787,0.1,0,0.0,0,49326.19673913043,44756.475326086955,1,Egypt,30.044444444,31.235833333
Canberra,Summer,2002,6.303260869565217,1.970619419936839,75.9,15,0.0,0,36821.51945652174,29884.030869565217,3,Australia,-35.293055555,149.126944444
Castries,Summer,2002,27.765760869565216,0.4461021262260596,129.5,43,0.0,0,46051.628152173915,41966.64684782609,0,Saint Lucia,14.016666666,-60.983333333
Cetinje,Summer,2002,19.264130434782608,2.5231382657465566,567.4,49,0.0,0,52786.84586956522,41426.99956521739,4,Montenegro,42.389444444,18.924722222
Chișinău,Summer,2002,22.08532608695652,3.3110582124005874,222.6,36,0.0,0,54527.637717391306,42578.62152173913,4,Moldova,47.022777777,28.835277777
City of Brussels,Summer,2002,17.67771739130435,2.5833826973588123,232.5,39,0.0,0,56288.85597826087,34191.35586956522,4,Belgium,50.846666666,4.351666666
Commune of Monaco,Summer,2002,21.669021739130436,2.2833708741623164,244.0,31,0.0,0,53279.752934782606,45166.68695652174,4,Monaco,43.730555555,7.425277777
Conakry,Summer,2002,25.733695652173914,0.6961080461027729,2089.0,90,0.0,0,45250.61543478261,26690.621195652173,0,Guinea,9.509166666,-13.712222222
