capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Spring,1995,28.720652173913045,1.9201240827280266,313.5,36,0.0,0,44319.06760869565,35958.8127173913,1,Nigeria,9.055555555,7.491388888
Accra,Spring,1995,28.08423913043478,0.7796142096028125,194.1,34,0.0,0,44045.1072826087,38105.925652173915,1,Ghana,5.55602,-0.1969
Addis Ababa,Spring,1995,17.117391304347827,0.7905497733219474,349.3,35,0.0,0,44319.06760869565,39176.152717391305,1,Ethiopia,9.027222222,38.736944444
Algiers,Spring,1995,15.546195652173912,3.330026842907784,117.8,15,0.0,0,47061.2122826087,40272.62880434783,3,Algeria,36.776388888,3.058611111
Alofi,Spring,1995,25.72717391304348,0.8889249292608713,556.8,48,0.0,0,42102.02489130435,34020.191847826085,4,Niue,-19.056,-169.921
Amman,Spring,1995,16.659782608695654,5.414288377389993,24.9,7,0.0,0,46465.40913043478,42080.34858695652,3,Jordan,31.95,35.933333333
Amsterdam,Spring,1995,8.798913043478262,3.80555535405741,212.6,35,4.970000000000001,3,49814.695869565214,35940.49,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Spring,1995,8.382065217391304,4.455201809181612,136.4,21,11.76,4,47881.67391304348,39996.80880434783,2,Andorra,42.507222222,1.522222222
Antananarivo,Spring,1995,18.707608695652173,1.7421714186014237,118.9,25,0.0,0,42119.754782608696,33914.46934782609,1,Madagascar,-18.91,47.525
Apia,Spring,1995,26.554891304347827,0.6905587713054212,783.3,87,0.0,0,42534.5175,35276.070978260876,4,Samoa,-13.833333333,-171.833333333
Asmara,Spring,1995,17.469565217391306,1.574329728678539,146.2,32,0.0,0,44842.740760869565,40275.73565217391,1,Eritrea,15.333333333,38.916666666
Astana,Spring,1995,5.090760869565218,9.36345458857457,58.7,11,11.27,3,49529.48173913044,37671.70097826087,2,Kazakhstan,51.133333333,71.433333333
Asunción,Spring,1995,21.83478260869565,4.458223289302213,397.2,31,0.0,0,41560.41086956522,30980.997826086954,4,Paraguay,-25.28,-57.634444444
Athens,Spring,1995,15.095652173913043,4.535904698968784,69.2,14,0.0,0,47221.0822826087,39761.88086956522,3,Greece,37.984166666,23.728055555
Avarua,Spring,1995,25.02173913043478,1.0722346068274242,547.8,51,0.0,0,41922.321739130435,32086.29293478261,4,Cook Islands,-21.207,-159.771
Baghdad,Spring,1995,24.40380434782609,6.644419428642142,42.4,10,0.0,0,46621.806304347825,40243.707065217386,3,Iraq,33.315277777,44.366111111
Baku,Spring,1995,13.471739130434784,4.810532768167872,52.5,12,3.4299999999999997,1,47559.48336956521,36724.939456521744,2,Azerbaijan,40.366655555,49.835183333
Bamako,Spring,1995,31.250543478260873,1.5874766514717598,96.5,21,0.0,0,44611.869456521745,39017.03760869565,1,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Spring,1995,27.590760869565216,0.7035986519794987,432.1,65,0.0,0,43989.87315217392,36670.75076086957,4,Brunei,4.916666666,114.916666666
Bangui,Spring,1995,27.741304347826084,1.2122680744688812,404.3,53,0.0,0,43951.32228260869,33367.98793478261,4,Central African Republic,4.37325,18.562833333
Basseterre,Spring,1995,25.65108695652174,0.9992023813767021,41.800000000000004,10,0.0,0,45013.06489130435,41799.52902173913,3,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Spring,1995,12.980978260869565,6.668973768159639,42.4,8,0.0,0,47487.63,37107.81195652174,3,People's Republic of China,39.90403,116.407526
Beirut,Spring,1995,16.19728260869565,4.3703758239231085,136.7,14,0.0,0,46697.797826086964,41149.67760869565,3,Lebanon,33.886944444,35.513055555
Belgrade,Spring,1995,11.245652173913042,5.54925820294589,179.9,38,5.67,2,48266.213152173914,32834.76,2,Serbia,44.817777777,20.456944444
Belmopan,Spring,1995,28.017934782608698,1.6676228643425273,194.5,18,0.0,0,45006.90847826087,40316.15565217391,1,Belize,17.25,-88.7675
Berlin,Spring,1995,8.295108695652173,5.007132603709667,156.7,34,6.0200000000000005,2,49866.9602173913,31709.582934782607,2,Germany,52.516666666,13.383333333
Bishkek,Spring,1995,7.944021739130435,6.44713004721295,231.4,27,11.06,2,47937.78326086956,38647.38173913043,2,Kyrgyzstan,42.866666666,74.566666666
Bissau,Spring,1995,29.602717391304346,0.9380059552059951,0.7,0,0.0,0,44547.92293478261,41309.265326086956,3,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Spring,1995,14.891847826086956,0.7622363415141609,780.0,65,0.0,0,43967.83347826087,29123.479565217393,4,Colombia,4.60971,-74.08175
Brasília,Spring,1995,21.50163043478261,1.1738321548904487,427.2,52,0.0,0,42375.45695652174,34012.72608695652,4,Brazil,-15.793888888,-47.882777777
Bratislava,Spring,1995,9.555978260869566,5.056205209482835,206.0,32,9.17,3,48880.44391304348,32172.929130434783,2,Slovakia,48.144722222,17.112777777
Brazzaville,Spring,1995,26.029347826086955,0.5862036632693315,367.3,58,0.0,0,43282.44119565217,33164.044565217395,4,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,Spring,1995,26.682608695652174,0.8087581982399057,71.0,21,0.0,0,44652.81478260869,41892.642173913046,1,Barbados,13.0975,-59.616666666
Bucharest,Spring,1995,10.88913043478261,5.776899935252532,177.7,29,15.68,5,48193.70489130435,33669.04836956522,2,Romania,44.413361111,26.097777777
