capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Autumn,2000,25.652747252747254,1.3246459199298537,387.6,46,0.0,0,42958.429780219776,33968.61560439561,0,Nigeria,9.055555555,7.491388888
Accra,Autumn,2000,26.133516483516484,1.0476973413967001,68.4,22,0.0,0,43207.65406593407,36133.48428571429,3,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2000,14.331318681318683,0.8279710257829189,433.6,42,0.0,0,42958.429780219776,38704.32230769231,3,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2000,19.49120879120879,3.7900204734612157,169.4,27,0.0,0,40601.00912087912,34569.496043956045,3,Algeria,36.776388888,3.058611111
Alofi,Autumn,2000,24.718131868131866,0.7983495643275711,455.5,50,0.0,0,45066.12164835165,35076.89791208791,0,Niue,-19.056,-169.921
Amman,Autumn,2000,18.76208791208791,4.772958206042661,12.7,4,0.0,0,41095.92648351649,36655.080439560435,4,Jordan,31.95,35.933333333
Amsterdam,Autumn,2000,11.776373626373628,3.670424897136423,265.1,52,0.0,0,38390.533626373624,20044.931978021978,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2000,10.334615384615384,5.775872672437051,178.9,29,0.35,0,39930.650879120876,30777.223956043956,1,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2000,18.2,1.943236132503374,90.8,15,0.0,0,45048.445054945056,36679.30703296703,3,Madagascar,-18.91,47.525
Apia,Autumn,2000,26.187912087912085,0.5302169712768882,629.4,80,0.0,0,44638.59472527473,39306.297362637364,0,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2000,16.583516483516483,1.4010721082453443,166.5,24,0.0,0,42490.127252747254,38327.39835164835,3,Eritrea,15.333333333,38.916666666
Astana,Autumn,2000,-0.09615384615384608,11.125916268807384,21.2,7,53.199999999999996,17,38614.82813186813,19660.311648351646,2,Kazakhstan,51.133333333,71.433333333
Asunción,Autumn,2000,23.207142857142856,4.065802991815264,518.4,43,0.0,0,45611.95285714286,33339.03065934066,3,Paraguay,-25.28,-57.634444444
Athens,Autumn,2000,19.26978021978022,4.1991988595768,36.8,10,0.0,0,40469.44065934066,34254.87791208791,4,Greece,37.984166666,23.728055555
Avarua,Autumn,2000,23.56923076923077,1.3587937712620362,172.4,29,0.0,0,45245.97714285714,37538.115824175824,3,Cook Islands,-21.207,-159.771
Baghdad,Autumn,2000,25.40934065934066,6.519436376831268,27.7,5,0.0,0,40965.26967032967,36176.676043956046,4,Iraq,33.315277777,44.366111111
Baku,Autumn,2000,16.400549450549452,5.378710577129752,92.8,13,0.0,0,40192.50076923077,26180.959010989012,1,Azerbaijan,40.366655555,49.835183333
Bamako,Autumn,2000,26.57032967032967,0.9740231009688639,208.3,31,0.0,0,42695.32153846154,36674.497142857144,3,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Autumn,2000,26.74175824175824,0.6721137360870366,643.6,76,0.0,0,43258.268461538464,34963.37527472527,0,Brunei,4.916666666,114.916666666
Bangui,Autumn,2000,25.832967032967034,0.772881325525172,566.6,73,0.0,0,43293.67098901099,32227.058791208794,0,Central African Republic,4.37325,18.562833333
Basseterre,Autumn,2000,26.609340659340656,0.6275132618302925,221.20000000000002,48,0.0,0,42339.96703296703,37830.795054945054,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Autumn,2000,12.021978021978022,8.353110560980022,97.4,15,2.5900000000000003,2,40251.13384615385,28590.850329670327,1,People's Republic of China,39.90403,116.407526
Beirut,Autumn,2000,20.92032967032967,3.7411746374484696,69.6,15,0.0,0,40901.98252747253,35545.604395604394,4,Lebanon,33.886944444,35.513055555
Belgrade,Autumn,2000,15.331868131868132,4.151529279698676,68.6,17,0.0,0,39620.263076923075,29101.124945054948,1,Serbia,44.817777777,20.456944444
Belmopan,Autumn,2000,24.795604395604396,1.4493417730444305,504.3,70,0.0,0,42345.37692307692,32148.61824175824,0,Belize,17.25,-88.7675
Berlin,Autumn,2000,11.235714285714286,3.885323422218297,104.9,24,0.0,0,38349.533626373624,18852.675714285713,1,Germany,52.516666666,13.383333333
Bishkek,Autumn,2000,7.45,7.990772456054824,142.7,22,39.9,11,39885.22098901099,30352.741868131867,2,Kyrgyzstan,42.866666666,74.566666666
Bissau,Autumn,2000,26.913736263736265,1.0021661520611211,538.6,51,0.0,0,42752.504725274724,32753.446153846155,0,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Autumn,2000,14.512637362637363,0.8372439378564721,511.09999999999997,59,0.0,0,43278.500549450546,33409.52230769231,0,Colombia,4.60971,-74.08175
Brasília,Autumn,2000,22.897802197802196,1.5503388892595944,374.5,39,0.0,0,44794.93483516484,37486.04846153846,3,Brazil,-15.793888888,-47.882777777
Bratislava,Autumn,2000,12.772527472527472,4.173482849666341,142.9,24,0.0,0,39128.83846153846,23531.660879120882,1,Slovakia,48.144722222,17.112777777
Brazzaville,Autumn,2000,25.618681318681322,0.6456542053369955,254.7,45,0.0,0,43917.87307692308,33549.62560439561,0,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,Autumn,2000,26.754945054945054,0.6016207251645319,464.2,62,0.0,0,42658.787472527474,36975.23604395604,0,Barbados,13.0975,-59.616666666
Bucharest,Autumn,2000,12.896153846153846,4.5724369309132635,111.5,17,0.0,0,39678.62054945055,25377.80978021978,1,Romania,44.413361111,26.097777777
Budapest,Autumn,2000,13.131868131868131,4.16316864154854,135.9,23,0.0,0,39228.05505494505,25925.67659340659,1,Hungary,47.498333333,19.040833333
Buenos Aires,Autumn,2000,16.085714285714285,3.472449389394287,345.4,30,0.0,0,46577.515054945055,32842.99098901099,3,Argentina,-34.599722222,-58.381944444
Cairo,Autumn,2000,22.713736263736262,3.518972908345605,1.6,1,0.0,0,41275.268461538464,37068.90945054945,4,Egypt,30.044444444,31.235833333
Canberra,Autumn,2000,12.575274725274724,3.8792852550894072,249.20000000000002,38,0.0,0,46659.574065934066,34009.135274725275,3,Australia,-35.293055555,149.126944444
Castries,Autumn,2000,27.04230769230769,0.7413921992861732,340.6,66,0.0,0,42590.61098901099,38193.00538461539,0,Saint Lucia,14.016666666,-60.983333333
Cetinje,Autumn,2000,12.70989010989011,3.285517207552461,1073.3,46,0.0,0,39948.673736263736,26659.843626373626,1,Montenegro,42.389444444,18.924722222
Chișinău,Autumn,2000,11.42802197802198,4.361365795196684,140.4,18,1.19,1,39303.44945054945,21176.276373626373,1,Moldova,47.022777777,28.835277777
City of Brussels,Autumn,2000,11.981318681318681,3.781465385796946,249.5,42,0.0,0,38665.72043956044,20297.165384615386,1,Belgium,50.846666666,4.351666666
Commune of Monaco,Autumn,2000,15.764285714285714,3.737588986040523,602.1,32,0.0,0,39764.50142857143,28710.315714285713,1,Monaco,43.730555555,7.425277777
Conakry,Autumn,2000,26.040109890109893,0.7221195568994476,884.8,71,0.0,0,42922.59010989011,31800.341208791207,0,Guinea,9.509166666,-13.712222222
Copenhagen,Autumn,2000,10.732967032967034,2.838654021619518,211.0,40,0.0,0,37691.31912087912,18016.922637362637,1,Denmark,55.676111111,12.568888888
