capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,1996,25.50934065934066,1.2654360708184524,474.1,46,0.0,0,42959.12263736264,32873.976263736266,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,1996,28.757608695652173,1.5293095257069629,227.2,37,0.0,0,44338.61141304348,36302.29586956521,Abuja_in_Spring,1,Nigeria,9.055555555,7.491388888
Abuja,Summer,1996,24.383152173913043,0.9336586774829315,773.2,86,0.0,0,45158.940434782606,25255.094239130434,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,1996,27.845604395604393,1.1576952283559936,6.0,2,0.0,0,42117.296593406594,38895.78494505495,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,1996,25.92142857142857,1.1268969897008407,84.9,21,0.0,0,43208.07835164835,36890.36681318681,Accra_in_Autumn,1,Ghana,5.55602,-0.1969
Accra,Spring,1996,27.852717391304346,0.8685077555511285,256.6,44,0.0,0,44057.21793478261,36540.5952173913,Accra_in_Spring,1,Ghana,5.55602,-0.1969
Accra,Summer,1996,25.13858695652174,0.6455725485430653,273.5,57,0.0,0,44567.35445652174,32893.85554347826,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,1996,27.557142857142853,0.629089793474642,72.9,12,0.0,0,42695.827032967034,37282.87,Accra_in_Winter,1,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,1996,14.604395604395604,0.8144748939466161,431.2,32,0.0,0,42959.12263736264,38739.08747252747,Addis Ababa_in_Autumn,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,1996,16.421739130434784,0.7763079833708978,508.1,59,0.0,0,44338.61141304348,38350.330434782605,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,1996,15.231521739130434,0.5608920187211386,1151.9,92,0.0,0,45158.940434782606,32513.63119565217,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,1996,15.366483516483516,1.1568889062446486,80.0,18,0.0,0,42117.296593406594,38889.52626373627,Addis Ababa_in_Winter,1,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,1996,18.662637362637362,3.044326174364676,115.5,22,0.0,0,40604.33373626374,34818.22989010989,Algiers_in_Autumn,1,Algeria,36.776388888,3.058611111
Algiers,Spring,1996,15.360869565217392,3.0389940687393233,240.9,25,0.0,0,47153.62076086957,38543.260217391304,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,1996,23.88478260869565,2.785961068123678,25.0,6,0.0,0,51037.98380434782,45250.0225,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,1996,13.08956043956044,2.6337185001387553,318.2,41,0.0,0,36533.815274725275,28464.680659340658,Algiers_in_Winter,1,Algeria,36.776388888,3.058611111
Alofi,Autumn,1996,24.504945054945054,0.7698143695815002,193.8,32,0.0,0,45064.58175824176,38899.35505494505,Alofi_in_Autumn,1,Niue,-19.056,-169.921
Alofi,Spring,1996,25.964673913043477,0.9339017185824932,733.1,58,0.0,0,42060.19445652174,32753.649891304347,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,1996,24.345108695652176,1.214112523131469,201.3,35,0.0,0,40320.39184782608,34057.06760869565,Alofi_in_Summer,1,Niue,-19.056,-169.921
Alofi,Winter,1996,26.07747252747253,0.46303729968928203,862.5,74,0.0,0,46954.331758241766,36009.45395604396,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,1996,19.475824175824176,4.468590149510016,27.7,8,0.0,0,41098.68648351649,36596.001648351645,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,1996,16.296739130434784,5.604373313662425,57.4,15,0.0,0,46542.14380434782,41148.03586956522,Amman_in_Spring,1,Jordan,31.95,35.933333333
Amman,Summer,1996,25.703804347826086,2.2544246323259594,0.0,0,0.0,0,49762.06489130435,45828.67293478261,Amman_in_Summer,4,Jordan,31.95,35.933333333
Amman,Winter,1996,10.182967032967033,2.399690023734777,72.1,19,0.0,0,37723.28626373626,32047.176043956046,Amman_in_Winter,1,Jordan,31.95,35.933333333
Amsterdam,Autumn,1996,10.432417582417584,3.7151370067930176,214.3,39,7.21,3,38396.44516483517,21821.915274725274,Amsterdam_in_Autumn,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Spring,1996,7.163586956521739,4.330933351559704,87.1,25,0.84,0,49979.65728260869,29621.879347826085,Amsterdam_in_Spring,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Summer,1996,16.039130434782606,2.621202916611485,191.6,36,0.0,0,57011.993043478265,38589.870217391304,Amsterdam_in_Summer,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Winter,1996,0.45219780219780226,3.8677865625927312,95.8,17,7.9799999999999995,3,31094.58098901099,13758.846703296704,Amsterdam_in_Winter,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,1996,9.07857142857143,4.814481296955068,248.7,27,18.13,5,39934.74879120879,31258.4810989011,Andorra la Vella_in_Autumn,2,Andorra,42.507222222,1.522222222
Andorra la Vella,Spring,1996,7.947282608695652,4.417288488381116,236.4,31,9.24,3,47995.62880434782,39204.536630434784,Andorra la Vella_in_Spring,2,Andorra,42.507222222,1.522222222
Andorra la Vella,Summer,1996,17.44891304347826,3.1157520590467986,240.1,38,0.0,0,52800.67891304348,44762.041739130436,Andorra la Vella_in_Summer,1,Andorra,42.507222222,1.522222222
Andorra la Vella,Winter,1996,1.6593406593406594,2.835488514523576,279.9,35,38.64,11,34907.295934065936,23376.89571428571,Andorra la Vella_in_Winter,0,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,1996,18.65879120879121,2.5197507968337027,13.9,4,0.0,0,45046.923736263736,39712.91725274725,Antananarivo_in_Autumn,4,Madagascar,-18.91,47.525
Antananarivo,Spring,1996,18.88532608695652,1.67767398572813,230.2,28,0.0,0,42078.42739130434,33879.937173913044,Antananarivo_in_Spring,1,Madagascar,-18.91,47.525
Antananarivo,Summer,1996,14.405434782608696,1.5985305154693683,10.9,2,0.0,0,40359.61,31505.320869565217,Antananarivo_in_Summer,4,Madagascar,-18.91,47.525
