capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Spring,2014,28.491847826086957,1.5338538186633648,317.2,39,0.0,0,44329.15989130435,35966.185,4,Nigeria,9.055555555,7.491388888
Accra,Spring,2014,28.059782608695652,0.744512493730355,201.2,44,0.0,0,44051.36043478261,36978.23195652174,4,Ghana,5.55602,-0.1969
Addis Ababa,Spring,2014,17.139130434782608,1.029478318942868,362.6,37,0.0,0,44329.15989130435,38516.39043478261,4,Ethiopia,9.027222222,38.736944444
Algiers,Spring,2014,15.92608695652174,2.9097645222204935,165.9,19,0.0,0,47108.929673913044,41225.47989130435,3,Algeria,36.776388888,3.058611111
Alofi,Spring,2014,26.032608695652176,0.8822870749143463,481.1,48,0.0,0,42080.423804347825,32171.91184782609,4,Niue,-19.056,-169.921
Amman,Spring,2014,17.724456521739132,4.270004597400936,58.9,9,0.0,0,46505.03304347826,41022.95195652174,1,Jordan,31.95,35.933333333
Amsterdam,Spring,2014,10.961413043478261,3.277463030368519,187.3,34,0.0,0,49899.87923913043,34659.322717391304,3,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Spring,2014,9.040760869565217,3.6433963244962917,207.1,25,7.63,2,47940.51782608695,39519.11065217391,2,Andorra,42.507222222,1.522222222
Antananarivo,Spring,2014,18.786956521739132,1.9693094338982162,60.9,12,0.0,0,42098.41391304348,34845.88836956522,1,Madagascar,-18.91,47.525
Apia,Spring,2014,26.75597826086957,0.5503666306142164,460.7,69,0.0,0,42519.215,37809.14119565218,4,Samoa,-13.833333333,-171.833333333
Asmara,Spring,2014,18.008152173913043,1.3181171464454347,178.3,33,0.0,0,44860.1172826087,39968.17184782609,1,Eritrea,15.333333333,38.916666666
Astana,Spring,2014,5.1233695652173905,8.773058944663262,63.9,17,7.49,2,49610.75304347826,37095.84608695652,2,Kazakhstan,51.133333333,71.433333333
Asunción,Spring,2014,22.91141304347826,4.157120881730828,627.5,36,0.0,0,41530.84217391304,29821.480000000003,4,Paraguay,-25.28,-57.634444444
Athens,Spring,2014,16.03369565217391,3.9365650552006684,108.3,17,0.0,0,47270.96793478261,39882.544130434784,3,Greece,37.984166666,23.728055555
Avarua,Spring,2014,25.462500000000002,1.0819605982953986,577.5,41,0.0,0,41898.086956521736,34645.95456521739,4,Cook Islands,-21.207,-159.771
Baghdad,Spring,2014,25.49836956521739,6.245620228427667,28.1,8,0.0,0,46663.55684782609,41007.49163043478,1,Iraq,33.315277777,44.366111111
Baku,Spring,2014,13.928804347826087,5.817094143040139,38.7,14,2.59,1,47613.958695652174,38142.75978260869,3,Azerbaijan,40.366655555,49.835183333
Bamako,Spring,2014,31.534239130434784,2.235895097548897,63.8,12,0.0,0,44626.041739130436,39434.815,1,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Spring,2014,27.269565217391307,0.7650309381713252,404.7,63,0.0,0,43995.349565217395,35489.4072826087,4,Brunei,4.916666666,114.916666666
Bangui,Spring,2014,27.72119565217391,1.1150871866482215,314.3,43,0.0,0,43956.25673913043,35877.66347826087,4,Central African Republic,4.37325,18.562833333
Basseterre,Spring,2014,25.279891304347824,0.6688541859937439,118.9,23,0.0,0,45032.7975,40810.312826086956,1,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Spring,2014,15.75163043478261,7.2923467750988324,47.2,7,0.21,0,47541.131630434786,37319.63217391304,3,People's Republic of China,39.90403,116.407526
Beirut,Spring,2014,17.97826086956522,3.559813122856422,154.3,12,0.0,0,46740.58141304348,40804.03565217391,1,Lebanon,33.886944444,35.513055555
Belgrade,Spring,2014,13.061413043478263,3.7919963664150464,352.0,38,0.0,0,48330.274456521736,33131.35836956522,3,Serbia,44.817777777,20.456944444
Belmopan,Spring,2014,26.64945652173913,1.5822590361345787,219.6,35,0.0,0,45026.556521739134,38405.49989130435,4,Belize,17.25,-88.7675
Berlin,Spring,2014,10.805434782608696,3.8525391692551296,168.1,35,0.0,0,49952.86282608695,34249.988586956526,3,Germany,52.516666666,13.383333333
Bishkek,Spring,2014,8.778804347826087,6.402679013874282,178.1,25,13.440000000000001,4,47997.388260869564,38353.744239130436,2,Kyrgyzstan,42.866666666,74.566666666
Bissau,Spring,2014,28.11521739130435,0.9290411910347534,6.5,2,0.0,0,44561.205652173914,40769.10434782609,1,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Spring,2014,15.003260869565217,0.7075652553227126,718.6,66,0.0,0,43972.9997826087,31159.053913043477,4,Colombia,4.60971,-74.08175
Brasília,Spring,2014,21.65869565217391,1.0992657063547913,411.2,46,0.0,0,42357.84565217391,35114.556521739134,4,Brazil,-15.793888888,-47.882777777
Bratislava,Spring,2014,12.141847826086956,3.7994525138709214,177.4,33,0.0,0,48952.854782608694,36868.55739130435,3,Slovakia,48.144722222,17.112777777
Brazzaville,Spring,2014,26.128804347826087,0.7170694977450035,369.2,57,0.0,0,43277.89739130435,32369.26358695652,4,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,Spring,2014,26.256521739130434,0.7285850124737251,39.0,15,0.0,0,44667.55717391304,41189.73130434782,1,Barbados,13.0975,-59.616666666
Bucharest,Spring,2014,12.417934782608697,3.958289268076032,290.0,34,0.0,0,48256.78163043479,30806.05402173913,3,Romania,44.413361111,26.097777777
Budapest,Spring,2014,12.653804347826087,3.695581217173845,159.0,35,0.0,0,48826.63760869565,35657.36282608695,3,Hungary,47.498333333,19.040833333
Buenos Aires,Spring,2014,17.05163043478261,3.447809075682739,309.4,22,0.0,0,40582.89402173913,28424.25304347826,4,Argentina,-34.599722222,-58.381944444
Cairo,Spring,2014,22.01195652173913,3.9519043230205675,1.4,0,0.0,0,46288.55239130435,40936.74391304348,1,Egypt,30.044444444,31.235833333
Canberra,Spring,2014,13.78967391304348,3.6534985343982895,174.8,23,0.0,0,40503.54097826087,30507.028478260872,4,Australia,-35.293055555,149.126944444
Castries,Spring,2014,26.724456521739132,0.7572903752026559,50.6,21,0.0,0,44745.21597826087,41171.54554347826,1,Saint Lucia,14.016666666,-60.983333333
Cetinje,Spring,2014,9.967391304347826,3.3134792542394473,464.6,45,11.9,4,47917.973695652174,32291.686956521742,2,Montenegro,42.389444444,18.924722222
Chișinău,Spring,2014,12.030978260869563,4.5857390166899545,151.4,27,0.07,0,48730.90141304347,33727.27315217391,3,Moldova,47.022777777,28.835277777
City of Brussels,Spring,2014,11.329347826086956,3.3811708110522454,114.8,26,0.0,0,49545.321304347824,35744.9997826087,3,Belgium,50.846666666,4.351666666
Commune of Monaco,Spring,2014,13.758152173913043,2.411286159629669,166.9,24,5.74,2,48148.80423913044,39820.37739130435,3,Monaco,43.730555555,7.425277777
Conakry,Spring,2014,26.644021739130434,0.7252450283666666,81.2,9,0.0,0,44369.38206521739,38806.00282608695,1,Guinea,9.509166666,-13.712222222
Copenhagen,Spring,2014,8.91195652173913,3.689339927004554,144.1,30,0.28,0,50809.01489130435,33962.926847826086,3,Denmark,55.676111111,12.568888888
Dakar,Spring,2014,22.720652173913045,1.791756952432058,0.1,0,0.0,0,44799.427826086954,41346.83739130435,1,Senegal,14.672555555,-17.432
Dhaka,Spring,2014,28.127717391304348,2.9779811375356986,243.7,27,0.0,0,45628.4525,40429.60652173913,1,Bangladesh,23.728888888,90.394444444
Djibouti City,Spring,2014,28.622826086956525,1.9161031460036786,24.8,5,0.0,0,44537.74652173913,40881.15054347826,1,Djibouti,11.595,43.148055555
