capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2021,25.824725274725278,1.0391602813589877,244.2,34,0.0,0,42960.671318681314,34170.21296703297,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2021,28.74836956521739,1.4283520645003633,40.6,4,0.0,0,44337.123043478256,35911.25717391304,Abuja_in_Spring,4,Nigeria,9.055555555,7.491388888
Abuja,Summer,2021,24.848369565217393,1.3135902292922732,476.8,61,0.0,0,45159.5,28514.52152173913,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2021,27.841666666666665,1.3202027849002698,0.0,0,0.0,0,42120.06988888889,38739.07366666666,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2021,26.46483516483517,0.8507674478406247,275.7,55,0.0,0,43209.022967032965,35467.02252747252,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2021,28.035869565217393,0.7418541549357337,139.1,34,0.0,0,44056.29521739131,36880.2075,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2021,25.730434782608693,0.8236196084578218,362.0,61,0.0,0,44567.70336956521,36055.1947826087,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2021,27.953888888888887,0.431825741082759,57.3,12,0.0,0,42697.49788888889,36444.17833333333,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2021,14.264285714285714,0.5970895016794994,314.7,37,0.0,0,42960.671318681314,37712.22637362638,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2021,16.76304347826087,1.144309128996291,218.0,23,0.0,0,44337.123043478256,37706.54641304348,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2021,15.092934782608696,0.9344617514541307,825.4,75,0.0,0,45159.5,32078.392499999998,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2021,15.108333333333333,1.0381284478123611,29.5,7,0.0,0,42120.06988888889,38613.69,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2021,20.22142857142857,4.528687219990795,396.6,35,0.0,0,40611.76714285714,31737.888901098904,Algiers_in_Autumn,2,Algeria,36.776388888,3.058611111
Algiers,Spring,2021,16.264130434782608,2.772731486258219,144.4,24,0.0,0,47146.589782608695,37524.32467391305,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2021,24.429891304347827,2.2198413439818268,22.9,5,0.0,0,51040.6347826087,42423.17336956522,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2021,13.883888888888889,2.3556151869233486,171.9,28,0.0,0,36547.60411111111,30084.023666666664,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2021,24.995054945054946,0.7069124943904092,209.0,39,0.0,0,45061.13769230769,39544.224725274726,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2021,26.196739130434782,0.6440259852372213,382.6,55,0.0,0,42063.384673913046,34714.62032608695,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2021,24.238586956521736,0.9742312624808488,434.8,33,0.0,0,40319.216195652174,33571.508043478265,Alofi_in_Summer,3,Niue,-19.056,-169.921
Alofi,Winter,2021,26.205,0.7654788469765427,816.3,61,0.0,0,46947.95133333334,33553.323,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2021,20.763736263736263,3.5306834869789556,31.5,9,0.0,0,41104.85857142857,36074.21978021978,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,2021,18.169021739130436,6.289013804793631,36.6,9,0.0,0,46536.3027173913,41528.00532608696,Amman_in_Spring,1,Jordan,31.95,35.933333333
Amman,Summer,2021,25.82445652173913,2.617570538793828,0.0,0,0.0,0,49764.258043478265,45910.26260869565,Amman_in_Summer,4,Jordan,31.95,35.933333333
Amman,Winter,2021,11.043333333333333,3.2126435612568955,178.5,30,6.93,1,37734.64633333333,30875.985111111113,Amman_in_Winter,2,Jordan,31.95,35.933333333
Amsterdam,Autumn,2021,11.978571428571428,4.047757560655191,246.4,35,5.6000000000000005,1,38409.66923076923,21182.223406593406,Amsterdam_in_Autumn,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Spring,2021,7.640217391304348,3.1310939626225105,213.4,41,4.2,2,49967.166086956524,33594.27804347826,Amsterdam_in_Spring,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Summer,2021,17.140760869565216,1.7264734008164468,270.2,48,0.0,0,57016.84391304348,38012.35456521739,Amsterdam_in_Summer,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Winter,2021,4.098333333333334,4.338166456263196,185.6,36,19.88,6,31120.45488888889,13565.176666666666,Amsterdam_in_Winter,0,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2021,11.423076923076923,5.262953900680088,111.7,18,29.259999999999998,5,39943.91208791209,30903.783296703295,Andorra la Vella_in_Autumn,2,Andorra,42.507222222,1.522222222
Andorra la Vella,Spring,2021,7.835869565217391,3.598315586454708,128.6,22,27.09,8,47986.96663043478,38329.516739130435,Andorra la Vella_in_Spring,2,Andorra,42.507222222,1.522222222
Andorra la Vella,Summer,2021,18.78369565217391,3.0278842275366995,208.9,31,0.0,0,52803.96608695652,45556.142934782605,Andorra la Vella_in_Summer,1,Andorra,42.507222222,1.522222222
Andorra la Vella,Winter,2021,4.216111111111111,4.022826915492385,34.7,8,143.01,22,34924.508888888886,23983.975,Andorra la Vella_in_Winter,0,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2021,19.290659340659342,2.8521620657544067,78.0,8,0.0,0,45043.52054945055,39199.92021978022,Antananarivo_in_Autumn,4,Madagascar,-18.91,47.525
Antananarivo,Spring,2021,18.854891304347827,1.8584535072486639,313.4,37,0.0,0,42081.57913043479,36663.78880434782,Antananarivo_in_Spring,3,Madagascar,-18.91,47.525
Antananarivo,Summer,2021,14.851630434782608,1.4898825657490211,30.4,6,0.0,0,40358.448152173914,34338.62869565217,Antananarivo_in_Summer,4,Madagascar,-18.91,47.525
