capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Spring,2015,29.554891304347827,1.4533224493902142,94.8,15,0.0,0,44322.75858695652,35939.77804347826,3,Nigeria,9.055555555,7.491388888
Accra,Spring,2015,28.045108695652175,0.7446165685836343,209.7,31,0.0,0,44047.394347826084,36711.79782608696,3,Ghana,5.55602,-0.1969
Addis Ababa,Spring,2015,18.097282608695654,1.1064586645679617,231.1,25,0.0,0,44322.75858695652,39229.800217391305,3,Ethiopia,9.027222222,38.736944444
Algiers,Spring,2015,16.59619565217391,3.721708175222681,76.39999999999999,13,0.0,0,47078.65891304348,40920.34184782609,3,Algeria,36.776388888,3.058611111
Alofi,Spring,2015,25.842391304347824,1.1179832407138168,419.7,50,0.0,0,42094.12706521739,34915.96880434782,4,Niue,-19.056,-169.921
Amman,Spring,2015,16.832065217391303,5.069839613832539,24.7,8,0.0,0,46479.898043478264,42201.19217391305,1,Jordan,31.95,35.933333333
Amsterdam,Spring,2015,8.646195652173914,2.806392170785228,134.8,30,0.0,0,49845.82869565218,35883.136847826085,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Spring,2015,10.117934782608696,4.705085987476328,115.0,17,3.29,1,47903.186847826095,40662.99902173913,2,Andorra,42.507222222,1.522222222
Antananarivo,Spring,2015,19.601630434782606,1.5068242400798175,225.79999999999998,16,0.0,0,42111.95293478261,35087.71456521739,3,Madagascar,-18.91,47.525
Apia,Spring,2015,26.619565217391305,0.6363078822195092,995.3,84,0.0,0,42528.92347826087,34165.06619565217,4,Samoa,-13.833333333,-171.833333333
Asmara,Spring,2015,18.743478260869566,1.050201900821577,168.6,29,0.0,0,44849.095434782605,40451.008043478265,3,Eritrea,15.333333333,38.916666666
Astana,Spring,2015,4.305978260869565,9.2703261746358,123.7,22,19.95,5,49559.186195652175,34743.124673913044,0,Kazakhstan,51.133333333,71.433333333
Asunción,Spring,2015,23.838043478260868,3.479076939324166,411.7,28,0.0,0,41549.60010869565,30998.000217391305,4,Paraguay,-25.28,-57.634444444
Athens,Spring,2015,15.480978260869565,4.822912589470811,121.4,20,0.0,0,47239.3222826087,39520.94641304348,2,Greece,37.984166666,23.728055555
Avarua,Spring,2015,25.108695652173914,1.0904835275862466,682.3,48,0.0,0,41913.46141304348,32276.89347826087,4,Cook Islands,-21.207,-159.771
Baghdad,Spring,2015,24.397282608695654,6.152330765922827,36.3,4,0.0,0,46637.07239130435,41598.643586956525,1,Iraq,33.315277777,44.366111111
