capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Winter,2004,28.258791208791212,0.9766607908410696,4.5,1,0.0,0,42117.725054945055,38863.10934065934,3,Nigeria,9.055555555,7.491388888
Accra,Winter,2004,28.052197802197803,0.5555233812417143,62.2,14,0.0,0,42696.08571428571,37267.92769230769,0,Ghana,5.55602,-0.1969
Addis Ababa,Winter,2004,15.813186813186814,0.8143448343039388,62.7,13,0.0,0,42117.725054945055,38341.02659340659,0,Ethiopia,9.027222222,38.736944444
Algiers,Winter,2004,12.116483516483516,2.1382242755387133,235.1,25,0.0,0,36535.87472527473,30254.67175824176,0,Algeria,36.776388888,3.058611111
Alofi,Winter,2004,26.381318681318678,0.9000200106308869,690.2,36,0.0,0,46953.37120879121,39462.76065934066,2,Niue,-19.056,-169.921
Amman,Winter,2004,8.37967032967033,2.470503525172079,72.7,17,3.08,1,37724.99538461539,31462.794285714284,0,Jordan,31.95,35.933333333
Amsterdam,Winter,2004,4.26978021978022,3.0592471761028537,175.7,32,12.950000000000001,3,31098.235494505498,11433.217472527473,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Winter,2004,2.068131868131868,3.1268418259707036,53.5,13,25.34,5,34909.83417582418,27143.91153846154,4,Andorra,42.507222222,1.522222222
Antananarivo,Winter,2004,20.515934065934065,1.0172915871971877,936.5,68,0.0,0,46913.22615384615,31354.181208791208,2,Madagascar,-18.91,47.525
Apia,Winter,2004,26.85879120879121,0.7246682538541888,1154.9,80,0.0,0,45981.02054945055,35978.20659340659,2,Samoa,-13.833333333,-171.833333333
Asmara,Winter,2004,15.445604395604395,1.1816807322070346,25.1,8,0.0,0,41025.15032967033,38048.16868131868,0,Eritrea,15.333333333,38.916666666
Astana,Winter,2004,-12.01208791208791,6.012229853757074,3.1,1,58.66,17,31660.8,14165.020439560441,1,Kazakhstan,51.133333333,71.433333333
Asunción,Winter,2004,27.22857142857143,2.0721183854149365,187.7,21,0.0,0,48191.232307692306,40936.73835164835,0,Paraguay,-25.28,-57.634444444
Athens,Winter,2004,9.004945054945056,4.040854247866786,194.4,22,21.0,4,36218.16043956044,25599.298241758243,4,Greece,37.984166666,23.728055555
Avarua,Winter,2004,25.81923076923077,0.9334752639336885,424.6,39,0.0,0,47361.61120879121,39119.7210989011,2,Cook Islands,-21.207,-159.771
Baghdad,Winter,2004,12.069230769230769,2.6185531334728553,52.599999999999994,11,0.0,0,37411.98747252747,30659.545604395604,0,Iraq,33.315277777,44.366111111
Baku,Winter,2004,7.128571428571429,1.6881143796349105,64.8,8,10.85,5,35547.15021978022,26382.519120879122,4,Azerbaijan,40.366655555,49.835183333
Bamako,Winter,2004,27.426923076923075,1.937729308183904,1.4,0,0.0,0,41504.833076923074,37942.97285714286,3,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Winter,2004,26.544505494505497,0.4494719463159302,288.9,58,0.0,0,42813.29175824176,36027.17582417582,2,Brunei,4.916666666,114.916666666
Bangui,Winter,2004,29.029670329670328,1.0485698732076834,32.2,12,0.0,0,42895.22032967033,38255.44758241758,0,Central African Republic,4.37325,18.562833333
Basseterre,Winter,2004,24.863186813186815,0.5151502027367669,112.8,26,0.0,0,40673.16164835165,37563.067252747256,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Winter,2004,-0.7208791208791209,4.111664071976387,14.100000000000001,2,8.68,2,35689.472417582416,29143.88912087912,4,People's Republic of China,39.90403,116.407526
Beirut,Winter,2004,11.43131868131868,2.5678314278313206,373.6,36,2.38,2,37260.13747252747,30028.402967032966,0,Lebanon,33.886944444,35.513055555
Belgrade,Winter,2004,1.4807692307692308,4.309310135758838,143.9,28,30.52,6,34150.63626373626,17109.736703296705,4,Serbia,44.817777777,20.456944444
Belmopan,Winter,2004,23.55,1.755246104934829,144.8,35,0.0,0,40685.857472527474,32300.90736263736,0,Belize,17.25,-88.7675
Berlin,Winter,2004,1.1813186813186813,3.8400567729574027,108.9,24,31.5,10,30995.08769230769,11374.605934065934,4,Germany,52.516666666,13.383333333
Bishkek,Winter,2004,-1.5032967032967035,3.7310618253149257,67.0,16,50.96,10,34798.97043956044,26128.994175824177,4,Kyrgyzstan,42.866666666,74.566666666
Bissau,Winter,2004,27.405494505494506,1.0522581682967584,1.0,0,0.0,0,41638.24098901099,36876.88395604395,3,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Winter,2004,14.46043956043956,0.8995528668151529,686.0,68,0.0,0,42860.1189010989,36752.169890109886,2,Colombia,4.60971,-74.08175
Brasília,Winter,2004,21.943406593406593,1.0561515250928932,976.0,83,0.0,0,46336.952527472524,29510.067472527473,2,Brazil,-15.793888888,-47.882777777
Bratislava,Winter,2004,0.03681318681318679,4.222366603148018,51.6,15,46.2,13,32939.83934065934,16831.282527472526,4,Slovakia,48.144722222,17.112777777
Brazzaville,Winter,2004,25.857142857142858,0.796958504028194,402.6,62,0.0,0,44333.416483516485,33886.330439560435,2,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,Winter,2004,25.967032967032967,0.47406163337105517,111.8,29,0.0,0,41419.53648351648,37538.875824175826,0,Barbados,13.0975,-59.616666666
Bucharest,Winter,2004,0.39230769230769236,5.130242159526645,88.6,20,24.36,9,34293.69406593407,19696.745054945055,4,Romania,44.413361111,26.097777777
Budapest,Winter,2004,0.3203296703296703,3.912479875858633,86.4,16,31.78,12,33185.201868131866,17348.597252747255,4,Hungary,47.498333333,19.040833333
Buenos Aires,Winter,2004,23.064835164835166,2.406674682644713,146.0,14,0.0,0,50377.34868131868,42780.81802197802,0,Argentina,-34.599722222,-58.381944444
Cairo,Winter,2004,14.3510989010989,2.5405814953577726,13.6,5,0.0,0,38153.58076923077,33101.227362637364,0,Egypt,30.044444444,31.235833333
Canberra,Winter,2004,19.893406593406592,3.8103747904840075,135.5,19,0.0,0,50563.22175824176,42854.786703296704,0,Australia,-35.293055555,149.126944444
Castries,Winter,2004,26.134615384615383,0.46240268091376757,78.6,31,0.0,0,41260.23758241758,37726.75868131868,0,Saint Lucia,14.016666666,-60.983333333
Cetinje,Winter,2004,2.4076923076923076,3.70595559034466,1079.5,38,80.08,18,34953.790109890106,19920.899999999998,4,Montenegro,42.389444444,18.924722222
Chișinău,Winter,2004,-0.7467032967032967,4.833073568868999,51.3,15,57.19,14,33371.33373626374,14143.474945054944,1,Moldova,47.022777777,28.835277777
City of Brussels,Winter,2004,3.783516483516484,3.504537177756976,179.5,31,17.15,5,31788.054945054944,13249.73802197802,4,Belgium,50.846666666,4.351666666
Commune of Monaco,Winter,2004,8.536263736263736,2.3010512806838963,175.4,25,15.120000000000001,3,34503.95395604396,24514.81736263736,4,Monaco,43.730555555,7.425277777
Conakry,Winter,2004,27.06923076923077,0.7158432956531922,29.8,10,0.0,0,42034.37978021978,37150.75065934066,0,Guinea,9.509166666,-13.712222222
Copenhagen,Winter,2004,1.2912087912087913,3.3694262073879835,96.1,21,44.94,15,29324.658791208793,11945.387692307693,1,Denmark,55.676111111,12.568888888
Dakar,Winter,2004,23.260439560439558,1.3634009046725866,0.8,0,0.0,0,41149.23175824176,36468.6789010989,3,Senegal,14.672555555,-17.432
Dhaka,Winter,2004,20.213186813186812,2.337933978309758,2.4,0,0.0,0,39470.02868131868,35373.80241758242,3,Bangladesh,23.728888888,90.394444444
Djibouti City,Winter,2004,24.865384615384617,0.5939365991085948,81.4,29,0.0,0,41686.5710989011,36961.07098901099,0,Djibouti,11.595,43.148055555
Doha,Winter,2004,19.46868131868132,2.1738553610227003,30.3,6,0.0,0,39161.96571428571,34095.87868131868,0,Qatar,25.286205555,51.529436111
Dublin,Winter,2004,6.4945054945054945,2.5541736057486006,150.5,34,0.77,0,30606.158131868135,15394.569890109891,4,Ireland,53.349722222,-6.260277777
Freetown,Winter,2004,26.584065934065936,0.5638596713170114,127.9,32,0.0,0,42212.72032967033,36977.25197802198,0,Sierra Leone,8.487222222,-13.235555555
Gaborone,Winter,2004,25.245604395604396,2.1928121005742622,257.7,50,0.0,0,48058.574065934066,40201.49351648352,2,Botswana,-24.656944444,25.908611111
Georgetown,Winter,2004,26.013736263736263,0.6090550939349468,341.0,65,0.0,0,42496.28758241758,37999.17395604396,2,Guyana,6.805833333,-58.150833333
Gibraltar,Winter,2004,12.54065934065934,1.460268470139654,234.3,20,0.0,0,36699.73120879121,29993.904835164834,0,Gibraltar,36.14,-5.35
Gitega,Winter,2004,19.50934065934066,0.7329132163235855,222.1,42,0.0,0,44192.23164835165,36829.86714285715,2,Burundi,-3.428333333,29.925
Guatemala City,Winter,2004,18.38956043956044,1.148344617349408,8.6,1,0.0,0,41149.23175824176,37538.52703296703,3,Guatemala,14.641666666,-90.513333333
Havana,Winter,2004,23.23791208791209,2.2005092928095418,95.0,14,0.0,0,39580.16703296704,34298.95153846154,0,Cuba,23.136666666,-82.358888888
Helsinki,Winter,2004,-4.212087912087912,4.497377882100616,42.1,8,77.91,25,26154.767142857145,7408.273296703297,1,Finland,60.170833333,24.9375
Honiara,Winter,2004,27.06758241758242,0.5298518465033221,827.6,79,0.0,0,45216.32945054945,34427.3867032967,2,Solomon Islands,-9.433333,159.95
Islamabad,Winter,2004,11.013186813186813,2.4316870591426754,255.6,21,0.0,0,37311.019230769234,28558.298461538463,0,Pakistan,33.698888888,73.036944444
Jakarta,Winter,2004,26.1489010989011,0.5249856094312397,749.4,86,0.0,0,44652.78395604395,32040.935274725274,2,Indonesia,-6.175277777,106.826944444
Jerusalem,Winter,2004,8.86978021978022,2.6145095048899614,102.3,21,0.0,0,37757.373406593404,31481.315164835167,0,Israel,31.778888888,35.225555555
Kabul,Winter,2004,1.342857142857143,3.2669266174509524,65.8,15,47.88,10,37105.84846153846,29025.473296703294,4,Afghanistan,34.532777777,69.165833333
Kathmandu,Winter,2004,10.9489010989011,2.0493898552981045,45.8,11,0.0,0,38654.49912087912,33257.462527472526,0,Nepal,27.71,85.32
Kigali,Winter,2004,19.7510989010989,0.8694819026286758,255.0,51,0.0,0,43946.006703296705,37617.64956043956,2,Rwanda,-1.953611111,30.060555555
Kingston,Winter,2004,25.228021978021978,0.6864647272320874,29.3,7,0.0,0,40558.461318681315,37005.24516483516,0,Jamaica,17.971388888,-76.793055555
Kingstown,Winter,2004,26.22142857142857,0.47123613195880054,147.2,31,0.0,0,41407.32461538462,37708.054615384615,0,Saint Vincent and the Grenadines,13.15527,-61.22742
Kinshasa,Winter,2004,26.057142857142853,0.7969585040281937,402.6,62,0.0,0,44345.20142857143,33882.72857142857,2,Democratic Republic of the Congo,-4.321944444,15.311944444
Kuala Lumpur,Winter,2004,26.28131868131868,0.7632040775444434,502.2,60,0.0,0,43105.55714285714,36171.71736263736,2,Malaysia,3.147777777,101.695277777
Kuwait City,Winter,2004,14.15,2.6495387439242246,147.4,19,0.0,0,38307.885274725275,31901.027472527472,0,Kuwait,29.375,47.98
La Paz,Winter,2004,10.375274725274725,1.0731411221884424,777.6,82,0.21,0,46465.98626373626,33588.96351648352,2,Bolivia,-16.495833333,-68.133333333
Libreville,Winter,2004,26.575274725274724,0.5548460059819207,821.2,87,0.0,0,43560.51747252747,32951.91791208791,2,Gabon,0.3901,9.4544
Lilongwe,Winter,2004,21.97197802197802,0.8440382031641029,450.3,73,0.0,0,46006.19868131868,30780.68263736264,2,Malawi,-13.983333333,33.783333333
Lima,Winter,2004,21.575824175824177,0.8960519155769021,35.9,11,0.0,0,45669.185164835166,39118.13230769231,0,Peru,-12.06,-77.0375
Lisbon,Winter,2004,11.943956043956044,1.4262973658477311,144.0,18,0.0,0,36025.953406593406,26388.025164835166,0,Portugal,38.708042,-9.139016
Ljubljana,Winter,2004,0.8747252747252748,2.898422690077155,129.6,17,86.73,16,33706.72296703297,18264.448131868132,4,Slovenia,46.051388888,14.506111111
Lobamba,Winter,2004,22.244505494505493,1.902212900653846,555.8,50,0.0,0,48446.203076923084,34281.74230769231,2,Eswatini,-26.44648,31.206411
Luanda,Winter,2004,27.72582417582418,0.9766257851899717,281.6,47,0.0,0,45107.51593406594,35199.326263736264,2,Angola,-8.838333333,13.234444444
Luxembourg,Winter,2004,1.5093406593406593,3.403330983413423,146.0,26,36.89,12,32338.7210989011,14245.534395604396,4,Luxembourg,49.610555555,6.132777777
Majuro,Winter,2004,27.125274725274725,0.3334477825498675,932.5,63,0.0,0,42449.159670329675,34762.65406593407,2,Marshall Islands,7.0918,171.3802
Malabo,Winter,2004,27.40989010989011,0.3656971865279149,342.3,82,0.0,0,43000.44054945055,37823.8510989011,2,Equatorial Guinea,3.752063888,8.7737
Malé,Winter,2004,26.7,0.599861095032286,338.2,31,0.0,0,42930.30747252747,37752.669560439565,0,Maldives,4.175,73.508333333
Managua,Winter,2004,27.856593406593404,0.6011659408187466,1.9000000000000001,0,0.0,0,41589.815274725275,38392.982307692306,3,Nicaragua,12.156383333,-86.272986111
Manama,Winter,2004,18.377472527472527,1.6698679877340903,45.9,8,0.0,0,38961.6823076923,33029.89725274725,0,Bahrain,26.225,50.5775
Manila,Winter,2004,25.78901098901099,0.6901208508419306,119.5,9,0.0,0,41161.5965934066,35171.00659340659,0,Philippines,14.595833333,120.977222222
Maputo,Winter,2004,25.94835164835165,1.485026197850667,375.4,29,0.0,0,48325.48120879121,39272.026813186814,2,Mozambique,-25.915277777,32.576388888
Maseru,Winter,2004,19.925824175824175,1.4610187206451883,455.2,55,0.0,0,49071.1723076923,42542.522197802195,2,Lesotho,-29.31,27.48
Mexico City,Winter,2004,13.237362637362637,1.807170799998246,42.9,6,0.0,0,40300.553406593404,35839.47373626373,0,Mexico,19.353773,-99.13589
Minsk,Winter,2004,-4.723626373626374,5.289267648630789,46.1,9,93.94,29,30312.097142857143,6102.357032967033,1,Belarus,53.902246,27.561837
Monrovia,Winter,2004,26.89230769230769,0.5380996952715047,283.9,60,0.0,0,42578.65032967033,36516.885604395604,2,Liberia,6.310555555,-10.804722222
Moroni,Winter,2004,27.817032967032965,0.6314982088573082,676.0,71,0.0,0,45607.42208791209,36579.9843956044,2,Comoros,-11.703611111,43.253611111
Moscow,Winter,2004,-6.674725274725274,5.457809764336552,16.0,4,97.23,31,29240.71923076923,3453.8562637362634,1,Russia,55.750555555,37.6175
Muscat,Winter,2004,21.707142857142856,1.893858076176359,41.9,6,0.0,0,39497.65406593407,35784.40978021978,0,Oman,23.613888888,58.592222222
N'Djamena,Winter,2004,25.2489010989011,2.0697151980939315,0.0,0,0.0,0,41589.815274725275,37736.72758241758,3,Chad,12.11,15.05
Nairobi,Winter,2004,20.025824175824173,1.0187509410319489,120.6,23,0.0,0,43840.73967032967,39566.47296703297,0,Kenya,-1.286388888,36.817222222
Naypyidaw,Winter,2004,22.276923076923076,1.4141803219200808,0.5,0,0.0,0,40235.386483516486,37027.86681318681,3,Myanmar,19.7475,96.115
New Delhi,Winter,2004,15.675824175824175,3.125676483555757,31.4,5,0.0,0,38459.96373626374,33577.78538461539,0,India,28.613888888,77.208888888
Ngerulmud,Winter,2004,26.63901098901099,0.4490608841300666,554.8,71,0.0,0,42378.37285714286,36440.58021978022,2,Palau,7.500556,134.624167
Niamey,Winter,2004,25.769780219780223,1.6892286063447066,0.0,0,0.0,0,41346.16208791209,36709.07648351648,3,Niger,13.515,2.1175
Nicosia,Winter,2004,11.055494505494504,2.1835426178250716,217.6,28,0.0,0,36949.01648351648,29202.984285714283,0,Cyprus,35.1725,33.365
Nouakchott,Winter,2004,22.178021978021977,1.6249822014616513,1.2,0,0.0,0,40532.860879120875,35898.00175824176,3,Mauritania,18.08581,-15.9785
Nuuk,Winter,2004,-13.743956043956045,6.130628185887802,35.699999999999996,3,111.65,25,21943.13835164835,9556.843956043956,1,Greenland,64.175,-51.733333333
Oranjestad,Winter,2004,26.185164835164834,0.4731980150173505,93.0,33,0.0,0,41516.99263736264,38440.457582417584,0,Aruba,12.518611111,-70.035833333
Oslo,Winter,2004,-2.8785714285714286,3.9730700615878547,27.900000000000002,9,110.39,22,26330.756373626373,10621.17868131868,1,Norway,59.913333333,10.738888888
Ottawa,Winter,2004,-9.552197802197803,7.435899826322715,58.199999999999996,6,102.41,24,33931.52395604396,19894.587032967032,1,Canada,45.424722222,-75.695
Ouagadougou,Winter,2004,27.086263736263735,1.4710175226327356,0.0,0,0.0,0,41553.43175824176,37666.02395604396,3,Burkina Faso,12.368611111,-1.5275
Palikir,Winter,2004,24.30879120879121,0.5239059185363456,719.0,68,0.0,0,42472.73054945055,35206.38736263736,2,Federated States of Micronesia,6.917777777,158.185
Panama City,Winter,2004,26.574175824175825,0.5054900063504203,54.6,10,0.0,0,42129.61230769231,38763.71384615385,0,Panama,8.971111111,-79.534722222
Paris,Winter,2004,4.3791208791208796,3.412941594822614,133.8,29,19.18,5,32658.791318681317,14855.044175824176,4,France,48.856666666,2.352222222
Philipsburg,Winter,2004,25.095604395604393,0.4473159678477572,90.2,25,0.0,0,40545.666153846156,37433.702637362636,0,Sint Maarten,18.024166666,-63.043333333
Phnom Penh,Winter,2004,27.645054945054945,1.1068236571643213,3.3000000000000003,1,0.0,0,41686.5710989011,37171.30824175824,3,Cambodia,11.569583333,104.921027777
Port Louis,Winter,2004,26.88021978021978,0.8014181569387255,592.9,73,0.0,0,47155.90582417582,41382.143186813184,2,Mauritius,-20.161944444,57.498888888
Port Moresby,Winter,2004,26.936813186813186,1.0877304395655707,825.2,69,0.0,0,45216.32945054945,33691.42989010989,2,Papua New Guinea,-9.478888888,147.149444444
Port-au-Prince,Winter,2004,25.852747252747253,1.4609046405369412,47.2,11,0.0,0,40455.81307692308,36882.30395604396,0,Haiti,18.546944444,-72.340277777
Porto-Novo,Winter,2004,28.05879120879121,0.5296536293021756,103.2,31,0.0,0,42543.36879120879,36926.183626373626,0,Benin,6.483333333,2.616666666
Prague,Winter,2004,0.3664835164835165,4.45409957819794,68.2,16,39.9,14,32128.702637362636,14504.895054945055,1,Czech Republic,50.0875,14.421388888
Praia,Winter,2004,23.07362637362637,0.9388036316782415,10.0,4,0.0,0,41099.6956043956,36141.79923076923,3,Cape Verde,14.917719444,-23.509155555
Prishtina,Winter,2004,1.086813186813187,4.296030694883328,89.0,24,55.09,20,34865.65758241758,20161.6089010989,1,Kosovo,42.666666666,21.166666666
Pyongyang,Winter,2004,-2.731868131868132,5.427013279693826,100.8,15,14.0,5,35928.2910989011,27257.705604395604,4,North Korea,39.016666666,125.7475
Quito,Winter,2004,12.41923076923077,1.0061413980254035,713.0,84,0.0,0,43665.53813186813,32149.288901098902,2,Ecuador,-0.22,-78.5125
Rabat,Winter,2004,13.496703296703297,1.5455456102008873,100.5,17,0.0,0,37226.06538461539,31055.327582417583,0,Morocco,34.025277777,-6.836111111
Reykjavík,Winter,2004,-1.2346153846153847,4.764193369452846,262.8,40,99.53999999999999,23,21943.13835164835,6951.042747252747,1,Iceland,64.1475,-21.935
