capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2018,25.86208791208791,1.3637028973297651,269.1,42,0.0,0,42967.86450549451,34146.81692307692,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2018,28.06576086956522,1.2685963807898357,147.3,28,0.0,0,44329.83119565218,34672.942282608696,Abuja_in_Spring,1,Nigeria,9.055555555,7.491388888
Abuja,Summer,2018,24.430434782608696,1.1646571094159595,743.5,82,0.0,0,45162.8,27877.933695652173,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2018,27.837777777777777,1.4383454741025916,12.4,4,0.0,0,42116.74811111111,37894.03844444444,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2018,26.75,1.0476428568723022,181.0,46,0.0,0,43213.418461538466,36510.06934065934,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2018,27.557065217391305,0.8896097898053593,238.5,51,0.0,0,44051.776304347826,35595.60086956521,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2018,25.460869565217394,0.6929323772945726,160.5,42,0.0,0,44569.762282608695,36862.967391304344,Accra_in_Summer,1,Ghana,5.55602,-0.1969
Accra,Winter,2018,27.828888888888887,0.6861788747766602,60.7,14,0.0,0,42695.48533333334,34725.32044444444,Accra_in_Winter,1,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2018,14.542307692307691,0.8237759632368723,188.5,28,0.0,0,42967.86450549451,38003.104505494506,Addis Ababa_in_Autumn,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2018,15.872282608695652,0.7812487935967753,229.1,41,0.0,0,44329.83119565218,37210.94163043478,Addis Ababa_in_Spring,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2018,14.538586956521739,0.5287401188056293,1027.1,92,0.0,0,45162.8,33256.30239130434,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2018,15.124444444444444,1.1757914963743854,45.900000000000006,11,0.0,0,42116.74811111111,38416.37377777778,Addis Ababa_in_Winter,1,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2018,20.147252747252747,3.756249330836419,259.4,30,0.0,0,40646.242967032966,30464.07747252747,Algiers_in_Autumn,1,Algeria,36.776388888,3.058611111
Algiers,Spring,2018,15.733695652173912,2.4754410051727707,342.0,40,0.91,0,47112.10456521739,34028.5675,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2018,23.777173913043477,2.3178643666464076,23.1,5,0.0,0,51056.28880434783,43578.099347826086,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2018,12.683333333333334,2.054783402565991,278.59999999999997,28,0.7000000000000001,0,36531.40822222223,29147.28211111111,Algiers_in_Winter,1,Algeria,36.776388888,3.058611111
Alofi,Autumn,2018,24.843956043956045,0.8528655998337173,440.1,36,0.0,0,45045.1678021978,34524.230439560444,Alofi_in_Autumn,1,Niue,-19.056,-169.921
Alofi,Spring,2018,26.051086956521736,0.7358174888998262,489.9,53,0.0,0,42078.98760869565,33569.47293478261,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2018,24.282065217391303,1.0487716918538672,228.1,25,0.0,0,40312.27239130435,33154.837934782605,Alofi_in_Summer,1,Niue,-19.056,-169.921
Alofi,Winter,2018,26.475,0.4576595319569026,764.1,63,0.0,0,46955.48311111111,35007.28844444444,Alofi_in_Winter,3,Niue,-19.056,-169.921
