capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Winter,2021,27.841666666666665,1.3202027849002698,0.0,0,0.0,0,42120.06988888889,38739.07366666666,3,Nigeria,9.055555555,7.491388888
Accra,Winter,2021,27.953888888888887,0.431825741082759,57.3,12,0.0,0,42697.49788888889,36444.17833333333,3,Ghana,5.55602,-0.1969
Addis Ababa,Winter,2021,15.108333333333333,1.0381284478123611,29.5,7,0.0,0,42120.06988888889,38613.69,3,Ethiopia,9.027222222,38.736944444
Algiers,Winter,2021,13.883888888888889,2.3556151869233486,171.9,28,0.0,0,36547.60411111111,30084.023666666664,0,Algeria,36.776388888,3.058611111
Alofi,Winter,2021,26.205,0.7654788469765427,816.3,61,0.0,0,46947.95133333334,33553.323,2,Niue,-19.056,-169.921
Amman,Winter,2021,11.043333333333333,3.2126435612568955,178.5,30,6.93,1,37734.64633333333,30875.985111111113,0,Jordan,31.95,35.933333333
Amsterdam,Winter,2021,4.098333333333334,4.338166456263196,185.6,36,19.88,6,31120.45488888889,13565.176666666666,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Winter,2021,4.216111111111111,4.022826915492385,34.7,8,143.01,22,34924.508888888886,23983.975,1,Andorra,42.507222222,1.522222222
Antananarivo,Winter,2021,21.43611111111111,1.2525485878973686,496.2,56,0.0,0,46907.87022222223,39099.46377777778,2,Madagascar,-18.91,47.525
Apia,Winter,2021,25.018333333333334,0.6403760306836577,1210.6,77,0.0,0,45977.16655555556,33567.93833333334,2,Samoa,-13.833333333,-171.833333333
Asmara,Winter,2021,14.693888888888889,1.6626063838189737,50.2,15,0.0,0,41029.272666666664,37661.65755555556,3,Eritrea,15.333333333,38.916666666
Astana,Winter,2021,-13.110000000000001,8.027226142981261,2.0,0,37.31,14,31681.836555555557,13498.61522222222,1,Kazakhstan,51.133333333,71.433333333
Asunción,Winter,2021,27.46388888888889,2.0122103082417246,515.0,30,0.0,0,48183.800444444445,39484.14233333334,2,Paraguay,-25.28,-57.634444444
Athens,Winter,2021,10.617222222222221,3.529603226826844,283.3,27,5.53,1,36230.45611111111,26211.042666666664,0,Greece,37.984166666,23.728055555
Avarua,Winter,2021,25.792222222222225,0.8913098274390252,802.6999999999999,62,0.0,0,47355.530333333336,37342.66977777778,2,Cook Islands,-21.207,-159.771
Baghdad,Winter,2021,13.781666666666666,2.601063416927085,32.6,5,0.0,0,37422.179444444446,28996.59222222222,0,Iraq,33.315277777,44.366111111
Baku,Winter,2021,6.304444444444444,2.944778701023644,59.2,14,13.02,3,35560.65466666667,21807.89044444444,4,Azerbaijan,40.366655555,49.835183333
Bamako,Winter,2021,27.86611111111111,1.3481537058072786,2.2,1,0.0,0,41508.172999999995,37662.07311111111,3,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Winter,2021,26.092222222222226,0.7193907812377349,929.9,80,0.0,0,42814.51588888889,29357.85211111111,2,Brunei,4.916666666,114.916666666
Bangui,Winter,2021,28.17666666666667,0.7471368570389688,25.3,4,0.0,0,42896.31255555555,37176.474444444444,3,Central African Republic,4.37325,18.562833333
Basseterre,Winter,2021,25.278888888888886,0.7429813076186104,143.9,52,0.0,0,40677.86111111111,37504.344,2,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Winter,2021,-0.7394444444444445,4.331524723404354,12.0,2,7.35,2,35702.718555555555,28324.716999999997,4,People's Republic of China,39.90403,116.407526
Beirut,Winter,2021,16.592777777777776,2.2426228764089533,552.9,30,0.0,0,37270.594,27903.807333333334,0,Lebanon,33.886944444,35.513055555
Belgrade,Winter,2021,4.0344444444444445,4.563691860298557,183.1,30,37.94,8,34166.734000000004,17694.553333333333,4,Serbia,44.817777777,20.456944444
Belmopan,Winter,2021,23.675,1.8180161122139873,274.7,52,0.0,0,40690.535444444446,32838.97755555555,2,Belize,17.25,-88.7675
Berlin,Winter,2021,0.755,4.891416754394225,77.3,18,55.93,21,31017.527777777777,9547.889555555555,1,Germany,52.516666666,13.383333333
Bishkek,Winter,2021,1.8461111111111113,5.931946588144085,37.8,10,33.88,9,34813.85166666667,23717.730888888887,4,Kyrgyzstan,42.866666666,74.566666666
Bissau,Winter,2021,27.930555555555557,1.3239940944156212,0.0,0,0.0,0,41641.36377777778,36740.18633333333,3,Guinea-Bissau,11.859166666,-15.595555555
Bogotá,Winter,2021,12.80111111111111,0.82223242899492,345.1,56,0.0,0,42861.267,36865.628777777776,2,Colombia,4.60971,-74.08175
Brasília,Winter,2021,22.32333333333333,1.000763753284283,673.6,69,0.0,0,46332.526,33481.59733333333,2,Brazil,-15.793888888,-47.882777777
Bratislava,Winter,2021,1.9033333333333335,3.4730972480456144,95.1,28,36.75,10,32958.283,15859.715999999999,4,Slovakia,48.144722222,17.112777777
Brazzaville,Winter,2021,25.82388888888889,0.9866305097636614,423.4,52,0.0,0,44332.20111111111,30349.10088888889,2,Republic of the Congo,-4.269444444,15.271111111
Bridgetown,Winter,2021,26.52611111111111,0.7006508923200369,81.9,31,0.0,0,41423.01477777778,37568.65211111111,3,Barbados,13.0975,-59.616666666
Bucharest,Winter,2021,2.7527777777777778,3.7886240210047677,134.2,27,41.65,9,34309.522,16657.958222222223,4,Romania,44.413361111,26.097777777
Budapest,Winter,2021,2.125,3.5010853052456086,96.7,22,19.599999999999998,7,33203.161555555555,18029.326333333334,4,Hungary,47.498333333,19.040833333
Buenos Aires,Winter,2021,23.55888888888889,2.634031576702557,265.1,22,0.0,0,50366.27422222222,41585.471000000005,2,Argentina,-34.599722222,-58.381944444
Cairo,Winter,2021,15.811111111111112,2.3614028607295445,20.6,6,0.0,0,38162.49566666666,31146.525777777777,3,Egypt,30.044444444,31.235833333
Canberra,Winter,2021,19.17666666666667,2.8987133914622714,285.4,28,0.0,0,50551.830111111114,38644.22155555555,2,Australia,-35.293055555,149.126944444
Castries,Winter,2021,26.016666666666666,0.8423815890515605,202.6,55,0.0,0,41263.975666666665,37701.10766666666,2,Saint Lucia,14.016666666,-60.983333333
Cetinje,Winter,2021,4.706666666666667,3.725656566825852,935.6,46,16.87,4,34968.383,20884.941666666666,4,Montenegro,42.389444444,18.924722222
Chișinău,Winter,2021,0.7555555555555555,4.51355290212153,82.8,19,50.05,11,33388.93077777778,14292.477666666666,4,Moldova,47.022777777,28.835277777
City of Brussels,Winter,2021,4.623888888888889,4.416244450174308,212.2,41,19.67,9,31808.827555555556,11877.898666666666,4,Belgium,50.846666666,4.351666666
Commune of Monaco,Winter,2021,9.017777777777779,2.363347358426026,212.60000000000002,21,0.07,0,34519.385444444444,24435.190000000002,0,Monaco,43.730555555,7.425277777
