capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2010,25.67087912087912,1.334105316808607,502.3,60,0.0,0,42969.10582417582,31556.69538461538,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2010,29.642934782608698,1.9004999562252143,152.8,31,0.0,0,44328.56434782608,34657.06695652174,Abuja_in_Spring,1,Nigeria,9.055555555,7.491388888
Abuja,Summer,2010,24.90108695652174,1.2734391061965398,681.5,77,0.0,0,45163.71065217391,25719.51163043478,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2010,28.457222222222224,1.8159493309380434,0.0,0,0.0,0,42115.863333333335,39004.541,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2010,26.22087912087912,0.7722645608161409,225.7,41,0.0,0,43214.177142857145,35560.07032967033,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2010,28.581521739130434,0.8745710845550569,131.5,29,0.0,0,44050.99152173913,37718.142173913046,Accra_in_Spring,1,Ghana,5.55602,-0.1969
Accra,Summer,2010,25.462500000000002,0.6031795333485297,209.4,43,0.0,0,44570.3302173913,33502.77173913043,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2010,28.309444444444445,0.7823866699869597,54.2,15,0.0,0,42694.94888888889,38026.67,Accra_in_Winter,1,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2010,14.936263736263736,0.6532425929361051,265.3,30,0.0,0,42969.10582417582,39086.82571428572,Addis Ababa_in_Autumn,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2010,16.910326086956523,0.6976230461193417,674.2,58,0.0,0,44328.56434782608,38259.84608695652,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2010,15.611413043478262,0.7047368482792015,1132.9,88,0.0,0,45163.71065217391,34138.875108695654,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2010,15.679444444444446,1.1374348837873887,69.8,19,0.0,0,42115.863333333335,37976.34622222222,Addis Ababa_in_Winter,1,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2010,19.22912087912088,4.225143429084625,259.6,36,0.0,0,40652.17571428572,33303.73527472527,Algiers_in_Autumn,1,Algeria,36.776388888,3.058611111
Algiers,Spring,2010,15.518478260869566,2.934127698511189,166.0,28,0.0,0,47106.12065217391,38311.11869565217,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2010,24.593478260869563,2.4268554405222713,41.800000000000004,5,0.0,0,51060.62239130434,46421.17489130435,Algiers_in_Summer,1,Algeria,36.776388888,3.058611111
Algiers,Winter,2010,12.497777777777777,2.956528779155132,235.3,44,0.0,0,36527.07766666667,27824.963555555558,Algiers_in_Winter,3,Algeria,36.776388888,3.058611111
Alofi,Autumn,2010,24.891758241758243,0.7172193115801747,546.7,57,0.0,0,45042.42076923077,36354.73758241758,Alofi_in_Autumn,3,Niue,-19.056,-169.921
