capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Winter,2015,27.46333333333333,1.7882858530265344,16.0,4,0.0,0,42113.441666666666,38846.01533333333,3,Nigeria,9.055555555,7.491388888
Accra,Winter,2015,27.432222222222222,0.9082119459831293,48.4,13,0.0,0,42693.48033333333,37670.92677777778,0,Ghana,5.55602,-0.1969
Addis Ababa,Winter,2015,16.227777777777778,1.059709285741679,10.5,2,0.0,0,42113.441666666666,38930.73011111111,3,Ethiopia,9.027222222,38.736944444
Algiers,Winter,2015,11.616666666666667,2.084951431547055,212.8,29,0.0,0,36515.284999999996,29968.41022222222,0,Algeria,36.776388888,3.058611111
Alofi,Winter,2015,26.200555555555557,1.0337151946355785,393.4,44,0.0,0,46962.98066666666,38959.82322222222,2,Niue,-19.056,-169.921
Amman,Winter,2015,8.553333333333333,2.9219125643502517,91.9,19,18.06,4,37707.88711111111,31487.601555555557,4,Jordan,31.95,35.933333333
Amsterdam,Winter,2015,5.915,3.3940417886233134,182.4,36,7.700000000000001,4,31061.942888888887,15103.696222222221,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Winter,2015,2.676111111111111,3.750769417528977,34.0,8,27.720000000000002,8,34884.497,28591.581777777777,4,Andorra,42.507222222,1.522222222
Antananarivo,Winter,2015,20.568333333333335,1.479493726040518,1252.7,72,0.0,0,46922.72077777778,27275.184444444447,2,Madagascar,-18.91,47.525
Apia,Winter,2015,27.00111111111111,0.6839647215497263,885.5,76,0.0,0,45987.862,36347.68355555556,2,Samoa,-13.833333333,-171.833333333
Asmara,Winter,2015,15.68388888888889,1.3897665267056765,14.7,4,0.0,0,41017.690888888894,37778.38977777778,3,Eritrea,15.333333333,38.916666666
Astana,Winter,2015,-9.99388888888889,7.037870383722434,4.6000000000000005,1,47.39,23,31626.099222222223,14233.348555555556,1,Kazakhstan,51.133333333,71.433333333
Asunción,Winter,2015,27.639444444444447,1.9215439491628337,668.5,50,0.0,0,48204.34922222222,35699.828,2,Paraguay,-25.28,-57.634444444
Athens,Winter,2015,9.182222222222222,3.0394901914991803,108.3,17,2.45,1,36196.64266666667,27478.960444444445,4,Greece,37.984166666,23.728055555
