capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country
Abuja,Spring,2009,28.910869565217393,1.735185743722379,213.5,29,0.0,0,44334.957065217386,36648.83489130435,3,Nigeria
Accra,Spring,2009,28.118478260869566,0.6947494366618804,141.3,23,0.0,0,44054.95336956521,37592.14717391304,3,Ghana
Addis Ababa,Spring,2009,18.247826086956522,1.200226925509749,160.0,17,0.0,0,44334.957065217386,39838.42934782609,3,Ethiopia
Algiers,Spring,2009,15.422826086956523,4.1389825489908105,171.7,31,0.0,0,47136.353586956524,40775.06173913043,3,Algeria
Alofi,Spring,2009,26.154347826086955,0.6822978376237097,764.1,50,0.0,0,42068.01923913044,34644.37173913044,4,Niue
Amman,Spring,2009,15.965760869565216,4.840987601014617,31.3,7,0.0,0,46527.80152173913,41155.26967391304,1,Jordan
Amsterdam,Spring,2009,10.185326086956522,3.572987315124036,118.9,25,0.07,0,49948.90315217391,33309.13695652174,2,Kingdom of the Netherlands
Andorra la Vella,Spring,2009,9.316847826086956,5.513197339082425,178.5,30,21.07,6,47974.34543478261,38515.774456521736,0,Andorra
Antananarivo,Spring,2009,18.832065217391303,1.7795786252964594,320.5,32,0.0,0,42086.15815217391,33071.75108695652,4,Madagascar
Apia,Spring,2009,26.59021739130435,0.5853635636698289,658.8,76,0.0,0,42510.429456521735,35667.519347826084,4,Samoa
Asmara,Spring,2009,18.877173913043478,1.2673502045016798,46.6,12,0.0,0,44870.100326086955,40941.30434782609,3,Eritrea
Astana,Spring,2009,5.061413043478261,8.405816612704646,72.2,17,23.240000000000002,6,49657.51565217392,36306.83923913044,0,Kazakhstan
Asunción,Spring,2009,25.26032608695652,3.8531529692690247,248.1,23,0.0,0,41513.85956521739,34239.69652173913,3,Paraguay
Athens,Spring,2009,15.67554347826087,4.676128849814438,99.2,19,0.0,0,47299.63989130435,39504.91652173913,2,Greece
Avarua,Spring,2009,25.74836956521739,0.8736827160327199,550.9,43,0.0,0,41884.169130434784,33597.09597826087,4,Cook Islands
Baghdad,Spring,2009,24.18913043478261,5.858551681685124,13.700000000000001,4,0.0,0,46687.54858695652,40136.462173913045,1,Iraq
Baku,Spring,2009,12.030978260869563,4.376698052833443,36.5,12,0.8400000000000001,0,47645.27228260869,37479.817065217394,2,Azerbaijan
Bamako,Spring,2009,32.20923913043478,1.1507983217545465,17.8,6,0.0,0,44634.18347826087,39747.95956521739,1,Mali
Bandar Seri Begawan,Spring,2009,27.191304347826087,0.7684224132959785,542.5,69,0.0,0,43998.49760869565,35168.99923913043,4,Brunei
Bangui,Spring,2009,28.078804347826086,1.1573993606274782,252.6,48,0.0,0,43959.092065217395,36791.36586956522,4,Central African Republic
Basseterre,Spring,2009,24.86086956521739,0.8721523863394604,122.5,30,0.0,0,45044.13456521739,40916.30826086956,3,Saint Kitts and Nevis
Beijing,Spring,2009,14.565760869565217,7.827806624947556,42.6,9,1.4,0,47571.88391304348,37847.15597826087,2,People's Republic of China
Beirut,Spring,2009,16.371739130434783,3.837727008339688,231.70000000000002,18,0.0,0,46765.166956521745,41402.31206521739,3,Lebanon
Belgrade,Spring,2009,13.377717391304348,5.802203844895162,144.0,30,0.63,0,48367.10771739131,36214.769782608695,2,Serbia
Belmopan,Spring,2009,26.70434782608696,2.4173213330333376,116.1,32,0.0,0,45037.84489130435,40439.73652173913,3,Belize
Berlin,Spring,2009,10.375,4.660245123959106,140.6,32,0.84,0,50002.30195652174,33877.16739130435,2,Germany
Bishkek,Spring,2009,9.06304347826087,5.5046377527769845,347.5,48,22.259999999999998,5,48031.65445652174,36671.50652173913,0,Kyrgyzstan
Bissau,Spring,2009,28.73586956521739,1.1057125912497163,0.4,0,0.0,0,44568.837173913045,41363.48380434782,1,Guinea-Bissau
Bogotá,Spring,2009,14.804891304347825,0.6295410757666269,741.1,63,0.0,0,43975.96902173913,30273.221739130433,4,Colombia
Brasília,Spring,2009,21.530978260869563,1.3742299020535251,397.1,46,0.0,0,42347.73260869565,34748.91554347826,4,Brazil
Bratislava,Spring,2009,11.805434782608694,5.025492466829642,145.9,28,0.98,0,48994.50228260869,35180.822173913046,2,Slovakia
Brazzaville,Spring,2009,26.031521739130437,0.7111636259110273,404.1,64,0.0,0,43275.29010869565,33681.80695652174,4,Republic of the Congo
Bridgetown,Spring,2009,26.195108695652173,0.8018542995618064,80.1,18,0.0,0,44676.02695652174,41369.152282608695,3,Barbados
Bucharest,Spring,2009,12.146739130434783,5.714689979130351,111.0,21,1.26,0,48293.04847826087,37880.114347826086,2,Romania
Budapest,Spring,2009,12.543478260869565,5.451772659547567,92.0,24,1.4,1,48867.3077173913,37109.13815217391,2,Hungary
Buenos Aires,Spring,2009,18.86195652173913,4.05714922898095,219.89999999999998,15,0.0,0,40557.90402173913,33555.34043478261,3,Argentina
Cairo,Spring,2009,20.547826086956523,4.14554515989376,0.30000000000000004,0,0.0,0,46309.64956521739,41204.70130434783,1,Egypt
Canberra,Spring,2009,14.016304347826088,4.1164712609974865,71.9,9,0.0,0,40477.87413043478,32760.770760869567,3,Australia
Castries,Spring,2009,26.395652173913046,0.8085277684859091,110.8,32,0.0,0,44754.296739130434,41631.72043478261,3,Saint Lucia
Cetinje,Spring,2009,10.226630434782608,5.158277520917211,362.8,41,24.5,5,47951.62891304348,34458.9375,0,Montenegro
Chișinău,Spring,2009,10.579347826086956,5.636133193262294,107.9,24,3.64,1,48770.83054347826,35977.74315217391,2,Moldova
City of Brussels,Spring,2009,10.502717391304348,3.679437696905399,185.8,33,0.0,0,49591.573152173914,32032.813043478258,2,Belgium
Commune of Monaco,Spring,2009,13.921739130434782,3.858551971376647,254.2,30,4.06,2,48184.23836956522,38960.34097826087,2,Monaco
Conakry,Spring,2009,26.92771739130435,0.6313844952112141,6.1,2,0.0,0,44375.498695652175,41147.13184782609,1,Guinea
Copenhagen,Spring,2009,8.006521739130434,4.201446751027556,105.5,28,3.01,1,50865.21597826087,35417.25206521739,2,Denmark
Dakar,Spring,2009,22.129891304347826,1.6195586799266544,0.0,0,0.0,0,44808.934347826085,41579.12641304348,1,Senegal
Dhaka,Spring,2009,28.215760869565216,2.0394182717733953,441.3,34,0.0,0,45644.434565217394,37886.19923913044,3,Bangladesh
Djibouti City,Spring,2009,28.448913043478264,1.9351999394228776,16.7,5,0.0,0,44545.19402173913,40434.33782608696,1,Djibouti
Doha,Spring,2009,26.503804347826087,5.149902558000876,30.299999999999997,5,0.0,0,45799.381521739124,41154.206086956525,1,Qatar
Dublin,Spring,2009,9.295108695652173,2.42762330955821,182.8,41,0.0,0,50203.55086956522,32333.642717391303,2,Ireland
Freetown,Spring,2009,26.12826086956522,0.7028710489264813,62.9,13,0.0,0,44288.80619565217,40254.13847826087,3,Sierra Leone
Gaborone,Spring,2009,19.347826086956523,2.4745397290245346,78.1,16,0.0,0,41572.781956521736,36428.83891304348,3,Botswana
Georgetown,Spring,2009,26.03804347826087,0.614404454129119,407.0,65,0.0,0,44151.41739130435,38095.36119565217,4,Guyana
Gibraltar,Spring,2009,15.610326086956523,2.3578083747538177,69.1,14,0.0,0,47052.24391304348,42156.52152173913,3,Gibraltar
Gitega,Spring,2009,18.458695652173912,0.8345759170378495,236.8,44,0.0,0,43341.74902173913,35613.02206521739,4,Burundi
Guatemala City,Spring,2009,19.95923913043478,1.3577601413831917,298.4,35,0.0,0,44808.934347826085,39597.92673913043,3,Guatemala
Havana,Spring,2009,25.660869565217393,2.119180150499799,106.0,15,0.0,0,45589.15445652174,41473.97782608696,3,Cuba
Helsinki,Spring,2009,3.8298913043478264,5.97954875260322,63.6,15,23.73,6,52485.90467391305,35387.48097826087,0,Finland
Honiara,Spring,2009,26.640760869565216,0.6534746246377048,856.9,76,0.0,0,42862.98717391304,31856.124239130437,4,Solomon Islands
Islamabad,Spring,2009,20.957608695652176,4.73295632110692,182.29999999999998,22,0.0,0,46739.14913043478,38610.698913043474,3,Pakistan
Jakarta,Spring,2009,26.629891304347826,0.49386676711418603,480.1,66,0.0,0,43125.49619565217,36696.54956521739,4,Indonesia
Jerusalem,Spring,2009,15.70054347826087,4.678172923181419,19.0,5,0.0,0,46511.29706521739,40949.604782608694,1,Israel
Kabul,Spring,2009,11.041847826086956,6.180322714527898,167.5,23,0.0,0,46844.107826086954,39471.63630434783,2,Afghanistan
Kathmandu,Spring,2009,18.803804347826087,2.7424244677473926,267.1,39,0.0,0,46055.61239130435,39839.6925,3,Nepal
Kigali,Spring,2009,18.82336956521739,0.8973848172731346,266.9,62,0.0,0,43458.00119565217,36197.24989130435,4,Rwanda
Kingston,Spring,2009,25.683695652173913,1.0107963538675278,184.1,29,0.0,0,45101.00891304348,40872.611304347825,3,Jamaica
Kingstown,Spring,2009,26.407065217391303,0.7830828595562065,88.1,21,0.0,0,44682.020760869564,41589.61684782609,3,Saint Vincent and the Grenadines
Kinshasa,Spring,2009,26.231521739130436,0.7111636259110279,404.1,64,0.0,0,43269.75,33683.22163043478,4,Democratic Republic of the Congo
Kuala Lumpur,Spring,2009,26.65108695652174,0.7635939553317659,667.3,69,0.0,0,43858.14760869565,34898.74673913044,4,Malaysia
Kuwait City,Spring,2009,25.607608695652175,6.101346161959297,14.2,3,0.0,0,46231.28413043478,40525.02934782609,1,Kuwait
La Paz,Spring,2009,9.11032608695652,1.0574575055364113,660.0,78,1.47,0,42288.9672826087,35946.33728260869,4,Bolivia
Libreville,Spring,2009,26.79728260869565,0.5472390306048133,810.5,86,0.0,0,43640.89717391304,31102.19858695652,4,Gabon
Lilongwe,Spring,2009,19.7875,1.5685547523083188,167.0,26,0.0,0,42498.891739130435,36164.14934782609,3,Malawi
Lima,Spring,2009,20.75163043478261,1.4014602095898179,55.4,14,0.0,0,42653.69902173913,36224.16065217391,3,Peru
Lisbon,Spring,2009,15.900543478260868,2.8647103929457707,92.6,14,0.0,0,47398.54413043478,41638.30239130434,3,Portugal
Ljubljana,Spring,2009,11.281521739130437,4.998492725511837,240.6,36,0.63,0,48597.02923913044,33076.097282608695,2,Slovenia
Lobamba,Spring,2009,18.59184782608696,2.3165111742758038,107.4,22,0.0,0,41400.91597826087,34920.067065217394,3,Eswatini
Luanda,Spring,2009,27.68858695652174,1.1312033673436164,369.8,42,0.0,0,42913.49532608695,33184.05760869565,4,Angola
Luxembourg,Spring,2009,9.490760869565218,4.290674332538246,160.9,32,3.08,1,49306.14467391304,31280.487826086955,2,Luxembourg
Majuro,Spring,2009,26.72119565217391,0.4494950583192391,646.6,75,0.0,0,44174.211304347824,36063.595434782605,4,Marshall Islands
Malabo,Spring,2009,27.35978260869565,0.5212115603890923,1081.7,91,0.0,0,43908.55543478261,33450.363913043475,4,Equatorial Guinea
Malé,Spring,2009,27.641304347826086,0.5912646483398891,262.8,35,0.0,0,43942.23130434782,38598.97771739131,3,Maldives
Managua,Spring,2009,28.833695652173912,1.0070932139178292,123.60000000000001,19,0.0,0,44592.544565217395,40518.41141304348,3,Nicaragua
Manama,Spring,2009,24.195108695652173,4.4339726177400545,21.799999999999997,5,0.0,0,45900.36673913044,41139.87619565217,1,Bahrain
Manila,Spring,2009,27.599456521739132,0.9315441088109027,414.3,38,0.0,0,44802.84402173913,36936.99836956522,4,Philippines
Maputo,Spring,2009,22.995108695652174,1.8636201887282868,113.5,12,0.0,0,41454.341630434785,36128.119782608694,3,Mozambique
Maseru,Spring,2009,14.51195652173913,3.479984918222478,72.89999999999999,15,0.0,0,41125.73217391304,36699.08434782609,3,Lesotho
Mexico City,Spring,2009,18.05108695652174,1.8733671023181189,356.8,35,0.0,0,45229.17619565217,41001.05402173913,3,Mexico
Minsk,Spring,2009,5.946739130434783,6.40436751879642,122.0,20,12.39,4,50355.59391304348,30406.86793478261,0,Belarus
Monrovia,Spring,2009,27.040217391304346,0.49108755348585703,335.7,57,0.0,0,44111.61826086957,37778.10206521739,4,Liberia
Moroni,Spring,2009,27.621195652173913,0.7109517570552946,404.5,61,0.0,0,42682.15630434782,38494.866195652176,4,Comoros
Moscow,Spring,2009,4.132065217391304,7.236653427577197,60.6,16,21.07,8,50908.45967391304,32941.205652173914,0,Russia
Muscat,Spring,2009,28.15978260869565,3.829047733527007,18.1,5,0.0,0,45630.563586956516,41300.11945652174,1,Oman
N'Djamena,Spring,2009,32.641304347826086,2.0849751453923737,36.4,10,0.0,0,44592.544565217395,40585.43119565217,1,Chad
Nairobi,Spring,2009,20.878260869565217,1.1552627869984393,113.1,27,0.0,0,43507.83663043478,39470.604239130436,3,Kenya
Naypyidaw,Spring,2009,28.99891304347826,1.5416021753619662,194.4,29,0.0,0,45261.62217391305,39047.042282608694,3,Myanmar
