capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,1997,25.83076923076923,0.8138990256362427,446.4,57,0.0,0,42965.378021978024,34445.16450549451,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,1997,27.497282608695652,1.6093368392327905,298.9,46,0.0,0,44332.33195652174,34565.372065217394,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,1997,24.636413043478264,0.9240707616710148,880.9,87,0.0,0,45162.016304347824,27863.361521739127,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,1997,27.604999999999997,0.9484478745753594,11.0,4,0.0,0,42118.02988888889,38974.015999999996,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,1997,26.534065934065932,0.7871495382736299,85.1,26,0.0,0,43211.89978021978,37527.762747252746,Accra_in_Autumn,4,Ghana,5.55602,-0.1969
Accra,Spring,1997,27.341847826086955,0.852638992372447,194.3,38,0.0,0,44053.32663043478,36745.159782608695,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,1997,24.719021739130437,0.7710005769337044,310.3,28,0.0,0,44569.27228260869,33131.12293478261,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,1997,27.451666666666668,0.5791047915106231,71.8,16,0.0,0,42696.26144444444,37703.82444444445,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,1997,15.28076923076923,0.5507958499989519,234.2,31,0.0,0,42965.378021978024,38366.80318681319,Addis Ababa_in_Autumn,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,1997,17.27608695652174,1.0099090988598263,410.5,30,0.0,0,44332.33195652174,39467.24489130435,Addis Ababa_in_Spring,1,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,1997,15.644021739130435,0.8634152220548728,915.1,80,0.0,0,45162.016304347824,35908.96913043479,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,1997,15.613333333333333,0.8017466886797785,24.8,7,0.0,0,42118.02988888889,38930.042,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,1997,20.658241758241758,4.225368253091902,219.3,32,0.0,0,40634.30076923077,33012.92472527472,Algiers_in_Autumn,1,Algeria,36.776388888,3.058611111
Algiers,Spring,1997,16.116847826086957,3.3454108075233653,95.5,16,0.0,0,47123.93163043478,40695.780543478264,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,1997,24.542391304347827,2.285043760643421,10.1,3,0.0,0,51052.57217391304,45414.76119565217,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,1997,12.891666666666667,1.5738603867096768,141.2,24,0.0,0,36537.67455555555,29443.075777777776,Algiers_in_Winter,1,Algeria,36.776388888,3.058611111
