capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2011,25.843956043956045,1.2519947453926576,372.2,41,0.0,0,42975.49505494505,33278.15681318681,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2011,29.13913043478261,1.7411128512597307,141.2,25,0.0,0,44322.23010869565,35171.97934782609,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,2011,24.741847826086957,0.9412487956273544,634.9,77,0.0,0,45166.6877173913,26229.018804347827,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2011,27.619444444444444,1.4855614919339764,4.300000000000001,2,0.0,0,42112.951888888885,38607.28111111111,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2011,26.232967032967032,0.7782894270349822,187.0,35,0.0,0,43218.081648351654,36870.136043956045,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2011,28.078260869565216,0.8673663670651075,139.1,27,0.0,0,44047.06782608695,37519.754782608696,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2011,25.172826086956523,0.707550062045794,142.2,36,0.0,0,44572.18804347826,33575.08358695652,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2011,27.73777777777778,0.5042689174177392,66.5,11,0.0,0,42693.18466666667,37133.337555555554,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2011,15.087912087912088,0.8982495526590927,335.6,26,0.0,0,42975.49505494505,38874.540109890106,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2011,17.530434782608694,1.173001141098606,478.7,35,0.0,0,44322.23010869565,38932.12989130435,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2011,15.589673913043478,0.6177119266834156,971.2,86,0.0,0,45166.6877173913,34993.62945652174,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2011,15.590555555555557,1.237973480966184,12.2,4,0.0,0,42112.951888888885,39047.10877777778,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2011,20.13186813186813,3.553413980350577,182.5,23,0.0,0,40682.788681318685,34401.471648351646,Algiers_in_Autumn,2,Algeria,36.776388888,3.058611111
Algiers,Spring,2011,16.578260869565216,3.109267469185548,209.0,23,0.0,0,47076.16391304348,38288.03163043479,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2011,25.09728260869565,3.0986824932509514,31.6,5,0.0,0,51074.74423913043,45693.863152173915,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2011,11.672777777777778,1.9899630326744107,238.8,34,0.0,0,36512.87322222222,29656.550777777775,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2011,25.037912087912087,0.5693729816083571,349.8,43,0.0,0,45028.240219780215,37607.214835164836,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2011,26.011413043478264,0.6520510017161114,434.5,56,0.0,0,42095.26336956522,36855.45934782609,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2011,24.85815217391304,0.8770040527025831,270.0,32,0.0,0,40304.1025,34501.913260869565,Alofi_in_Summer,3,Niue,-19.056,-169.921
Alofi,Winter,2011,25.845555555555556,0.5941023085788145,677.8,59,0.0,0,46964.09922222222,36133.58822222222,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2011,18.104945054945055,5.656216123017301,16.4,3,0.0,0,41163.84967032967,37107.09549450549,Amman_in_Autumn,4,Jordan,31.95,35.933333333
