capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2013,25.96483516483517,1.5511553848931576,562.4,45,0.0,0,42962.11076923077,34215.45923076923,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2013,28.564673913043475,1.9660936061955403,320.8,36,0.0,0,44335.5147826087,35533.835760869566,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,2013,24.44945652173913,1.0158495217482375,581.9,78,0.0,0,45160.140108695654,24897.093695652176,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2013,28.232777777777777,1.621678300977163,3.7,1,0.0,0,42119.55966666667,38716.58277777778,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2013,26.182967032967035,0.9555167240881804,117.2,29,0.0,0,43209.902417582416,36688.46604395605,Accra_in_Autumn,4,Ghana,5.55602,-0.1969
Accra,Spring,2013,28.13478260869565,0.8906331594709294,173.4,42,0.0,0,44055.29902173913,38040.4922826087,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2013,24.94782608695652,0.7748772693844493,133.5,23,0.0,0,44568.101956521736,35021.83456521739,Accra_in_Summer,4,Ghana,5.55602,-0.1969
Accra,Winter,2013,28.133333333333333,0.7584727410239639,61.800000000000004,17,0.0,0,42697.18788888889,37431.38933333333,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2013,14.774175824175824,0.7217402825179131,423.5,37,0.0,0,42962.11076923077,38258.20351648352,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2013,17.26521739130435,0.9340841177511144,468.8,48,0.0,0,44335.5147826087,38630.00902173913,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2013,15.21195652173913,0.6465194032263919,1064.3,90,0.0,0,45160.140108695654,33081.5327173913,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
