capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2005,26.020879120879123,1.299638110613574,393.8,45,0.0,0,42963.618571428575,34829.85428571428,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2005,29.445652173913043,2.1804154782764003,180.6,27,0.0,0,44333.99663043478,36233.136847826085,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,2005,24.758152173913043,1.0175999876328574,684.7,76,0.0,0,45161.454239130435,27195.71054347826,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2005,28.743888888888886,1.8047195894388603,8.8,2,0.0,0,42118.44966666667,38943.757666666665,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2005,26.334615384615383,0.9231796595249953,155.2,34,0.0,0,43210.82604395604,36681.18175824176,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2005,28.035869565217393,1.00392980816533,169.2,39,0.0,0,44054.35793478261,38029.68956521739,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2005,24.73315217391304,0.7149993150658773,318.8,33,0.0,0,44568.92326086957,33306.10804347826,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2005,28.153333333333336,0.8698056091752984,50.9,14,0.0,0,42696.515999999996,37766.189333333336,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2005,15.222527472527473,1.1383287880891138,409.2,33,0.0,0,42963.618571428575,38791.54879120879,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2005,17.16086956521739,1.2181959749355844,563.7,53,0.0,0,44333.99663043478,38262.545326086954,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2005,15.570108695652175,0.5378559277766062,1129.1,86,0.0,0,45161.454239130435,36154.87413043478,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2005,15.633333333333333,1.773367266156156,41.1,6,0.0,0,42118.44966666667,38943.34577777778,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2005,19.18846153846154,4.162158073531061,147.3,22,0.0,0,40625.85549450549,33523.31582417583,Algiers_in_Autumn,4,Algeria,36.776388888,3.058611111
Algiers,Spring,2005,16.04021739130435,3.7422538247004864,82.8,14,0.0,0,47131.81010869565,39678.85576086956,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2005,25.044565217391302,2.2372158978788628,4.2,2,0.0,0,51049.92326086957,46073.482391304344,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2005,9.571666666666667,2.437350398751097,252.9,35,3.0100000000000002,2,36539.686555555556,30624.088111111112,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2005,25.30054945054945,0.7750087635882471,621.6,55,0.0,0,45054.61076923077,37209.03615384615,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2005,26.093478260869563,1.067893515272831,717.3000000000001,46,0.0,0,42070.0777173913,33870.66510869565,Alofi_in_Spring,3,Niue,-19.056,-169.921
