capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Spring,2023,28.460869565217394,1.2980506535891914,149.9,16,0.0,0,44324.45,33591.214782608695,3,Nigeria,9.055555555,7.491388888
Accra,Spring,2023,27.960869565217394,0.7654570597181355,216.6,53,0.0,0,44048.443260869564,33154.15173913044,4,Ghana,5.55602,-0.1969
Addis Ababa,Spring,2023,15.635326086956523,0.6243914858993839,569.8,66,0.0,0,44324.45,34986.863913043475,4,Ethiopia,9.027222222,38.736944444
Algiers,Spring,2023,16.490760869565218,2.4982293658041654,196.6,23,0.0,0,47086.66108695653,37415.87663043478,3,Algeria,36.776388888,3.058611111
Alofi,Spring,2023,26.078804347826086,0.9512061081598814,702.6,58,0.0,0,42090.517934782605,31940.470108695652,4,Niue,-19.056,-169.921
Amman,Spring,2023,16.652173913043477,4.80356388438833,138.5,17,0.0,0,46486.53836956522,38935.062826086956,3,Jordan,31.95,35.933333333
Amsterdam,Spring,2023,9.236413043478262,3.873693351204848,269.5,41,8.75,4,49860.188586956516,29599.43391304348,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Spring,2023,10.517934782608695,3.6555661421831473,131.8,28,17.71,6,47913.06663043478,38382.52456521739,2,Andorra,42.507222222,1.522222222
Antananarivo,Spring,2023,19.31413043478261,1.34828597104727,344.6,49,0.0,0,42108.386413043474,33825.717065217395,4,Madagascar,-18.91,47.525
Apia,Spring,2023,25.566847826086956,0.6883759025285788,754.8,73,0.0,0,42526.36684782609,33809.76358695652,4,Samoa,-13.833333333,-171.833333333
Asmara,Spring,2023,18.047826086956523,1.3471971931065614,119.1,36,0.0,0,44852.00543478261,39576.923804347825,3,Eritrea,15.333333333,38.916666666
Astana,Spring,2023,4.852173913043478,9.09040948872594,34.2,9,32.97,7,49572.8770652174,37634.25858695652,0,Kazakhstan,51.133333333,71.433333333
Asunción,Spring,2023,23.67771739130435,3.4818080131066647,455.7,32,0.0,0,41544.6575,29964.06543478261,4,Paraguay,-25.28,-57.634444444
Athens,Spring,2023,15.658695652173913,3.1262325806172457,194.6,31,0.56,0,47247.688804347825,37328.94358695652,3,Greece,37.984166666,23.728055555
Avarua,Spring,2023,25.355978260869566,1.1539669370609809,610.9,54,0.0,0,41909.412065217395,31580.853695652175,4,Cook Islands,-21.207,-159.771
Baghdad,Spring,2023,23.877173913043475,5.556648394132501,73.89999999999999,9,0.0,0,46644.070108695654,37470.818695652175,1,Iraq,33.315277777,44.366111111
