capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2015,26.097252747252746,1.0267359997520416,370.8,53,0.0,0,42974.82307692308,33385.81340659341,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2015,29.554891304347827,1.4533224493902142,94.8,15,0.0,0,44322.75858695652,35939.77804347826,Abuja_in_Spring,4,Nigeria,9.055555555,7.491388888
Abuja,Summer,2015,25.01304347826087,1.177487303429307,710.9,78,0.0,0,45166.193478260866,22259.386521739132,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2015,27.46333333333333,1.7882858530265344,16.0,4,0.0,0,42113.441666666666,38846.01533333333,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2015,26.286813186813188,0.9588429127754576,129.0,34,0.0,0,43217.67032967033,36828.05989010989,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2015,28.045108695652175,0.7446165685836343,209.7,31,0.0,0,44047.394347826084,36711.79782608696,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2015,25.120108695652174,0.5759397377000631,283.3,31,0.0,0,44571.87869565217,33294.34032608696,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2015,27.432222222222222,0.9082119459831293,48.4,13,0.0,0,42693.48033333333,37670.92677777778,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2015,15.912087912087912,0.8784879895258373,206.5,24,0.0,0,42974.82307692308,38787.78527472528,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2015,18.097282608695654,1.1064586645679617,231.1,25,0.0,0,44322.75858695652,39229.800217391305,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2015,15.975,0.38804242432615954,1102.8,87,0.0,0,45166.193478260866,36377.80576086957,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2015,16.227777777777778,1.059709285741679,10.5,2,0.0,0,42113.441666666666,38930.73011111111,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2015,19.964835164835165,4.291901252523915,165.9,22,0.0,0,40679.577032967034,34270.39868131868,Algiers_in_Autumn,2,Algeria,36.776388888,3.058611111
Algiers,Spring,2015,16.59619565217391,3.721708175222681,76.39999999999999,13,0.0,0,47078.65891304348,40920.34184782609,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2015,26.194021739130434,2.707507291917409,5.8,2,0.0,0,51072.38836956521,46325.31097826087,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2015,11.616666666666667,2.084951431547055,212.8,29,0.0,0,36515.284999999996,29968.41022222222,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2015,23.643406593406596,1.1565323839249668,324.9,22,0.0,0,45029.72615384615,35292.46714285714,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2015,25.842391304347824,1.1179832407138168,419.7,50,0.0,0,42094.12706521739,34915.96880434782,Alofi_in_Spring,3,Niue,-19.056,-169.921
