capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Winter,2014,28.006666666666664,1.217134228561942,16.2,4,0.0,0,42116.426222222224,38875.02455555555,3,Nigeria,9.055555555,7.491388888
Accra,Winter,2014,27.689444444444447,0.5306077946189274,85.4,25,0.0,0,42695.289333333334,37569.252888888885,0,Ghana,5.55602,-0.1969
Addis Ababa,Winter,2014,15.720555555555555,1.0285501534816937,31.5,7,0.0,0,42116.426222222224,38629.10822222222,0,Ethiopia,9.027222222,38.736944444
Algiers,Winter,2014,12.736666666666666,1.9115526955501825,260.6,38,0.0,0,36529.84333333333,29140.48422222222,0,Algeria,36.776388888,3.058611111
Alofi,Winter,2014,26.32777777777778,0.8781719748876923,595.9,58,0.0,0,46956.21088888889,39019.30577777778,2,Niue,-19.056,-169.921
Amman,Winter,2014,10.578888888888889,2.461010317993084,20.5,4,0.0,0,37719.94,32459.508333333335,3,Jordan,31.95,35.933333333
Amsterdam,Winter,2014,5.6450000000000005,2.4000356973000647,215.5,47,9.520000000000001,1,31088.32111111111,13265.327777777778,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Winter,2014,2.766111111111111,3.024068505274683,86.10000000000001,21,37.660000000000004,10,34902.524333333335,24483.851333333336,4,Andorra,42.507222222,1.522222222
Antananarivo,Winter,2014,20.720555555555556,0.9522561749453774,764.4,69,0.0,0,46916.03188888889,33155.76866666667,2,Madagascar,-18.91,47.525
Apia,Winter,2014,26.63,0.6901717747428425,1311.1,82,0.0,0,45983.044555555556,32989.37788888889,2,Samoa,-13.833333333,-171.833333333
Asmara,Winter,2014,15.380555555555556,1.0004126801409337,8.8,3,0.0,0,41022.906444444445,38080.372,3,Eritrea,15.333333333,38.916666666
Astana,Winter,2014,-15.284444444444443,7.664223189836034,0.2,0,52.5,17,31651.22377777778,15218.312111111112,1,Kazakhstan,51.133333333,71.433333333
Asunción,Winter,2014,28.444444444444443,2.770626875527586,266.5,30,0.0,0,48195.09211111111,38761.977,0,Paraguay,-25.28,-57.634444444
Athens,Winter,2014,11.288333333333334,2.1989917250279905,190.8,28,3.64,2,36211.874777777775,23944.169777777777,4,Greece,37.984166666,23.728055555
Avarua,Winter,2014,25.67,1.0086090098900837,400.8,36,0.0,0,47364.790222222226,38518.15633333333,2,Cook Islands,-21.207,-159.771
Baghdad,Winter,2014,13.225,3.0741240645173953,55.4,7,0.0,0,37406.672,30550.146888888892,0,Iraq,33.315277777,44.366111111
Baku,Winter,2014,6.248333333333334,3.01906349420188,39.7,12,9.24,3,35540.33266666667,23554.833000000002,4,Azerbaijan,40.366655555,49.835183333
Bamako,Winter,2014,26.398333333333333,2.067925872880927,0.3,0,0.0,0,41503.00422222222,38241.51655555556,3,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Winter,2014,25.715555555555557,0.9459744528359257,859.9,63,0.0,0,42812.59644444445,28602.18411111111,2,Brunei,4.916666666,114.916666666
Bangui,Winter,2014,28.856666666666666,1.1337320294526114,33.9,7,0.0,0,42894.59655555555,37982.158777777775,0,Central African Republic,4.37325,18.562833333
Basseterre,Winter,2014,24.831666666666667,0.5170383464361167,89.3,23,0.0,0,40670.61433333333,37324.68677777778,0,Saint Kitts and Nevis,17.298333333,-62.734166666
