capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country
Abuja,Spring,2018,28.06576086956522,1.2685963807898357,147.3,28,0.0,0,44329.83119565218,34672.942282608696,3,Nigeria
Accra,Spring,2018,27.557065217391305,0.8896097898053593,238.5,51,0.0,0,44051.776304347826,35595.60086956521,4,Ghana
Addis Ababa,Spring,2018,15.872282608695652,0.7812487935967753,229.1,41,0.0,0,44329.83119565218,37210.94163043478,3,Ethiopia
Algiers,Spring,2018,15.733695652173912,2.4754410051727707,342.0,40,0.91,0,47112.10456521739,34028.5675,3,Algeria
Alofi,Spring,2018,26.051086956521736,0.7358174888998262,489.9,53,0.0,0,42078.98760869565,33569.47293478261,4,Niue
Amman,Spring,2018,18.46358695652174,4.484577376420514,81.4,17,0.0,0,46507.66945652174,39752.77391304348,3,Jordan
Amsterdam,Spring,2018,10.498369565217391,6.022336861095872,229.6,39,2.5900000000000003,1,49905.549239130436,32102.905108695653,2,Kingdom of the Netherlands
Andorra la Vella,Spring,2018,7.496739130434783,4.508824097742784,223.5,33,189.84,31,47944.43260869565,34662.21793478261,0,Andorra
Antananarivo,Spring,2018,19.10978260869565,1.5661641937842998,221.4,28,0.0,0,42096.99510869565,34096.2925,3,Madagascar
Apia,Spring,2018,25.20271739130435,0.5033057822670531,705.5,75,0.0,0,42518.198369565216,35464.67858695652,4,Samoa
Asmara,Spring,2018,17.243478260869566,1.4617131562555532,114.1,29,0.0,0,44861.27347826087,40317.222282608695,3,Eritrea
Astana,Spring,2018,1.751086956521739,8.811842612876928,79.0,21,28.07,7,49616.1625,30273.06804347826,2,Kazakhstan
Asunción,Spring,2018,24.58641304347826,3.68309251972293,342.9,29,0.0,0,41528.875,33592.40608695652,3,Paraguay
Athens,Spring,2018,18.196195652173913,4.06889996268703,64.5,12,0.0,0,47274.28695652174,39498.053695652176,3,Greece
Avarua,Spring,2018,25.567391304347826,0.7898544441860669,485.7,53,0.0,0,41896.47510869565,33327.177282608696,4,Cook Islands
Baghdad,Spring,2018,24.38097826086957,4.937142488886275,64.0,10,0.0,0,46666.33510869565,37336.56163043478,3,Iraq
Baku,Spring,2018,13.607065217391304,5.582855336652176,55.4,13,0.14,0,47617.584130434785,33948.17793478261,2,Azerbaijan
Bamako,Spring,2018,32.14565217391304,1.4269896881180397,32.5,6,0.0,0,44626.98543478261,38054.41293478261,1,Mali
Bandar Seri Begawan,Spring,2018,26.761413043478264,0.5976190515847096,1060.4,85,0.0,0,43995.71434782609,31359.88152173913,4,Brunei
Bangui,Spring,2018,28.151630434782607,1.0512277251159978,229.0,37,0.0,0,43956.5852173913,34254.570108695654,3,Central African Republic
Basseterre,Spring,2018,25.49402173913043,0.5061078801356523,171.8,48,0.0,0,45034.11119565217,41496.45163043478,3,Saint Kitts and Nevis
Beijing,Spring,2018,14.643478260869566,7.605179038544288,58.300000000000004,7,7.07,2,47544.69163043478,33805.72467391304,2,People's Republic of China
Beirut,Spring,2018,19.68858695652174,2.508426494014117,119.8,18,0.0,0,46743.42847826087,39981.81478260869,3,Lebanon
Belgrade,Spring,2018,14.12554347826087,7.692530609228214,173.3,32,22.47,7,48334.537065217395,34113.64108695652,2,Serbia
Belmopan,Spring,2018,25.838043478260868,1.6366571661186577,237.3,48,0.0,0,45027.863586956526,39014.89423913044,3,Belize
Berlin,Spring,2018,10.451086956521738,7.836894913322838,68.8,17,11.48,5,49958.58076086956,34710.07456521739,2,Germany
Bishkek,Spring,2018,12.527173913043478,5.372541160277177,271.3,34,19.53,4,48001.35434782608,31412.55663043478,2,Kyrgyzstan
Bissau,Spring,2018,26.95,1.3501526165260318,0.1,0,0.0,0,44562.08902173913,39564.24282608696,1,Guinea-Bissau
Bogotá,Spring,2018,12.760326086956523,0.6159303712020815,519.9,76,0.0,0,43973.34402173913,30154.054239130437,4,Colombia
Brasília,Spring,2018,21.482608695652175,1.3525197238635864,209.6,30,0.0,0,42356.67402173913,35585.62130434783,3,Brazil
Bratislava,Spring,2018,12.59891304347826,7.77870783027869,124.1,27,8.33,3,48957.67391304348,33817.88217391304,2,Slovakia
Brazzaville,Spring,2018,26.56086956521739,0.8967838165182525,361.1,45,0.0,0,43277.595869565215,32372.05010869565,4,Republic of the Congo
Bridgetown,Spring,2018,26.915217391304346,0.5872612505499697,88.5,28,0.0,0,44668.53793478261,40380.4772826087,3,Barbados
Bucharest,Spring,2018,12.620652173913042,8.205054567101678,80.1,21,29.05,6,48260.97956521739,34966.0375,2,Romania
Budapest,Spring,2018,12.815760869565217,7.7682077124049265,161.3,26,12.18,3,48831.344891304354,33276.412391304344,2,Hungary
Buenos Aires,Spring,2018,19.34184782608696,3.9835256705332545,413.09999999999997,34,0.0,0,40580.00054347826,28840.621086956522,4,Argentina
Cairo,Spring,2018,23.686956521739127,3.9755010021215065,1.2,0,0.0,0,46290.99619565218,39237.73684782609,1,Egypt
Canberra,Spring,2018,15.383152173913043,4.464206100580122,58.0,15,0.0,0,40500.56891304348,32866.073369565216,3,Australia
