capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Spring,2000,29.19076086956522,1.30529204655649,161.0,18,0.0,0,44339.190652173915,37719.417934782614,3,Nigeria,9.055555555,7.491388888
Accra,Spring,2000,28.07771739130435,0.8619032138377763,137.8,30,0.0,0,44057.57673913043,38461.044891304344,3,Ghana,5.55602,-0.1969
Addis Ababa,Spring,2000,17.445108695652173,1.1268710882766861,301.5,18,0.0,0,44339.190652173915,39366.51380434783,3,Ethiopia,9.027222222,38.736944444
Algiers,Spring,2000,16.767391304347825,3.367535985617534,41.5,13,0.0,0,47156.36119565218,41803.83,1,Algeria,36.776388888,3.058611111
Alofi,Spring,2000,26.19347826086957,0.7460598844399613,586.9,65,0.0,0,42058.95956521739,35059.47521739131,4,Niue,-19.056,-169.921
Amman,Spring,2000,16.26304347826087,5.034686659200417,16.4,5,0.0,0,46544.41760869565,42361.378152173915,1,Jordan,31.95,35.933333333
Amsterdam,Spring,2000,9.998913043478261,4.178555788292403,219.0,46,0.21,0,49984.57706521739,29712.48641304348,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Spring,2000,9.072282608695652,4.32783200890199,227.1,32,14.559999999999999,4,47999.01163043478,39356.60532608696,2,Andorra,42.507222222,1.522222222
Antananarivo,Spring,2000,18.96684782608696,1.3475920155317376,102.7,10,0.0,0,42077.20619565218,35064.69695652174,3,Madagascar,-18.91,47.525
Apia,Spring,2000,26.125,0.5910737110277643,830.7,83,0.0,0,42504.010652173914,35617.32902173913,4,Samoa,-13.833333333,-171.833333333
Asmara,Spring,2000,17.854891304347827,1.597767325869402,118.2,29,0.0,0,44877.38891304348,39891.54826086957,3,Eritrea,15.333333333,38.916666666
Astana,Spring,2000,4.328260869565217,8.484582994498897,113.39999999999999,24,10.92,4,49691.55739130435,35126.59043478261,2,Kazakhstan,51.133333333,71.433333333
Asunción,Spring,2000,23.86195652173913,4.724203343301185,366.2,27,0.0,0,41501.45891304348,32579.940652173915,4,Paraguay,-25.28,-57.634444444
Athens,Spring,2000,15.915217391304349,5.069780860569787,52.0,11,0.0,0,47320.556521739134,40964.25641304348,1,Greece,37.984166666,23.728055555
Avarua,Spring,2000,25.662499999999998,0.9988901808540308,644.1,50,0.0,0,41874.003913043474,35652.34,4,Cook Islands,-21.207,-159.771
Baghdad,Spring,2000,25.258152173913043,6.6571298520232025,6.9,2,0.0,0,46705.055869565214,41853.989782608696,1,Iraq,33.315277777,44.366111111
Baku,Spring,2000,13.395108695652173,4.827098756565671,88.7,22,0.98,0,47668.10891304347,37897.02260869565,2,Azerbaijan,40.366655555,49.835183333
Bamako,Spring,2000,31.579891304347825,1.8451162115729398,39.1,10,0.0,0,44640.12945652174,39910.78326086957,3,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Spring,2000,27.04565217391304,0.8008461244522322,461.4,66,0.0,0,44000.795,36507.34880434782,4,Brunei,4.916666666,114.916666666
Bangui,Spring,2000,27.759239130434782,1.3358318260406046,355.7,48,0.0,0,43961.161847826086,36259.70032608696,4,Central African Republic,4.37325,18.562833333
Basseterre,Spring,2000,24.839130434782607,1.1045069032302681,66.1,17,0.0,0,45052.412065217395,41459.90478260869,3,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Spring,2000,14.139673913043477,6.653878229791587,98.2,13,0.0,0,47594.31347826087,37723.511413043474,2,People's Republic of China,39.90403,116.407526
Beirut,Spring,2000,16.421195652173914,4.329227487972681,87.5,16,0.0,0,46783.10663043478,42413.63782608696,3,Lebanon,33.886944444,35.513055555
Belgrade,Spring,2000,13.598369565217391,6.275420615853308,111.3,23,4.34,2,48393.95641304348,38506.79543478261,2,Serbia,44.817777777,20.456944444
Belmopan,Spring,2000,26.17554347826087,1.536917397260165,187.5,34,0.0,0,45046.085,37946.9552173913,3,Belize,17.25,-88.7675
Berlin,Spring,2000,10.585869565217392,5.715245305835677,142.7,34,6.86,3,50038.27554347826,31943.507717391305,2,Germany,52.516666666,13.383333333
