capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Autumn,2008,26.048901098901098,1.3485378506198256,350.0,42,0.0,0,42956.533626373624,34098.34505494506,0,Nigeria,9.055555555,7.491388888
Accra,Autumn,2008,26.36813186813187,1.0395917062726667,141.0,24,0.0,0,43206.496043956045,36510.64692307692,3,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2008,14.64010989010989,1.3105600961298065,405.2,34,0.0,0,42956.533626373624,38117.52098901099,3,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2008,19.338461538461537,4.950701840946264,321.0,38,0.0,0,40591.921318681314,33602.20967032967,4,Algeria,36.776388888,3.058611111
Alofi,Autumn,2008,24.825274725274724,0.9704058036138404,463.9,47,0.0,0,45070.33032967033,36124.78703296703,0,Niue,-19.056,-169.921
Amman,Autumn,2008,19.584065934065936,4.702717176276798,22.400000000000002,7,0.0,0,41088.37923076923,36805.48208791209,4,Jordan,31.95,35.933333333
Amsterdam,Autumn,2008,10.671978021978022,3.8164789531073797,201.4,30,5.04,2,38374.39208791209,20316.56813186813,1,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2008,9.486813186813187,6.0503435860418335,211.3,25,31.01,5,39919.45384615385,30913.734505494504,1,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2008,19.085164835164836,1.483866842361811,247.9,31,0.0,0,45052.60395604395,36650.245274725276,3,Madagascar,-18.91,47.525
Apia,Autumn,2008,26.269780219780223,0.5668567877573832,603.0,80,0.0,0,44641.58714285715,39569.2767032967,0,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2008,16.675824175824175,1.2925934876433192,87.4,19,0.0,0,42486.833846153844,38254.71340659341,3,Eritrea,15.333333333,38.916666666
Astana,Autumn,2008,5.162637362637363,6.28550180709806,63.1,11,12.25,3,38599.41483516483,23488.092197802198,1,Kazakhstan,51.133333333,71.433333333
