capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Autumn,2013,25.96483516483517,1.5511553848931576,562.4,45,0.0,0,42962.11076923077,34215.45923076923,0,Nigeria,9.055555555,7.491388888
Accra,Autumn,2013,26.182967032967035,0.9555167240881804,117.2,29,0.0,0,43209.902417582416,36688.46604395605,2,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2013,14.774175824175824,0.7217402825179131,423.5,37,0.0,0,42962.11076923077,38258.20351648352,0,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2013,20.37142857142857,4.969742575812274,202.0,26,0.0,0,40618.662197802194,33490.49549450549,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2013,24.87802197802198,0.8014642430233165,268.7,35,0.0,0,45057.94241758242,36528.16593406593,0,Niue,-19.056,-169.921
Amman,Autumn,2013,19.265934065934065,3.7963716531627503,35.1,6,0.0,0,41110.58681318681,37006.17868131868,2,Jordan,31.95,35.933333333
Amsterdam,Autumn,2013,11.61043956043956,3.8838234060116923,271.4,44,0.28,0,38421.891318681315,20543.48,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2013,11.245604395604396,6.407312005095986,110.5,17,9.8,2,39952.40406593407,32221.54747252747,3,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2013,19.59010989010989,2.5748702208959307,181.3,20,0.0,0,45040.36296703297,37697.26824175824,2,Madagascar,-18.91,47.525
Apia,Autumn,2013,26.425824175824175,0.5137748446202783,504.2,66,0.0,0,44632.77857142857,38497.58263736264,0,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2013,17.52912087912088,1.2134218359220965,97.5,20,0.0,0,42496.52384615385,38319.87593406593,2,Eritrea,15.333333333,38.916666666
Astana,Autumn,2013,5.891208791208792,6.30741007513558,46.7,14,6.23,2,38644.77010989011,22483.8289010989,3,Kazakhstan,51.133333333,71.433333333
Asunción,Autumn,2013,23.13296703296703,4.171578569986159,434.6,31,0.0,0,45600.77703296703,33434.4743956044,0,Paraguay,-25.28,-57.634444444
Athens,Autumn,2013,19.51098901098901,4.4195387026614394,80.1,12,0.0,0,40487.89494505495,33505.84582417582,2,Greece,37.984166666,23.728055555
Avarua,Autumn,2013,23.611538461538462,0.9975547025679248,132.0,21,0.0,0,45236.808791208794,39626.01417582417,2,Cook Islands,-21.207,-159.771
Baghdad,Autumn,2013,25.345054945054947,6.659050044634557,90.9,8,0.0,0,40980.71769230769,35892.21043956044,2,Iraq,33.315277777,44.366111111
