capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2019,25.385714285714286,1.465440504768403,427.0,53,0.0,0,42974.15417582417,31295.49175824176,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2019,28.34728260869565,1.6016365965432144,175.5,29,0.0,0,44323.649456521736,33349.31619565217,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,2019,24.304891304347827,1.0989020440153623,646.4,82,0.0,0,45165.914239130434,25804.597826086956,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2019,27.50111111111111,1.000308317014628,32.0,5,0.0,0,42113.78088888888,37459.916333333334,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2019,26.389560439560437,0.894505340755328,372.0,54,0.0,0,43217.26263736263,35098.94681318681,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2019,28.226630434782606,0.8756301055245322,238.1,43,0.0,0,44047.94760869566,35207.08293478261,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2019,25.454891304347825,0.5998653595548603,221.7,43,0.0,0,44571.70489130435,36673.06108695652,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2019,28.255,0.5408612565865725,87.7,27,0.0,0,42693.685666666664,35257.00688888889,Accra_in_Winter,3,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2019,14.866483516483516,0.8316000288952656,316.0,39,0.0,0,42974.15417582417,36772.477032967035,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2019,17.06413043478261,1.2212929126152348,282.2,39,0.0,0,44323.649456521736,37769.47869565217,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2019,14.955434782608696,0.5984621556488833,830.3,87,0.0,0,45165.914239130434,32810.37597826087,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2019,15.455,1.2240807144570243,12.0,5,0.0,0,42113.78088888888,38017.14122222222,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2019,20.22197802197802,4.129381234191076,226.7,36,0.0,0,40676.37472527473,32648.56582417583,Algiers_in_Autumn,2,Algeria,36.776388888,3.058611111
Algiers,Spring,2019,15.674999999999999,2.1286055384832454,220.6,27,0.0,0,47082.87586956522,36684.76434782609,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2019,24.39673913043478,2.7095152271880822,24.7,8,0.0,0,51071.06478260869,43430.06554347826,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2019,12.999444444444444,2.015703719707572,255.1,23,0.0,0,36516.933000000005,29652.04811111111,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2019,24.29230769230769,0.8661512273950465,397.3,33,0.0,0,45031.20901098901,35153.58098901099,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2019,26.169021739130436,0.8263464667067296,428.0,47,0.0,0,42092.220869565215,32854.53097826087,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2019,24.64673913043478,0.7265303797761646,260.2,38,0.0,0,40305.725,31787.975326086955,Alofi_in_Summer,3,Niue,-19.056,-169.921
Alofi,Winter,2019,26.67388888888889,0.705883293095013,794.7,53,0.0,0,46962.214111111105,33197.50088888889,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2019,20.967032967032967,4.0672487273355,19.9,7,0.0,0,41158.52164835165,36665.23945054945,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,2019,15.804347826086957,6.6146675685572225,138.5,26,0.14,0,46483.39913043478,39613.271195652174,Amman_in_Spring,2,Jordan,31.95,35.933333333
Amman,Summer,2019,25.328260869565216,1.756593612083461,0.0,0,0.0,0,49789.43869565218,45850.27065217392,Amman_in_Summer,4,Jordan,31.95,35.933333333
Amman,Winter,2019,9.495555555555557,2.2894192929924597,246.5,31,1.19,0,37709.25244444445,30977.728222222224,Amman_in_Winter,2,Jordan,31.95,35.933333333
Amsterdam,Autumn,2019,10.900549450549452,4.147003566870732,338.6,52,0.0,0,38524.28626373626,21303.82593406593,Amsterdam_in_Autumn,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Spring,2019,9.708152173913044,3.235434624182331,167.3,30,0.35,0,49853.369456521745,33873.82206521739,Amsterdam_in_Spring,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Summer,2019,17.868478260869566,3.112406204873908,246.5,33,0.0,0,57072.63858695652,42604.73706521739,Amsterdam_in_Summer,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Winter,2019,5.232777777777778,2.9050339988255014,174.9,36,5.67,3,31064.90566666667,14576.580444444444,Amsterdam_in_Winter,2,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2019,11.340659340659341,6.191575423679038,231.5,28,41.65,9,40023.49813186813,30942.385274725275,Andorra la Vella_in_Autumn,0,Andorra,42.507222222,1.522222222
Andorra la Vella,Spring,2019,7.552717391304348,3.497065992602555,101.3,15,66.36,15,47908.388695652175,37076.607391304344,Andorra la Vella_in_Spring,0,Andorra,42.507222222,1.522222222
Andorra la Vella,Summer,2019,19.45,3.8267206860171035,248.70000000000002,26,0.98,0,52841.724130434784,45003.64728260869,Andorra la Vella_in_Summer,1,Andorra,42.507222222,1.522222222
Andorra la Vella,Winter,2019,4.787222222222223,3.4697291374314903,84.8,10,149.59,19,34886.53433333333,25796.21177777778,Andorra la Vella_in_Winter,0,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2019,19.755494505494507,1.9783614228481854,196.9,24,0.0,0,45013.94824175824,39049.7810989011,Antananarivo_in_Autumn,1,Madagascar,-18.91,47.525
Antananarivo,Spring,2019,19.842934782608694,1.7780650911109637,311.7,45,0.0,0,42110.06934782609,35717.07304347826,Antananarivo_in_Spring,3,Madagascar,-18.91,47.525
Antananarivo,Summer,2019,15.38695652173913,1.5028337621873507,54.199999999999996,12,0.0,0,40345.12076086956,34126.40913043478,Antananarivo_in_Summer,4,Madagascar,-18.91,47.525
Antananarivo,Winter,2019,21.4,0.9187803346669906,778.6,66,0.0,0,46921.962999999996,35221.20855555555,Antananarivo_in_Winter,3,Madagascar,-18.91,47.525
Apia,Autumn,2019,25.284065934065932,0.5860830013686497,440.9,54,0.0,0,44613.77197802198,37920.09857142857,Apia_in_Autumn,3,Samoa,-13.833333333,-171.833333333
Apia,Spring,2019,26.083695652173912,0.587138183917427,516.9,76,0.0,0,42527.5725,36739.93684782609,Apia_in_Spring,3,Samoa,-13.833333333,-171.833333333
Apia,Summer,2019,25.377717391304348,0.5257837755154869,440.3,59,0.0,0,41264.068478260866,35825.890978260875,Apia_in_Summer,3,Samoa,-13.833333333,-171.833333333
Apia,Winter,2019,25.923333333333332,0.6443444539071468,1616.1,83,0.0,0,45987.31555555556,29103.233555555555,Apia_in_Winter,3,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2019,16.61813186813187,1.4309964764984315,179.2,39,0.0,0,42517.446923076925,38572.13879120879,Asmara_in_Autumn,3,Eritrea,15.333333333,38.916666666
Asmara,Spring,2019,18.516304347826086,1.3797616591371298,125.0,29,0.0,0,44850.63010869565,39579.82108695652,Asmara_in_Spring,1,Eritrea,15.333333333,38.916666666
Asmara,Summer,2019,18.025,1.2326933791632757,267.3,43,0.0,0,46298.100543478264,37390.21608695652,Asmara_in_Summer,3,Eritrea,15.333333333,38.916666666
Asmara,Winter,2019,15.756666666666666,1.7059743006876542,70.5,13,0.0,0,41018.28322222223,37859.60755555556,Asmara_in_Winter,4,Eritrea,15.333333333,38.916666666
Astana,Autumn,2019,3.1648351648351647,10.61776157228353,77.3,15,32.06,3,38742.55857142857,23826.20373626374,Astana_in_Autumn,2,Kazakhstan,51.133333333,71.433333333
