capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2020,25.902747252747254,1.849945384139198,335.59999999999997,33,0.0,0,42954.34901098901,32315.00131868132,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2020,28.735326086956523,1.3575701071383066,69.7,13,0.0,0,44343.41576086957,34962.885434782605,Abuja_in_Spring,4,Nigeria,9.055555555,7.491388888
Abuja,Summer,2020,24.39021739130435,1.3182205607284325,511.9,65,0.0,0,45156.40630434782,26648.484130434783,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2020,28.071978021978023,1.4880675162253,0.0,0,0.0,0,42119.53615384615,38626.13736263736,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2020,26.352747252747253,0.9272528912319061,178.5,47,0.0,0,43205.16010989011,36569.61373626374,Accra_in_Autumn,3,Ghana,5.55602,-0.1969
Accra,Spring,2020,28.10108695652174,0.7122930877840409,221.4,40,0.0,0,44060.1947826087,36213.989565217395,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2020,25.305434782608696,0.6612283159467994,339.3,40,0.0,0,44565.77239130435,34638.75717391304,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2020,27.958241758241755,0.8664827925541448,42.6,12,0.0,0,42697.18241758242,36393.158571428576,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2020,14.559340659340661,0.6473412326977726,231.1,30,0.0,0,42954.34901098901,37870.04846153846,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2020,17.11141304347826,1.0294056553878475,333.0,44,0.0,0,44343.41576086957,36800.36815217391,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2020,14.946739130434782,0.6255900225021017,841.2,90,0.0,0,45156.40630434782,30199.304565217393,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2020,15.515384615384617,1.182668646834408,21.6,8,0.0,0,42119.53615384615,38311.91967032967,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2020,20.203846153846154,3.3333519230250865,166.8,16,0.0,0,40581.465604395606,33157.751648351645,Algiers_in_Autumn,4,Algeria,36.776388888,3.058611111
Algiers,Spring,2020,16.840217391304346,2.4954490350010397,166.8,25,0.0,0,47176.342391304344,36882.82195652174,Algiers_in_Spring,1,Algeria,36.776388888,3.058611111
Algiers,Summer,2020,24.19728260869565,2.2696318640642015,24.0,6,0.0,0,51025.94989130434,45233.0475,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2020,13.39065934065934,1.686266620672756,219.6,25,0.0,0,36544.762747252746,29481.803736263737,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2020,24.481318681318683,0.7947972610689362,356.8,44,0.0,0,45075.17307692308,35019.6010989011,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2020,26.583695652173912,0.616000423489409,616.8,44,0.0,0,42049.919130434784,32906.41010869565,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2020,24.573913043478264,0.8658184929216607,248.8,30,0.0,0,40325.72,34072.24956521739,Alofi_in_Summer,3,Niue,-19.056,-169.921
Alofi,Winter,2020,26.291208791208792,0.5524990400491111,924.0,68,0.0,0,46949.24549450549,35332.66758241758,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2020,22.468131868131866,5.881243804972611,103.5,11,0.0,0,41079.69340659341,36887.38362637363,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,2020,16.305978260869566,5.696904125479629,239.5,22,0.07,0,46561.00717391304,40806.186195652175,Amman_in_Spring,1,Jordan,31.95,35.933333333
Amman,Summer,2020,24.959782608695654,2.6768260597990867,0.9,0,0.0,0,49752.11043478261,45890.50445652174,Amman_in_Summer,4,Jordan,31.95,35.933333333
