capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Summer,2017,24.690217391304348,1.078237245051986,485.5,77,0.0,0,45159.720434782605,30202.32695652174,0,Nigeria,9.055555555,7.491388888
Accra,Summer,2017,25.208695652173912,0.7317977523268038,307.0,55,0.0,0,44567.84097826087,31901.66467391304,0,Ghana,5.55602,-0.1969
Addis Ababa,Summer,2017,15.03641304347826,0.6629978229486062,694.7,75,0.0,0,45159.720434782605,35051.09152173913,0,Ethiopia,9.027222222,38.736944444
Algiers,Summer,2017,25.330978260869564,2.2561252691930522,35.4,5,0.0,0,51041.668695652166,43847.87434782609,1,Algeria,36.776388888,3.058611111
Alofi,Summer,2017,24.26358695652174,0.9375295822693785,263.1,35,0.0,0,40318.74619565217,32561.462391304347,0,Niue,-19.056,-169.921
Amman,Summer,2017,25.996195652173913,2.554388958305013,0.0,0,0.0,0,49765.11923913043,45773.472717391305,1,Jordan,31.95,35.933333333
Amsterdam,Summer,2017,17.23804347826087,1.7551395418244329,288.4,47,0.0,0,57018.63250000001,37990.4,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Summer,2017,19.94782608695652,3.28840715176748,155.2,34,0.0,0,52805.234673913044,45250.206847826084,4,Andorra,42.507222222,1.522222222
Antananarivo,Summer,2017,15.361413043478262,1.6777978643669054,45.9,7,0.0,0,40357.98413043479,31204.614891304347,3,Madagascar,-18.91,47.525
Apia,Summer,2017,24.99836956521739,0.5397115167025279,295.0,46,0.0,0,41273.26239130435,36874.33858695652,0,Samoa,-13.833333333,-171.833333333
Asmara,Summer,2017,18.555434782608696,1.201131712721108,165.5,36,0.0,0,46287.47684782609,37833.003152173915,3,Eritrea,15.333333333,38.916666666
Astana,Summer,2017,20.420108695652175,3.3402561244710585,72.1,20,0.0,0,56389.43413043478,45129.958695652174,4,Kazakhstan,51.133333333,71.433333333
Asunción,Summer,2017,20.235869565217392,4.822476713591211,148.4,15,0.0,0,39115.69032608695,29046.588804347826,3,Paraguay,-25.28,-57.634444444
Athens,Summer,2017,27.366847826086957,3.1831741464956482,29.6,8,0.0,0,51384.655,45538.24956521739,1,Greece,37.984166666,23.728055555
Avarua,Summer,2017,23.150543478260868,1.1610315270827398,194.0,25,0.0,0,39920.54445652174,31902.109891304346,3,Cook Islands,-21.207,-159.771
Baghdad,Summer,2017,38.23641304347826,2.958310173100102,0.0,0,0.0,0,50100.02260869565,44787.97630434782,1,Iraq,33.315277777,44.366111111
Baku,Summer,2017,26.156521739130437,2.8470750113759435,22.999999999999996,4,0.0,0,52111.60945652174,43850.859673913044,1,Azerbaijan,40.366655555,49.835183333
Bamako,Summer,2017,27.769565217391307,1.9922922426981788,405.0,53,0.0,0,45790.81260869565,35289.20391304348,0,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Summer,2017,26.967391304347824,0.959579657935471,1103.0,69,0.0,0,44448.33076086957,31002.98467391304,0,Brunei,4.916666666,114.916666666
Bangui,Summer,2017,26.347826086956523,1.049722963020345,491.8,66,0.0,0,44364.880217391306,33049.22217391304,0,Central African Republic,4.37325,18.562833333
Basseterre,Summer,2017,27.395108695652173,0.5627668979799858,260.1,69,0.0,0,46653.42739130435,41608.48413043479,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Summer,2017,25.91304347826087,3.2275417581011494,577.4,36,0.0,0,51957.132826086956,34244.60206521739,4,People's Republic of China,39.90403,116.407526
