capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,capital_in_season,cluster,country,lat,lon
Abuja,Autumn,2000,25.652747252747254,1.3246459199298537,387.6,46,0.0,0,42958.429780219776,33968.61560439561,Abuja_in_Autumn,3,Nigeria,9.055555555,7.491388888
Abuja,Spring,2000,29.19076086956522,1.30529204655649,161.0,18,0.0,0,44339.190652173915,37719.417934782614,Abuja_in_Spring,3,Nigeria,9.055555555,7.491388888
Abuja,Summer,2000,24.313043478260873,0.9983466982752028,861.5,87,0.0,0,45158.65858695652,25993.04304347826,Abuja_in_Summer,3,Nigeria,9.055555555,7.491388888
Abuja,Winter,2000,27.664835164835164,1.0734548198714517,0.30000000000000004,0,0.0,0,42117.49615384615,38928.07659340659,Abuja_in_Winter,4,Nigeria,9.055555555,7.491388888
Accra,Autumn,2000,26.133516483516484,1.0476973413967001,68.4,22,0.0,0,43207.65406593407,36133.48428571429,Accra_in_Autumn,4,Ghana,5.55602,-0.1969
Accra,Spring,2000,28.07771739130435,0.8619032138377763,137.8,30,0.0,0,44057.57673913043,38461.044891304344,Accra_in_Spring,3,Ghana,5.55602,-0.1969
Accra,Summer,2000,24.87663043478261,0.5521909949353775,188.5,37,0.0,0,44567.17902173913,32173.56,Accra_in_Summer,3,Ghana,5.55602,-0.1969
Accra,Winter,2000,27.482967032967032,0.5273213115053894,44.7,12,0.0,0,42695.94681318681,38077.60615384616,Accra_in_Winter,4,Ghana,5.55602,-0.1969
Addis Ababa,Autumn,2000,14.331318681318683,0.8279710257829189,433.6,42,0.0,0,42958.429780219776,38704.32230769231,Addis Ababa_in_Autumn,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Spring,2000,17.445108695652173,1.1268710882766861,301.5,18,0.0,0,44339.190652173915,39366.51380434783,Addis Ababa_in_Spring,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Summer,2000,15.30054347826087,0.6751676456534473,1065.0,88,0.0,0,45158.65858695652,34713.564239130435,Addis Ababa_in_Summer,3,Ethiopia,9.027222222,38.736944444
Addis Ababa,Winter,2000,14.911538461538463,1.0056804474549368,3.9000000000000004,1,0.0,0,42117.49615384615,39023.58989010989,Addis Ababa_in_Winter,4,Ethiopia,9.027222222,38.736944444
Algiers,Autumn,2000,19.49120879120879,3.7900204734612157,169.4,27,0.0,0,40601.00912087912,34569.496043956045,Algiers_in_Autumn,2,Algeria,36.776388888,3.058611111
Algiers,Spring,2000,16.767391304347825,3.367535985617534,41.5,13,0.0,0,47156.36119565218,41803.83,Algiers_in_Spring,4,Algeria,36.776388888,3.058611111
Algiers,Summer,2000,25.595108695652176,2.8986645256068293,10.4,4,0.0,0,51036.64760869565,46497.29380434783,Algiers_in_Summer,4,Algeria,36.776388888,3.058611111
Algiers,Winter,2000,11.58076923076923,2.384810372507742,68.6,13,0.0,0,36534.782087912085,32057.048021978022,Algiers_in_Winter,2,Algeria,36.776388888,3.058611111
Alofi,Autumn,2000,24.718131868131866,0.7983495643275711,455.5,50,0.0,0,45066.12164835165,35076.89791208791,Alofi_in_Autumn,3,Niue,-19.056,-169.921
Alofi,Spring,2000,26.19347826086957,0.7460598844399613,586.9,65,0.0,0,42058.95956521739,35059.47521739131,Alofi_in_Spring,3,Niue,-19.056,-169.921
Alofi,Summer,2000,23.833695652173912,0.8971293870583815,133.4,19,0.0,0,40320.98597826087,32169.012282608695,Alofi_in_Summer,3,Niue,-19.056,-169.921
Alofi,Winter,2000,26.292857142857144,0.6107632487566228,624.7,67,0.0,0,46953.880659340655,39059.58747252747,Alofi_in_Winter,3,Niue,-19.056,-169.921
Amman,Autumn,2000,18.76208791208791,4.772958206042661,12.7,4,0.0,0,41095.92648351649,36655.080439560435,Amman_in_Autumn,4,Jordan,31.95,35.933333333
Amman,Spring,2000,16.26304347826087,5.034686659200417,16.4,5,0.0,0,46544.41760869565,42361.378152173915,Amman_in_Spring,4,Jordan,31.95,35.933333333
Amman,Summer,2000,26.080978260869564,2.395827902872317,0.0,0,0.0,0,49760.95793478261,45852.7825,Amman_in_Summer,4,Jordan,31.95,35.933333333
Amman,Winter,2000,8.123626373626374,2.3697555037896096,157.3,24,1.6099999999999999,0,37724.087692307694,31500.665824175823,Amman_in_Winter,2,Jordan,31.95,35.933333333
Amsterdam,Autumn,2000,11.776373626373628,3.670424897136423,265.1,52,0.0,0,38390.533626373624,20044.931978021978,Amsterdam_in_Autumn,2,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Spring,2000,9.998913043478261,4.178555788292403,219.0,46,0.21,0,49984.57706521739,29712.48641304348,Amsterdam_in_Spring,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Summer,2000,15.89782608695652,2.330423640252616,188.5,36,0.0,0,57009.5625,39030.08315217391,Amsterdam_in_Summer,1,Kingdom of the Netherlands,52.366666666,4.883333333
Amsterdam,Winter,2000,5.165934065934065,3.3244872547079356,187.1,37,11.620000000000001,5,31096.32021978022,14653.12021978022,Amsterdam_in_Winter,0,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Autumn,2000,10.334615384615384,5.775872672437051,178.9,29,0.35,0,39930.650879120876,30777.223956043956,Andorra la Vella_in_Autumn,2,Andorra,42.507222222,1.522222222
Andorra la Vella,Spring,2000,9.072282608695652,4.32783200890199,227.1,32,14.559999999999999,4,47999.01163043478,39356.60532608696,Andorra la Vella_in_Spring,1,Andorra,42.507222222,1.522222222
Andorra la Vella,Summer,2000,18.440217391304348,3.6386451343542934,124.9,15,0.49,0,52799.02369565217,45416.1502173913,Andorra la Vella_in_Summer,1,Andorra,42.507222222,1.522222222
Andorra la Vella,Winter,2000,3.7725274725274724,2.9329664897152212,77.69999999999999,8,10.71,3,34908.49131868132,27882.324175824175,Andorra la Vella_in_Winter,2,Andorra,42.507222222,1.522222222
Antananarivo,Autumn,2000,18.2,1.943236132503374,90.8,15,0.0,0,45048.445054945056,36679.30703296703,Antananarivo_in_Autumn,4,Madagascar,-18.91,47.525
Antananarivo,Spring,2000,18.96684782608696,1.3475920155317376,102.7,10,0.0,0,42077.20619565218,35064.69695652174,Antananarivo_in_Spring,4,Madagascar,-18.91,47.525
Antananarivo,Summer,2000,14.389130434782608,1.3108973959848298,17.7,4,0.0,0,40360.19652173913,30237.49304347826,Antananarivo_in_Summer,4,Madagascar,-18.91,47.525
Antananarivo,Winter,2000,20.13681318681319,1.2794928501566367,620.5,57,0.0,0,46913.730109890115,34023.84472527473,Antananarivo_in_Winter,3,Madagascar,-18.91,47.525
Apia,Autumn,2000,26.187912087912085,0.5302169712768882,629.4,80,0.0,0,44638.59472527473,39306.297362637364,Apia_in_Autumn,3,Samoa,-13.833333333,-171.833333333
Apia,Spring,2000,26.125,0.5910737110277643,830.7,83,0.0,0,42504.010652173914,35617.32902173913,Apia_in_Spring,3,Samoa,-13.833333333,-171.833333333
Apia,Summer,2000,25.834782608695654,0.6083999520646263,270.9,63,0.0,0,41274.84369565218,37081.863586956526,Apia_in_Summer,3,Samoa,-13.833333333,-171.833333333
Apia,Winter,2000,26.428571428571427,0.7369284171909048,851.4,80,0.0,0,45981.38384615385,38103.147032967034,Apia_in_Winter,3,Samoa,-13.833333333,-171.833333333
Asmara,Autumn,2000,16.583516483516483,1.4010721082453443,166.5,24,0.0,0,42490.127252747254,38327.39835164835,Asmara_in_Autumn,3,Eritrea,15.333333333,38.916666666
Asmara,Spring,2000,17.854891304347827,1.597767325869402,118.2,29,0.0,0,44877.38891304348,39891.54826086957,Asmara_in_Spring,3,Eritrea,15.333333333,38.916666666
Asmara,Summer,2000,18.807608695652174,1.0582469118863305,693.7,63,0.0,0,46285.65347826087,36950.26010869566,Asmara_in_Summer,3,Eritrea,15.333333333,38.916666666
Asmara,Winter,2000,15.35,0.7980531867544228,4.2,0,0.0,0,41024.75428571429,37914.99472527472,Asmara_in_Winter,4,Eritrea,15.333333333,38.916666666
Astana,Autumn,2000,-0.09615384615384608,11.125916268807384,21.2,7,53.199999999999996,17,38614.82813186813,19660.311648351646,Astana_in_Autumn,0,Kazakhstan,51.133333333,71.433333333
Astana,Spring,2000,4.328260869565217,8.484582994498897,113.39999999999999,24,10.92,4,49691.55739130435,35126.59043478261,Astana_in_Spring,1,Kazakhstan,51.133333333,71.433333333
Astana,Summer,2000,19.358152173913044,4.088944335496196,129.4,26,0.0,0,56380.79206521739,43181.6225,Astana_in_Summer,1,Kazakhstan,51.133333333,71.433333333
Astana,Winter,2000,-11.152747252747252,6.252090151111968,0.6,0,55.79,19,31658.967032967033,12650.283406593408,Astana_in_Winter,0,Kazakhstan,51.133333333,71.433333333
Asunción,Autumn,2000,23.207142857142856,4.065802991815264,518.4,43,0.0,0,45611.95285714286,33339.03065934066,Asunción_in_Autumn,3,Paraguay,-25.28,-57.634444444
Asunción,Spring,2000,23.86195652173913,4.724203343301185,366.2,27,0.0,0,41501.45891304348,32579.940652173915,Asunción_in_Spring,2,Paraguay,-25.28,-57.634444444
Asunción,Summer,2000,17.694021739130434,5.588591412649899,312.7,25,0.0,0,39118.76239130435,26177.019782608695,Asunción_in_Summer,2,Paraguay,-25.28,-57.634444444
Asunción,Winter,2000,27.95934065934066,2.705795345056322,418.1,29,0.0,0,48191.92857142857,39742.67571428572,Asunción_in_Winter,3,Paraguay,-25.28,-57.634444444
Athens,Autumn,2000,19.26978021978022,4.1991988595768,36.8,10,0.0,0,40469.44065934066,34254.87791208791,Athens_in_Autumn,4,Greece,37.984166666,23.728055555
Athens,Spring,2000,15.915217391304349,5.069780860569787,52.0,11,0.0,0,47320.556521739134,40964.25641304348,Athens_in_Spring,1,Greece,37.984166666,23.728055555
Athens,Summer,2000,26.52282608695652,2.680653244188014,2.5,1,0.0,0,51379.402500000004,46781.44782608696,Athens_in_Summer,4,Greece,37.984166666,23.728055555
Athens,Winter,2000,8.52087912087912,2.9304727143705547,68.6,17,0.0,0,36217.01989010989,28175.361098901096,Athens_in_Winter,2,Greece,37.984166666,23.728055555
Avarua,Autumn,2000,23.56923076923077,1.3587937712620362,172.4,29,0.0,0,45245.97714285714,37538.115824175824,Avarua_in_Autumn,3,Cook Islands,-21.207,-159.771
Avarua,Spring,2000,25.662499999999998,0.9988901808540308,644.1,50,0.0,0,41874.003913043474,35652.34,Avarua_in_Spring,3,Cook Islands,-21.207,-159.771
Avarua,Summer,2000,22.45434782608696,1.1217787135095494,192.1,18,0.0,0,39923.05945652174,31348.213369565216,Avarua_in_Summer,3,Cook Islands,-21.207,-159.771
Avarua,Winter,2000,25.85989010989011,0.5628903475327541,529.9,56,0.0,0,47362.183186813185,39764.406593406595,Avarua_in_Winter,3,Cook Islands,-21.207,-159.771
Baghdad,Autumn,2000,25.40934065934066,6.519436376831268,27.7,5,0.0,0,40965.26967032967,36176.676043956046,Baghdad_in_Autumn,4,Iraq,33.315277777,44.366111111
Baghdad,Spring,2000,25.258152173913043,6.6571298520232025,6.9,2,0.0,0,46705.055869565214,41853.989782608696,Baghdad_in_Spring,4,Iraq,33.315277777,44.366111111
Baghdad,Summer,2000,38.30869565217392,2.672258877943929,0.0,0,0.0,0,50095.63619565218,45567.33902173913,Baghdad_in_Summer,4,Iraq,33.315277777,44.366111111
Baghdad,Winter,2000,12.009890109890112,2.5961640482773354,65.7,10,0.0,0,37411.03032967033,31491.222087912087,Baghdad_in_Winter,2,Iraq,33.315277777,44.366111111
Baku,Autumn,2000,16.400549450549452,5.378710577129752,92.8,13,0.0,0,40192.50076923077,26180.959010989012,Baku_in_Autumn,2,Azerbaijan,40.366655555,49.835183333
Baku,Spring,2000,13.395108695652173,4.827098756565671,88.7,22,0.98,0,47668.10891304347,37897.02260869565,Baku_in_Spring,1,Azerbaijan,40.366655555,49.835183333
Baku,Summer,2000,25.482608695652175,2.874943236731648,4.4,2,0.0,0,52105.867173913044,45521.19010869566,Baku_in_Summer,4,Azerbaijan,40.366655555,49.835183333
Baku,Winter,2000,6.7,2.1733870136519893,51.0,12,5.95,1,35545.905384615384,23106.60857142857,Baku_in_Winter,2,Azerbaijan,40.366655555,49.835183333
Bamako,Autumn,2000,26.57032967032967,0.9740231009688639,208.3,31,0.0,0,42695.32153846154,36674.497142857144,Bamako_in_Autumn,3,Mali,12.645833333,-7.992222222
Bamako,Spring,2000,31.579891304347825,1.8451162115729398,39.1,10,0.0,0,44640.12945652174,39910.78326086957,Bamako_in_Spring,4,Mali,12.645833333,-7.992222222
Bamako,Summer,2000,26.972826086956523,2.03281341667264,504.5,59,0.0,0,45789.323369565216,36252.31413043478,Bamako_in_Summer,3,Mali,12.645833333,-7.992222222
Bamako,Winter,2000,25.74065934065934,1.9959112662294838,0.5,0,0.0,0,41504.51131868132,38112.59164835165,Bamako_in_Winter,4,Mali,12.645833333,-7.992222222
